codigo,origen_municipio_nombre,destino_municipio_nombre,tipo_transporte_codigo
RUT_119_166_0802,Sibilia,Champerico,FLETERO
RUT_120_167_0803,Cabricán,Nuevo San Carlos,TAXI
RUT_121_168_0804,Cajolá,El Asintal,TAXI
RUT_122_169_0805,San Miguel Sigüila,San Marcos,EXTRAURBANO
RUT_123_170_0806,Ostuncalco,San Pedro Sacatepéquez,FLETERO
RUT_124_171_0807,San Mateo,San Antonio Sacatepéquez,SHUTTLE
RUT_125_172_0808,Concepción Chiquirichapa,Comitancillo,TAXI
RUT_126_173_0809,San Martín Sacatepéquez,San Miguel Ixtahuacán,EXTRAURBANO
RUT_127_174_0810,Almolonga,Concepción Tutuapa,FLETERO
RUT_128_175_0811,Cantel,Tacaná,EXTRAURBANO
RUT_129_176_0812,Huitán,Sibinal,TAXI
RUT_130_177_0813,Zunil,Tajumulco,EXTRAURBANO
RUT_131_178_0814,Colomba,Tejutla,SHUTTLE
RUT_132_179_0815,San Francisco La Unión,San Rafael Pie de la Cuesta,SHUTTLE
RUT_133_180_0816,El Palmar,Nuevo Progreso,TAXI
RUT_134_181_0817,Coatepeque,El Tumbador,FLETERO
RUT_135_182_0818,Génova,El Rodeo,SHUTTLE
RUT_136_183_0819,Flores Costa Cuca,Malacatán,SHUTTLE
RUT_137_184_0820,La Esperanza,Catarina,EXTRAURBANO
RUT_138_185_0821,Palestina de Los Altos,Ayutla,SHUTTLE
RUT_139_186_0822,Mazatenango,Ocós,FLETERO
RUT_140_187_0823,Cuyotenango,San Pablo,EXTRAURBANO
RUT_141_188_0824,San Francisco Zapotitlán,El Quetzal,SHUTTLE
RUT_142_189_0825,San Bernardino,La Reforma,FLETERO
RUT_143_190_0826,San José El Ídolo,Pajapita,FLETERO
RUT_144_191_0827,Santo Domingo Suchitepéquez,Ixchiguán,TAXI
RUT_145_192_0828,San Lorenzo,San José Ojetenam,EXTRAURBANO
RUT_146_193_0829,Samayac,San Cristóbal Cucho,TAXI
RUT_147_194_0830,San Pablo Jocopilas,Sipacapa,FLETERO
RUT_148_195_0831,San Antonio Suchitepéquez,Esquipulas Palo Gordo,TAXI
RUT_149_196_0832,San Miguel Panán,Río Blanco,TAXI
RUT_150_197_0833,San Gabriel,San Lorenzo,SHUTTLE
RUT_151_198_0834,Chicacao,La Blanca,EXTRAURBANO
RUT_152_199_0835,Patulul,Huehuetenango,TAXI
RUT_153_200_0836,Santa Bárbara,Chiantla,EXTRAURBANO
RUT_154_201_0837,San Juan Bautista,Malacatancito,EXTRAURBANO
RUT_155_202_0838,Santo Tomás La Unión,Cuilco,TAXI
RUT_156_203_0839,Zunilito,Nentón,EXTRAURBANO
RUT_157_204_0840,Pueblo Nuevo,San Pedro Necta,FLETERO
RUT_158_205_0841,Río Bravo,Jacaltenango,EXTRAURBANO
RUT_159_206_0842,San José La Máquina,Soloma,SHUTTLE
RUT_160_207_0843,Retalhuleu,Ixtahuacán,SHUTTLE
RUT_161_208_0844,San Sebastián,Santa Bárbara,TAXI
RUT_162_209_0845,Santa Cruz Muluá,La Libertad,EXTRAURBANO
RUT_163_210_0846,San Martín Zapotitlán,La Democracia,FLETERO
RUT_164_211_0847,San Felipe,San Miguel Acatán,EXTRAURBANO
RUT_165_212_0848,San Andrés Villa Seca,San Rafael La Independencia,EXTRAURBANO
RUT_166_213_0849,Champerico,Todos Santos Cuchumatán,TAXI
RUT_167_214_0850,Nuevo San Carlos,San Juan Atitán,TAXI
RUT_168_215_0851,El Asintal,Santa Eulalia,TAXI
RUT_169_216_0852,San Marcos,San Mateo Ixtatán,FLETERO
RUT_170_217_0853,San Pedro Sacatepéquez,Colotenango,SHUTTLE
RUT_171_218_0854,San Antonio Sacatepéquez,San Sebastián Huehuetenango,TAXI
RUT_172_219_0855,Comitancillo,Tectitán,TAXI
RUT_173_220_0856,San Miguel Ixtahuacán,Concepción Huista,EXTRAURBANO
RUT_174_221_0857,Concepción Tutuapa,San Juan Ixcoy,EXTRAURBANO
RUT_175_222_0858,Tacaná,San Antonio Huista,SHUTTLE
RUT_176_223_0859,Sibinal,San Sebastián Coatán,TAXI
RUT_177_224_0860,Tajumulco,Barillas,EXTRAURBANO
RUT_178_225_0861,Tejutla,Aguacatán,FLETERO
RUT_179_226_0862,San Rafael Pie de la Cuesta,San Rafael Petzal,EXTRAURBANO
RUT_180_227_0863,Nuevo Progreso,San Gaspar Ixchil,FLETERO
RUT_181_228_0864,El Tumbador,Santiago Chimaltenango,TAXI
RUT_182_229_0865,El Rodeo,Santa Ana Huista,EXTRAURBANO
RUT_183_230_0866,Malacatán,Unión Cantinil,EXTRAURBANO
RUT_184_231_0867,Catarina,Petatán,FLETERO
RUT_185_232_0868,Ayutla,Santa Cruz del Quiché,TAXI
RUT_186_233_0869,Ocós,Chiché,EXTRAURBANO
RUT_187_234_0870,San Pablo,Chinique,FLETERO
RUT_188_235_0871,El Quetzal,Zacualpa,TAXI
RUT_189_236_0872,La Reforma,Chajul,EXTRAURBANO
RUT_190_237_0873,Pajapita,Chichicastenango,FLETERO
RUT_191_238_0874,Ixchiguán,Patzité,SHUTTLE
RUT_192_239_0875,San José Ojetenam,San Antonio Ilotenango,EXTRAURBANO
RUT_193_240_0876,San Cristóbal Cucho,San Pedro Jocopilas,TAXI
RUT_194_241_0877,Sipacapa,Cunén,SHUTTLE
RUT_195_242_0878,Esquipulas Palo Gordo,San Juan Cotzal,EXTRAURBANO
RUT_196_243_0879,Río Blanco,Joyabaj,FLETERO
RUT_197_244_0880,San Lorenzo,Nebaj,FLETERO
RUT_198_245_0881,La Blanca,San Andrés Sajcabajá,EXTRAURBANO
RUT_199_246_0882,Huehuetenango,Uspantán,FLETERO
RUT_200_247_0883,Chiantla,Sacapulas,EXTRAURBANO
RUT_201_248_0884,Malacatancito,San Bartolomé Jocotenango,EXTRAURBANO
RUT_202_249_0885,Cuilco,Canillá,SHUTTLE
RUT_203_250_0886,Nentón,Chicamán,TAXI
RUT_204_251_0887,San Pedro Necta,Ixcán,SHUTTLE
RUT_205_252_0888,Jacaltenango,Pachalum,FLETERO
RUT_206_253_0889,Soloma,Salamá,EXTRAURBANO
RUT_207_254_0890,Ixtahuacán,San Miguel Chicaj,FLETERO
RUT_208_255_0891,Santa Bárbara,Rabinal,FLETERO
RUT_209_256_0892,La Libertad,Cubulco,FLETERO
RUT_210_257_0893,La Democracia,Granados,SHUTTLE
RUT_211_258_0894,San Miguel Acatán,El Chol,SHUTTLE
RUT_212_259_0895,San Rafael La Independencia,San Jerónimo,SHUTTLE
RUT_213_260_0896,Todos Santos Cuchumatán,Purulhá,FLETERO
RUT_214_261_0897,San Juan Atitán,Cobán,TAXI
RUT_215_262_0898,Santa Eulalia,Santa Cruz Verapaz,EXTRAURBANO
RUT_216_263_0899,San Mateo Ixtatán,San Cristóbal Verapaz,FLETERO
RUT_217_264_0900,Colotenango,Tactic,FLETERO
RUT_218_265_0901,San Sebastián Huehuetenango,Tamahú,EXTRAURBANO
RUT_219_266_0902,Tectitán,Tucurú,FLETERO
RUT_220_267_0903,Concepción Huista,Panzós,FLETERO
RUT_221_268_0904,San Juan Ixcoy,Senahú,SHUTTLE
RUT_222_269_0905,San Antonio Huista,San Pedro Carchá,TAXI
RUT_223_270_0906,San Sebastián Coatán,San Juan Chamelco,FLETERO
RUT_224_271_0907,Barillas,Lanquín,EXTRAURBANO
RUT_225_272_0908,Aguacatán,Cahabón,FLETERO
RUT_226_273_0909,San Rafael Petzal,Chisec,TAXI
RUT_227_274_0910,San Gaspar Ixchil,Chahal,FLETERO
RUT_228_275_0911,Santiago Chimaltenango,Fray Bartolomé de Las Casas,SHUTTLE
RUT_229_276_0912,Santa Ana Huista,Santa Catalina La Tinta,EXTRAURBANO
RUT_230_277_0913,Unión Cantinil,Raxruhá,EXTRAURBANO
RUT_231_278_0914,Petatán,Flores,FLETERO
RUT_232_279_0915,Santa Cruz del Quiché,San José,TAXI
RUT_233_280_0916,Chiché,San Benito,EXTRAURBANO
RUT_234_281_0917,Chinique,San Andrés,FLETERO
RUT_235_282_0918,Zacualpa,La Libertad,TAXI
RUT_236_283_0919,Chajul,San Francisco,EXTRAURBANO
RUT_237_284_0920,Chichicastenango,Santa Ana,EXTRAURBANO
RUT_238_285_0921,Patzité,Dolores,SHUTTLE
RUT_239_286_0922,San Antonio Ilotenango,San Luis,TAXI
RUT_240_287_0923,San Pedro Jocopilas,Sayaxché,SHUTTLE
RUT_241_288_0924,Cunén,Melchor de Mencos,SHUTTLE
RUT_242_289_0925,San Juan Cotzal,Poptún,SHUTTLE
RUT_243_290_0926,Joyabaj,Las Cruces,EXTRAURBANO
RUT_244_291_0927,Nebaj,El Chal,FLETERO
RUT_245_292_0928,San Andrés Sajcabajá,Puerto Barrios,FLETERO
RUT_246_293_0929,Uspantán,Lívingston,SHUTTLE
RUT_247_294_0930,Sacapulas,El Estor,SHUTTLE
RUT_248_295_0931,San Bartolomé Jocotenango,Morales,EXTRAURBANO
RUT_249_296_0932,Canillá,Los Amates,SHUTTLE
RUT_250_297_0933,Chicamán,Zacapa,EXTRAURBANO
RUT_251_298_0934,Ixcán,Estanzuela,TAXI
RUT_252_299_0935,Pachalum,Río Hondo,TAXI
RUT_253_300_0936,Salamá,Gualán,TAXI
RUT_254_301_0937,San Miguel Chicaj,Teculután,FLETERO
RUT_255_302_0938,Rabinal,Usumatlán,FLETERO
RUT_256_303_0939,Cubulco,Cabañas,EXTRAURBANO
RUT_257_304_0940,Granados,San Diego,FLETERO
RUT_258_305_0941,El Chol,La Unión,TAXI
RUT_259_306_0942,San Jerónimo,Huité,FLETERO
RUT_260_307_0943,Purulhá,San Jorge,FLETERO
RUT_261_308_0944,Cobán,Chiquimula,EXTRAURBANO
RUT_262_309_0945,Santa Cruz Verapaz,San José La Arada,EXTRAURBANO
RUT_263_310_0946,San Cristóbal Verapaz,San Juan Ermita,EXTRAURBANO
RUT_264_311_0947,Tactic,Jocotán,EXTRAURBANO
RUT_265_312_0948,Tamahú,Camotán,EXTRAURBANO
RUT_266_313_0949,Tucurú,Olopa,TAXI
RUT_267_314_0950,Panzós,Esquipulas,SHUTTLE
RUT_268_315_0951,Senahú,Concepción Las Minas,TAXI
RUT_269_316_0952,San Pedro Carchá,Quezaltepeque,FLETERO
RUT_270_317_0953,San Juan Chamelco,San Jacinto,SHUTTLE
RUT_271_318_0954,Lanquín,Ipala,SHUTTLE
RUT_272_319_0955,Cahabón,Jalapa,TAXI
RUT_273_320_0956,Chisec,San Pedro Pinula,TAXI
RUT_274_321_0957,Chahal,San Luis Jilotepeque,TAXI
RUT_275_322_0958,Fray Bartolomé de Las Casas,San Manuel Chaparrón,SHUTTLE
RUT_276_323_0959,Santa Catalina La Tinta,San Carlos Alzatate,EXTRAURBANO
RUT_277_324_0960,Raxruhá,Monjas,TAXI
RUT_278_325_0961,Flores,Mataquescuintla,EXTRAURBANO
RUT_279_326_0962,San José,Jutiapa,TAXI
RUT_280_327_0963,San Benito,El Progreso,TAXI
RUT_281_328_0964,San Andrés,Santa Catarina Mita,SHUTTLE
RUT_282_329_0965,La Libertad,Agua Blanca,EXTRAURBANO
RUT_283_330_0966,San Francisco,Asunción Mita,EXTRAURBANO
RUT_284_331_0967,Santa Ana,Yupiltepeque,TAXI
RUT_285_332_0968,Dolores,Atescatempa,FLETERO
RUT_286_333_0969,San Luis,Jerez,FLETERO
RUT_287_334_0970,Sayaxché,El Adelanto,TAXI
RUT_288_335_0971,Melchor de Mencos,Zapotitlán,EXTRAURBANO
RUT_289_336_0972,Poptún,Comapa,EXTRAURBANO
RUT_290_337_0973,Las Cruces,Jalpatagua,EXTRAURBANO
RUT_291_338_0974,El Chal,Conguaco,EXTRAURBANO
RUT_292_339_0975,Puerto Barrios,Moyuta,EXTRAURBANO
RUT_293_340_0976,Lívingston,Pasaco,EXTRAURBANO
RUT_294_341_0977,El Estor,San José Acatempa,SHUTTLE
RUT_295_342_0978,Morales,Quesada,EXTRAURBANO
RUT_296_1_0979,Los Amates,Lago De Amatitlan,TAXI
RUT_297_2_0980,Zacapa,Guatemala,FLETERO
RUT_298_3_0981,Estanzuela,Santa Catarina Pinula,SHUTTLE
RUT_299_4_0982,Río Hondo,San José Pinula,EXTRAURBANO
RUT_300_5_0983,Gualán,San José del Golfo,EXTRAURBANO
RUT_301_6_0984,Teculután,Palencia,FLETERO
RUT_302_7_0985,Usumatlán,Chinautla,EXTRAURBANO
RUT_303_8_0986,Cabañas,San Pedro Ayampuc,EXTRAURBANO
RUT_304_9_0987,San Diego,Mixco,EXTRAURBANO
RUT_305_10_0988,La Unión,San Pedro Sacatepéquez,FLETERO
RUT_306_11_0989,Huité,San Juan Sacatepéquez,EXTRAURBANO
RUT_307_12_0990,San Jorge,San Raimundo,SHUTTLE
RUT_308_13_0991,Chiquimula,Chuarrancho,TAXI
RUT_309_14_0992,San José La Arada,Fraijanes,EXTRAURBANO
RUT_310_15_0993,San Juan Ermita,Amatitlán,EXTRAURBANO
RUT_311_16_0994,Jocotán,Villa Nueva,EXTRAURBANO
RUT_312_17_0995,Camotán,Villa Canales,EXTRAURBANO
RUT_313_18_0996,Olopa,Petapa,EXTRAURBANO
RUT_314_19_0997,Esquipulas,Guastatoya,TAXI
RUT_315_20_0998,Concepción Las Minas,Morazán,SHUTTLE
RUT_316_21_0999,Quezaltepeque,San Agustín Acasaguastlán,EXTRAURBANO
RUT_317_22_1000,San Jacinto,San Cristóbal Acasaguastlán,EXTRAURBANO
RUT_318_23_1001,Ipala,El Jícaro,EXTRAURBANO
RUT_319_24_1002,Jalapa,Sanarate,FLETERO
RUT_320_25_1003,San Pedro Pinula,Sansare,EXTRAURBANO
RUT_321_26_1004,San Luis Jilotepeque,San Antonio La Paz,EXTRAURBANO
RUT_322_27_1005,San Manuel Chaparrón,Antigua Guatemala,FLETERO
RUT_323_28_1006,San Carlos Alzatate,Jocotenango,FLETERO
RUT_324_29_1007,Monjas,Pastores,TAXI
RUT_325_30_1008,Mataquescuintla,Sumpango,EXTRAURBANO
RUT_326_31_1009,Jutiapa,Santo Domingo Xenacoj,SHUTTLE
RUT_327_32_1010,El Progreso,Santiago Sacatepéquez,FLETERO
RUT_328_33_1011,Santa Catarina Mita,San Bartolomé Milpas Altas,EXTRAURBANO
RUT_329_34_1012,Agua Blanca,San Lucas Sacatepéquez,SHUTTLE
RUT_330_35_1013,Asunción Mita,Santa Lucía Milpas Altas,EXTRAURBANO
RUT_331_36_1014,Yupiltepeque,Magdalena Milpas Altas,SHUTTLE
RUT_332_37_1015,Atescatempa,Santa María de Jesús,EXTRAURBANO
RUT_333_38_1016,Jerez,Ciudad Vieja,TAXI
RUT_334_39_1017,El Adelanto,San Miguel Dueñas,TAXI
RUT_335_40_1018,Zapotitlán,Alotenango,TAXI
RUT_336_41_1019,Comapa,San Antonio Aguas Calientes,TAXI
