codigo,nombre,origen_municipio_nombre,destino_municipio_nombre,tipo_via_codigo,distancia_km,tiempo_promedio_minutos,estado_transitabilidad
TRM_317_6_0316,Tramo Ruta Nacional RN-1 (San Jacinto - Palencia) - Ref 317,San Jacinto,Palencia,INTERAMERICANA,61.01,180,BUENO
TRM_318_7_0317,Tramo CA-1 Occidente (Ipala - Chinautla) - Ref 318,Ipala,Chinautla,PEATONAL,9.82,28,REGULAR
TRM_319_8_0318,Tramo Ruta Nacional RN-1 (Jalapa - San Pedro Ayampuc) - Ref 319,Jalapa,San Pedro Ayampuc,PEATONAL,36.33,56,BUENO
TRM_320_9_0319,Tramo RN-9 Salcajá (San Pedro Pinula - Mixco) - Ref 320,San Pedro Pinula,Mixco,TERRACERIA,70.68,171,BUENO
TRM_321_10_0320,Tramo RN-9 Salcajá (San Luis Jilotepeque - San Pedro Sacatepéquez) - Ref 321,San Luis Jilotepeque,San Pedro Sacatepéquez,INTERAMERICANA,52.41,64,BUENO
TRM_322_11_0321,Tramo RN-7 Cobán-Quiché (San Manuel Chaparrón - San Juan Sacatepéquez) - Ref 322,San Manuel Chaparrón,San Juan Sacatepéquez,ACUATICA,24.52,75,MALO
TRM_323_12_0322,Tramo Ruta Nacional RN-1 (San Carlos Alzatate - San Raimundo) - Ref 323,San Carlos Alzatate,San Raimundo,INTERAMERICANA,9.2,24,REGULAR
TRM_324_13_0323,Tramo CA-1 Occidente (Monjas - Chuarrancho) - Ref 324,Monjas,Chuarrancho,TERRACERIA,66.89,166,BUENO
TRM_325_14_0324,Tramo Ruta Nacional RN-1 (Mataquescuintla - Fraijanes) - Ref 325,Mataquescuintla,Fraijanes,ACUATICA,23.04,68,BUENO
TRM_326_15_0325,Tramo RN-15 Sacapulas (Jutiapa - Amatitlán) - Ref 326,Jutiapa,Amatitlán,PEATONAL,60.73,141,BUENO
TRM_327_16_0326,Tramo RN-7 Cobán-Quiché (El Progreso - Villa Nueva) - Ref 327,El Progreso,Villa Nueva,TERRACERIA,59.16,114,BUENO
TRM_328_17_0327,Tramo RN-9 Salcajá (Santa Catarina Mita - Villa Canales) - Ref 328,Santa Catarina Mita,Villa Canales,INTERAMERICANA,71.5,199,REGULAR
TRM_329_18_0328,Tramo RN-15 Sacapulas (Agua Blanca - Petapa) - Ref 329,Agua Blanca,Petapa,ACUATICA,10.77,31,BUENO
TRM_330_19_0329,Tramo RN-15 Sacapulas (Asunción Mita - Guastatoya) - Ref 330,Asunción Mita,Guastatoya,PEATONAL,72.52,156,BUENO
TRM_331_20_0330,Tramo CA-1 Occidente (Yupiltepeque - Morazán) - Ref 331,Yupiltepeque,Morazán,TERRACERIA,51.5,84,MALO
TRM_332_21_0331,Tramo RN-9 Salcajá (Atescatempa - San Agustín Acasaguastlán) - Ref 332,Atescatempa,San Agustín Acasaguastlán,ACUATICA,58.56,187,BUENO
TRM_333_22_0332,Tramo RN-7 Cobán-Quiché (Jerez - San Cristóbal Acasaguastlán) - Ref 333,Jerez,San Cristóbal Acasaguastlán,NACIONAL_ASFALTO,68.34,153,BUENO
TRM_334_23_0333,Tramo RN-15 Sacapulas (El Adelanto - El Jícaro) - Ref 334,El Adelanto,El Jícaro,TERRACERIA,43.99,106,REGULAR
TRM_335_24_0334,Tramo CA-1 Occidente (Zapotitlán - Sanarate) - Ref 335,Zapotitlán,Sanarate,ACUATICA,11.73,36,BUENO
TRM_336_25_0335,Tramo RN-7 Cobán-Quiché (Comapa - Sansare) - Ref 336,Comapa,Sansare,INTERAMERICANA,13.6,43,BUENO
TRM_337_26_0336,Tramo RN-7 Cobán-Quiché (Jalpatagua - San Antonio La Paz) - Ref 337,Jalpatagua,San Antonio La Paz,INTERAMERICANA,69.36,129,REGULAR
TRM_338_27_0337,Tramo CA-1 Occidente (Conguaco - Antigua Guatemala) - Ref 338,Conguaco,Antigua Guatemala,TERRACERIA,40.0,122,REGULAR
TRM_339_28_0338,Tramo RN-15 Sacapulas (Moyuta - Jocotenango) - Ref 339,Moyuta,Jocotenango,TERRACERIA,19.11,32,BUENO
TRM_340_29_0339,Tramo Ruta Nacional RN-1 (Pasaco - Pastores) - Ref 340,Pasaco,Pastores,ACUATICA,64.05,211,BUENO
TRM_341_30_0340,Tramo RN-11 Panajachel (San José Acatempa - Sumpango) - Ref 341,San José Acatempa,Sumpango,INTERAMERICANA,45.71,94,BUENO
TRM_342_31_0341,Tramo RN-15 Sacapulas (Quesada - Santo Domingo Xenacoj) - Ref 342,Quesada,Santo Domingo Xenacoj,NACIONAL_ASFALTO,9.92,29,REGULAR
TRM_1_32_0342,Tramo RN-7 Cobán-Quiché (Lago De Amatitlan - Santiago Sacatepéquez) - Ref 343,Lago De Amatitlan,Santiago Sacatepéquez,ACUATICA,41.55,74,MALO
TRM_2_33_0343,Tramo RN-11 Panajachel (Guatemala - San Bartolomé Milpas Altas) - Ref 344,Guatemala,San Bartolomé Milpas Altas,PEATONAL,33.2,87,REGULAR
TRM_3_34_0344,Tramo CA-1 Occidente (Santa Catarina Pinula - San Lucas Sacatepéquez) - Ref 345,Santa Catarina Pinula,San Lucas Sacatepéquez,ACUATICA,7.48,15,BUENO
TRM_4_35_0345,Tramo RN-9 Salcajá (San José Pinula - Santa Lucía Milpas Altas) - Ref 346,San José Pinula,Santa Lucía Milpas Altas,ACUATICA,32.93,92,BUENO
TRM_5_36_0346,Tramo CA-1 Occidente (San José del Golfo - Magdalena Milpas Altas) - Ref 347,San José del Golfo,Magdalena Milpas Altas,PEATONAL,13.63,25,BUENO
TRM_6_37_0347,Tramo CA-1 Occidente (Palencia - Santa María de Jesús) - Ref 348,Palencia,Santa María de Jesús,NACIONAL_ASFALTO,15.41,50,REGULAR
TRM_7_38_0348,Tramo RN-9 Salcajá (Chinautla - Ciudad Vieja) - Ref 349,Chinautla,Ciudad Vieja,PEATONAL,19.95,28,BUENO
TRM_8_39_0349,Tramo Ruta Nacional RN-1 (San Pedro Ayampuc - San Miguel Dueñas) - Ref 350,San Pedro Ayampuc,San Miguel Dueñas,TERRACERIA,46.39,73,BUENO
TRM_9_40_0350,Tramo RN-11 Panajachel (Mixco - Alotenango) - Ref 351,Mixco,Alotenango,INTERAMERICANA,71.68,172,BUENO
TRM_10_41_0351,Tramo CA-1 Occidente (San Pedro Sacatepéquez - San Antonio Aguas Calientes) - Ref 352,San Pedro Sacatepéquez,San Antonio Aguas Calientes,ACUATICA,49.44,147,REGULAR
TRM_11_42_0352,Tramo RN-11 Panajachel (San Juan Sacatepéquez - Santa Catarina Barahona) - Ref 353,San Juan Sacatepéquez,Santa Catarina Barahona,TERRACERIA,46.76,96,BUENO
TRM_12_43_0353,Tramo RN-7 Cobán-Quiché (San Raimundo - Chimaltenango) - Ref 354,San Raimundo,Chimaltenango,NACIONAL_ASFALTO,72.75,250,BUENO
TRM_13_44_0354,Tramo RN-11 Panajachel (Chuarrancho - San José Poaquil) - Ref 355,Chuarrancho,San José Poaquil,INTERAMERICANA,8.53,20,BUENO
TRM_14_45_0355,Tramo RN-7 Cobán-Quiché (Fraijanes - San Martín Jilotepeque) - Ref 356,Fraijanes,San Martín Jilotepeque,NACIONAL_ASFALTO,33.61,104,BUENO
TRM_15_46_0356,Tramo RN-15 Sacapulas (Amatitlán - Comalapa) - Ref 357,Amatitlán,Comalapa,TERRACERIA,35.26,110,REGULAR
TRM_16_47_0357,Tramo RN-11 Panajachel (Villa Nueva - Santa Apolonia) - Ref 358,Villa Nueva,Santa Apolonia,NACIONAL_ASFALTO,34.62,116,BUENO
TRM_17_48_0358,Tramo RN-7 Cobán-Quiché (Villa Canales - Tecpán Guatemala) - Ref 359,Villa Canales,Tecpán Guatemala,NACIONAL_ASFALTO,73.04,240,BUENO
TRM_18_49_0359,Tramo RN-7 Cobán-Quiché (Petapa - Patzún) - Ref 360,Petapa,Patzún,NACIONAL_ASFALTO,27.49,66,BUENO
TRM_19_50_0360,Tramo RN-15 Sacapulas (Guastatoya - Pochuta) - Ref 361,Guastatoya,Pochuta,NACIONAL_ASFALTO,56.48,105,BUENO
TRM_20_51_0361,Tramo RN-15 Sacapulas (Morazán - Patzicía) - Ref 362,Morazán,Patzicía,NACIONAL_ASFALTO,64.3,157,BUENO
TRM_21_52_0362,Tramo CA-1 Occidente (San Agustín Acasaguastlán - Santa Cruz Balanyá) - Ref 363,San Agustín Acasaguastlán,Santa Cruz Balanyá,ACUATICA,23.87,52,BUENO
TRM_22_53_0363,Tramo RN-15 Sacapulas (San Cristóbal Acasaguastlán - Acatenango) - Ref 364,San Cristóbal Acasaguastlán,Acatenango,NACIONAL_ASFALTO,69.93,240,BUENO
TRM_23_54_0364,Tramo CA-1 Occidente (El Jícaro - Yepocapa) - Ref 365,El Jícaro,Yepocapa,NACIONAL_ASFALTO,61.86,154,BUENO
TRM_24_55_0365,Tramo RN-7 Cobán-Quiché (Sanarate - San Andrés Itzapa) - Ref 366,Sanarate,San Andrés Itzapa,TERRACERIA,17.33,52,BUENO
TRM_25_56_0366,Tramo RN-11 Panajachel (Sansare - Parramos) - Ref 367,Sansare,Parramos,TERRACERIA,74.71,166,BUENO
TRM_26_57_0367,Tramo RN-7 Cobán-Quiché (San Antonio La Paz - Zaragoza) - Ref 368,San Antonio La Paz,Zaragoza,ACUATICA,11.06,15,BUENO
TRM_27_58_0368,Tramo RN-9 Salcajá (Antigua Guatemala - El Tejar) - Ref 369,Antigua Guatemala,El Tejar,ACUATICA,54.71,117,BUENO
TRM_28_59_0369,Tramo RN-15 Sacapulas (Jocotenango - Escuintla) - Ref 370,Jocotenango,Escuintla,INTERAMERICANA,17.58,60,REGULAR
TRM_29_60_0370,Tramo CA-1 Occidente (Pastores - Santa Lucía Cotzumalguapa) - Ref 371,Pastores,Santa Lucía Cotzumalguapa,NACIONAL_ASFALTO,68.5,147,REGULAR
TRM_30_61_0371,Tramo RN-11 Panajachel (Sumpango - La Democracia) - Ref 372,Sumpango,La Democracia,INTERAMERICANA,68.32,153,BUENO
TRM_31_62_0372,Tramo RN-15 Sacapulas (Santo Domingo Xenacoj - Siquinalá) - Ref 373,Santo Domingo Xenacoj,Siquinalá,INTERAMERICANA,45.31,151,BUENO
TRM_32_63_0373,Tramo Ruta Nacional RN-1 (Santiago Sacatepéquez - Masagua) - Ref 374,Santiago Sacatepéquez,Masagua,INTERAMERICANA,62.35,186,BUENO
TRM_33_64_0374,Tramo RN-7 Cobán-Quiché (San Bartolomé Milpas Altas - Tiquisate) - Ref 375,San Bartolomé Milpas Altas,Tiquisate,ACUATICA,34.18,100,MALO
TRM_34_65_0375,Tramo CA-1 Occidente (San Lucas Sacatepéquez - La Gomera) - Ref 376,San Lucas Sacatepéquez,La Gomera,PEATONAL,13.48,45,BUENO
TRM_35_66_0376,Tramo Ruta Nacional RN-1 (Santa Lucía Milpas Altas - Guanagazapa) - Ref 377,Santa Lucía Milpas Altas,Guanagazapa,NACIONAL_ASFALTO,27.96,74,REGULAR
TRM_36_67_0377,Tramo RN-15 Sacapulas (Magdalena Milpas Altas - San José) - Ref 378,Magdalena Milpas Altas,San José,INTERAMERICANA,37.89,92,BUENO
TRM_37_68_0378,Tramo CA-1 Occidente (Santa María de Jesús - Iztapa) - Ref 379,Santa María de Jesús,Iztapa,NACIONAL_ASFALTO,53.64,67,BUENO
TRM_38_69_0379,Tramo RN-11 Panajachel (Ciudad Vieja - Palín) - Ref 380,Ciudad Vieja,Palín,TERRACERIA,26.05,31,BUENO
TRM_39_70_0380,Tramo RN-9 Salcajá (San Miguel Dueñas - San Vicente Pacaya) - Ref 381,San Miguel Dueñas,San Vicente Pacaya,NACIONAL_ASFALTO,50.08,101,BUENO
TRM_40_71_0381,Tramo RN-9 Salcajá (Alotenango - Nueva Concepción) - Ref 382,Alotenango,Nueva Concepción,TERRACERIA,64.77,221,REGULAR
TRM_41_72_0382,Tramo RN-15 Sacapulas (San Antonio Aguas Calientes - Sipacate) - Ref 383,San Antonio Aguas Calientes,Sipacate,NACIONAL_ASFALTO,72.62,173,REGULAR
TRM_42_73_0383,Tramo RN-9 Salcajá (Santa Catarina Barahona - Cuilapa) - Ref 384,Santa Catarina Barahona,Cuilapa,TERRACERIA,38.88,57,BUENO
TRM_43_74_0384,Tramo RN-11 Panajachel (Chimaltenango - Barberena) - Ref 385,Chimaltenango,Barberena,INTERAMERICANA,24.93,36,BUENO
TRM_44_75_0385,Tramo RN-11 Panajachel (San José Poaquil - Santa Rosa de Lima) - Ref 386,San José Poaquil,Santa Rosa de Lima,PEATONAL,20.16,29,MALO
TRM_45_76_0386,Tramo RN-9 Salcajá (San Martín Jilotepeque - Casillas) - Ref 387,San Martín Jilotepeque,Casillas,INTERAMERICANA,9.29,11,REGULAR
TRM_46_77_0387,Tramo Ruta Nacional RN-1 (Comalapa - San Rafael Las Flores) - Ref 388,Comalapa,San Rafael Las Flores,PEATONAL,43.06,77,BUENO
TRM_47_78_0388,Tramo RN-15 Sacapulas (Santa Apolonia - Oratorio) - Ref 389,Santa Apolonia,Oratorio,NACIONAL_ASFALTO,48.08,102,BUENO
TRM_48_79_0389,Tramo CA-1 Occidente (Tecpán Guatemala - San Juan Tecuaco) - Ref 390,Tecpán Guatemala,San Juan Tecuaco,ACUATICA,41.01,66,MALO
TRM_49_80_0390,Tramo RN-7 Cobán-Quiché (Patzún - Chiquimulilla) - Ref 391,Patzún,Chiquimulilla,TERRACERIA,17.86,53,BUENO
TRM_50_81_0391,Tramo RN-9 Salcajá (Pochuta - Taxisco) - Ref 392,Pochuta,Taxisco,ACUATICA,43.67,141,BUENO
TRM_51_82_0392,Tramo RN-9 Salcajá (Patzicía - Santa María Ixhuatán) - Ref 393,Patzicía,Santa María Ixhuatán,PEATONAL,60.63,139,BUENO
TRM_52_83_0393,Tramo RN-11 Panajachel (Santa Cruz Balanyá - Guazacapán) - Ref 394,Santa Cruz Balanyá,Guazacapán,ACUATICA,45.11,129,BUENO
TRM_53_84_0394,Tramo CA-1 Occidente (Acatenango - Santa Cruz Naranjo) - Ref 395,Acatenango,Santa Cruz Naranjo,INTERAMERICANA,62.92,193,BUENO
TRM_54_85_0395,Tramo RN-11 Panajachel (Yepocapa - Pueblo Nuevo Viñas) - Ref 396,Yepocapa,Pueblo Nuevo Viñas,INTERAMERICANA,17.87,32,BUENO
TRM_55_86_0396,Tramo RN-7 Cobán-Quiché (San Andrés Itzapa - Nueva Santa Rosa) - Ref 397,San Andrés Itzapa,Nueva Santa Rosa,TERRACERIA,25.61,52,REGULAR
TRM_56_87_0397,Tramo RN-7 Cobán-Quiché (Parramos - Lago De Atitlan) - Ref 398,Parramos,Lago De Atitlan,TERRACERIA,70.91,195,REGULAR
TRM_57_88_0398,Tramo RN-15 Sacapulas (Zaragoza - Sololá) - Ref 399,Zaragoza,Sololá,TERRACERIA,8.35,20,BUENO
TRM_58_89_0399,Tramo CA-1 Occidente (El Tejar - San José Chacayá) - Ref 400,El Tejar,San José Chacayá,NACIONAL_ASFALTO,69.78,155,BUENO
TRM_59_90_0400,Tramo RN-9 Salcajá (Escuintla - Santa María Visitación) - Ref 401,Escuintla,Santa María Visitación,PEATONAL,65.78,196,BUENO
TRM_60_91_0401,Tramo Ruta Nacional RN-1 (Santa Lucía Cotzumalguapa - Santa Lucía Utatlán) - Ref 402,Santa Lucía Cotzumalguapa,Santa Lucía Utatlán,NACIONAL_ASFALTO,61.47,85,BUENO
TRM_61_92_0402,Tramo Ruta Nacional RN-1 (La Democracia - Nahualá) - Ref 403,La Democracia,Nahualá,PEATONAL,72.87,178,BUENO
TRM_62_93_0403,Tramo RN-15 Sacapulas (Siquinalá - Santa Catarina Ixtahuacán) - Ref 404,Siquinalá,Santa Catarina Ixtahuacán,PEATONAL,72.8,203,REGULAR
TRM_63_94_0404,Tramo RN-9 Salcajá (Masagua - Santa Clara La Laguna) - Ref 405,Masagua,Santa Clara La Laguna,NACIONAL_ASFALTO,54.33,106,BUENO
TRM_64_95_0405,Tramo RN-7 Cobán-Quiché (Tiquisate - Concepción) - Ref 406,Tiquisate,Concepción,ACUATICA,37.75,124,REGULAR
TRM_65_96_0406,Tramo RN-11 Panajachel (La Gomera - San Andrés Semetabaj) - Ref 407,La Gomera,San Andrés Semetabaj,ACUATICA,74.09,123,BUENO
TRM_66_97_0407,Tramo RN-7 Cobán-Quiché (Guanagazapa - Panajachel) - Ref 408,Guanagazapa,Panajachel,NACIONAL_ASFALTO,25.44,47,BUENO
TRM_67_98_0408,Tramo RN-11 Panajachel (San José - Santa Catarina Palopó) - Ref 409,San José,Santa Catarina Palopó,ACUATICA,51.54,66,BUENO
TRM_68_99_0409,Tramo RN-15 Sacapulas (Iztapa - San Antonio Palopó) - Ref 410,Iztapa,San Antonio Palopó,PEATONAL,14.75,32,BLOQUEADO
TRM_69_100_0410,Tramo RN-9 Salcajá (Palín - San Lucas Tolimán) - Ref 411,Palín,San Lucas Tolimán,TERRACERIA,43.91,63,BUENO
TRM_70_101_0411,Tramo RN-11 Panajachel (San Vicente Pacaya - Santa Cruz La Laguna) - Ref 412,San Vicente Pacaya,Santa Cruz La Laguna,INTERAMERICANA,29.24,45,BUENO
TRM_71_102_0412,Tramo RN-9 Salcajá (Nueva Concepción - San Pablo La Laguna) - Ref 413,Nueva Concepción,San Pablo La Laguna,NACIONAL_ASFALTO,55.05,152,REGULAR
TRM_72_103_0413,Tramo CA-1 Occidente (Sipacate - San Marcos La Laguna) - Ref 414,Sipacate,San Marcos La Laguna,ACUATICA,37.26,59,BUENO
TRM_73_104_0414,Tramo RN-11 Panajachel (Cuilapa - San Juan La Laguna) - Ref 415,Cuilapa,San Juan La Laguna,PEATONAL,13.13,32,BUENO
TRM_74_105_0415,Tramo RN-7 Cobán-Quiché (Barberena - San Pedro La Laguna) - Ref 416,Barberena,San Pedro La Laguna,INTERAMERICANA,44.52,59,REGULAR
TRM_75_106_0416,Tramo Ruta Nacional RN-1 (Santa Rosa de Lima - Santiago Atitlán) - Ref 417,Santa Rosa de Lima,Santiago Atitlán,NACIONAL_ASFALTO,8.78,24,BLOQUEADO
TRM_76_107_0417,Tramo RN-9 Salcajá (Casillas - Totonicapán) - Ref 418,Casillas,Totonicapán,PEATONAL,67.07,201,BUENO
TRM_77_108_0418,Tramo CA-1 Occidente (San Rafael Las Flores - San Cristóbal Totonicapán) - Ref 419,San Rafael Las Flores,San Cristóbal Totonicapán,PEATONAL,41.31,82,BUENO
TRM_78_109_0419,Tramo Ruta Nacional RN-1 (Oratorio - San Francisco El Alto) - Ref 420,Oratorio,San Francisco El Alto,TERRACERIA,44.92,134,BUENO
TRM_79_110_0420,Tramo RN-9 Salcajá (San Juan Tecuaco - San Andrés Xecul) - Ref 421,San Juan Tecuaco,San Andrés Xecul,ACUATICA,36.65,55,BUENO
TRM_80_111_0421,Tramo RN-15 Sacapulas (Chiquimulilla - Momostenango) - Ref 422,Chiquimulilla,Momostenango,INTERAMERICANA,13.76,46,BUENO
TRM_81_112_0422,Tramo RN-9 Salcajá (Taxisco - Santa María Chiquimula) - Ref 423,Taxisco,Santa María Chiquimula,ACUATICA,29.58,90,BUENO
TRM_82_113_0423,Tramo RN-11 Panajachel (Santa María Ixhuatán - Santa Lucía La Reforma) - Ref 424,Santa María Ixhuatán,Santa Lucía La Reforma,ACUATICA,22.92,79,BUENO
TRM_83_114_0424,Tramo Ruta Nacional RN-1 (Guazacapán - San Bartolo) - Ref 425,Guazacapán,San Bartolo,NACIONAL_ASFALTO,13.79,35,MALO
TRM_84_115_0425,Tramo RN-7 Cobán-Quiché (Santa Cruz Naranjo - Quetzaltenango) - Ref 426,Santa Cruz Naranjo,Quetzaltenango,NACIONAL_ASFALTO,59.4,173,BUENO
TRM_85_116_0426,Tramo Ruta Nacional RN-1 (Pueblo Nuevo Viñas - Salcajá) - Ref 427,Pueblo Nuevo Viñas,Salcajá,ACUATICA,11.98,39,BUENO
TRM_86_117_0427,Tramo RN-15 Sacapulas (Nueva Santa Rosa - Olintepeque) - Ref 428,Nueva Santa Rosa,Olintepeque,TERRACERIA,8.01,27,BUENO
TRM_87_118_0428,Tramo RN-15 Sacapulas (Lago De Atitlan - San Carlos Sija) - Ref 429,Lago De Atitlan,San Carlos Sija,ACUATICA,39.2,102,BUENO
TRM_88_119_0429,Tramo Ruta Nacional RN-1 (Sololá - Sibilia) - Ref 430,Sololá,Sibilia,INTERAMERICANA,67.88,223,BUENO
TRM_89_120_0430,Tramo RN-11 Panajachel (San José Chacayá - Cabricán) - Ref 431,San José Chacayá,Cabricán,NACIONAL_ASFALTO,40.29,69,BUENO
TRM_90_121_0431,Tramo RN-7 Cobán-Quiché (Santa María Visitación - Cajolá) - Ref 432,Santa María Visitación,Cajolá,TERRACERIA,59.88,130,BUENO
TRM_91_122_0432,Tramo RN-7 Cobán-Quiché (Santa Lucía Utatlán - San Miguel Sigüila) - Ref 433,Santa Lucía Utatlán,San Miguel Sigüila,NACIONAL_ASFALTO,21.39,71,BUENO
TRM_92_123_0433,Tramo RN-9 Salcajá (Nahualá - Ostuncalco) - Ref 434,Nahualá,Ostuncalco,NACIONAL_ASFALTO,55.84,155,BUENO
TRM_93_124_0434,Tramo CA-1 Occidente (Santa Catarina Ixtahuacán - San Mateo) - Ref 435,Santa Catarina Ixtahuacán,San Mateo,NACIONAL_ASFALTO,17.89,40,BUENO
TRM_94_125_0435,Tramo RN-15 Sacapulas (Santa Clara La Laguna - Concepción Chiquirichapa) - Ref 436,Santa Clara La Laguna,Concepción Chiquirichapa,ACUATICA,41.53,72,BUENO
TRM_95_126_0436,Tramo RN-11 Panajachel (Concepción - San Martín Sacatepéquez) - Ref 437,Concepción,San Martín Sacatepéquez,NACIONAL_ASFALTO,51.39,79,BLOQUEADO
TRM_96_127_0437,Tramo RN-11 Panajachel (San Andrés Semetabaj - Almolonga) - Ref 438,San Andrés Semetabaj,Almolonga,NACIONAL_ASFALTO,15.91,55,REGULAR
TRM_97_128_0438,Tramo CA-1 Occidente (Panajachel - Cantel) - Ref 439,Panajachel,Cantel,NACIONAL_ASFALTO,5.22,16,REGULAR
TRM_98_129_0439,Tramo RN-15 Sacapulas (Santa Catarina Palopó - Huitán) - Ref 440,Santa Catarina Palopó,Huitán,ACUATICA,16.58,51,BUENO
TRM_99_130_0440,Tramo CA-1 Occidente (San Antonio Palopó - Zunil) - Ref 441,San Antonio Palopó,Zunil,PEATONAL,43.43,102,BUENO
TRM_100_131_0441,Tramo Ruta Nacional RN-1 (San Lucas Tolimán - Colomba) - Ref 442,San Lucas Tolimán,Colomba,ACUATICA,72.87,153,BUENO
TRM_101_132_0442,Tramo RN-9 Salcajá (Santa Cruz La Laguna - San Francisco La Unión) - Ref 443,Santa Cruz La Laguna,San Francisco La Unión,NACIONAL_ASFALTO,19.65,32,BUENO
TRM_102_133_0443,Tramo RN-15 Sacapulas (San Pablo La Laguna - El Palmar) - Ref 444,San Pablo La Laguna,El Palmar,INTERAMERICANA,6.74,19,BUENO
TRM_103_134_0444,Tramo RN-11 Panajachel (San Marcos La Laguna - Coatepeque) - Ref 445,San Marcos La Laguna,Coatepeque,NACIONAL_ASFALTO,54.96,174,BLOQUEADO
TRM_104_135_0445,Tramo CA-1 Occidente (San Juan La Laguna - Génova) - Ref 446,San Juan La Laguna,Génova,PEATONAL,29.55,58,BUENO
TRM_105_136_0446,Tramo CA-1 Occidente (San Pedro La Laguna - Flores Costa Cuca) - Ref 447,San Pedro La Laguna,Flores Costa Cuca,INTERAMERICANA,12.39,39,BUENO
TRM_106_137_0447,Tramo CA-1 Occidente (Santiago Atitlán - La Esperanza) - Ref 448,Santiago Atitlán,La Esperanza,ACUATICA,73.22,140,BUENO
TRM_107_138_0448,Tramo Ruta Nacional RN-1 (Totonicapán - Palestina de Los Altos) - Ref 449,Totonicapán,Palestina de Los Altos,TERRACERIA,24.32,52,BUENO
TRM_108_139_0449,Tramo CA-1 Occidente (San Cristóbal Totonicapán - Mazatenango) - Ref 450,San Cristóbal Totonicapán,Mazatenango,ACUATICA,23.72,82,REGULAR
TRM_109_140_0450,Tramo RN-7 Cobán-Quiché (San Francisco El Alto - Cuyotenango) - Ref 451,San Francisco El Alto,Cuyotenango,ACUATICA,38.8,128,BUENO
TRM_110_141_0451,Tramo Ruta Nacional RN-1 (San Andrés Xecul - San Francisco Zapotitlán) - Ref 452,San Andrés Xecul,San Francisco Zapotitlán,PEATONAL,53.85,161,BUENO
TRM_111_142_0452,Tramo RN-7 Cobán-Quiché (Momostenango - San Bernardino) - Ref 453,Momostenango,San Bernardino,NACIONAL_ASFALTO,7.2,14,BUENO
TRM_112_143_0453,Tramo RN-15 Sacapulas (Santa María Chiquimula - San José El Ídolo) - Ref 454,Santa María Chiquimula,San José El Ídolo,ACUATICA,28.07,88,BUENO
TRM_113_144_0454,Tramo RN-11 Panajachel (Santa Lucía La Reforma - Santo Domingo Suchitepéquez) - Ref 455,Santa Lucía La Reforma,Santo Domingo Suchitepéquez,NACIONAL_ASFALTO,13.9,20,BUENO
TRM_114_145_0455,Tramo RN-7 Cobán-Quiché (San Bartolo - San Lorenzo) - Ref 456,San Bartolo,San Lorenzo,PEATONAL,28.88,68,BUENO
TRM_115_146_0456,Tramo Ruta Nacional RN-1 (Quetzaltenango - Samayac) - Ref 457,Quetzaltenango,Samayac,NACIONAL_ASFALTO,69.59,92,BUENO
TRM_116_147_0457,Tramo RN-7 Cobán-Quiché (Salcajá - San Pablo Jocopilas) - Ref 458,Salcajá,San Pablo Jocopilas,INTERAMERICANA,41.21,111,BLOQUEADO
TRM_117_148_0458,Tramo RN-9 Salcajá (Olintepeque - San Antonio Suchitepéquez) - Ref 459,Olintepeque,San Antonio Suchitepéquez,PEATONAL,5.72,7,MALO
TRM_118_149_0459,Tramo CA-1 Occidente (San Carlos Sija - San Miguel Panán) - Ref 460,San Carlos Sija,San Miguel Panán,PEATONAL,22.64,69,REGULAR
TRM_119_150_0460,Tramo RN-15 Sacapulas (Sibilia - San Gabriel) - Ref 461,Sibilia,San Gabriel,ACUATICA,67.44,192,BUENO
TRM_120_151_0461,Tramo RN-15 Sacapulas (Cabricán - Chicacao) - Ref 462,Cabricán,Chicacao,INTERAMERICANA,13.05,41,BUENO
TRM_121_152_0462,Tramo RN-11 Panajachel (Cajolá - Patulul) - Ref 463,Cajolá,Patulul,PEATONAL,29.35,37,BUENO
TRM_122_153_0463,Tramo CA-1 Occidente (San Miguel Sigüila - Santa Bárbara) - Ref 464,San Miguel Sigüila,Santa Bárbara,ACUATICA,47.99,121,REGULAR
TRM_123_154_0464,Tramo RN-15 Sacapulas (Ostuncalco - San Juan Bautista) - Ref 465,Ostuncalco,San Juan Bautista,INTERAMERICANA,66.73,128,BUENO
TRM_124_155_0465,Tramo RN-15 Sacapulas (San Mateo - Santo Tomás La Unión) - Ref 466,San Mateo,Santo Tomás La Unión,PEATONAL,66.54,135,BUENO
TRM_125_156_0466,Tramo RN-11 Panajachel (Concepción Chiquirichapa - Zunilito) - Ref 467,Concepción Chiquirichapa,Zunilito,NACIONAL_ASFALTO,68.82,114,BUENO
TRM_126_157_0467,Tramo Ruta Nacional RN-1 (San Martín Sacatepéquez - Pueblo Nuevo) - Ref 468,San Martín Sacatepéquez,Pueblo Nuevo,NACIONAL_ASFALTO,22.93,59,BUENO
TRM_127_158_0468,Tramo RN-7 Cobán-Quiché (Almolonga - Río Bravo) - Ref 469,Almolonga,Río Bravo,INTERAMERICANA,22.84,59,BUENO
TRM_128_159_0469,Tramo RN-15 Sacapulas (Cantel - San José La Máquina) - Ref 470,Cantel,San José La Máquina,TERRACERIA,37.78,54,BUENO
TRM_129_160_0470,Tramo RN-9 Salcajá (Huitán - Retalhuleu) - Ref 471,Huitán,Retalhuleu,ACUATICA,49.58,96,BUENO
