id_taller,codigo,nombre,representante,departamento_pcode,municipio_pcode,direccion,anio_fundacion,cantidad_miembros,contacto
284,TAL_GT1326_0283,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Barillas),Maestro Manuel Mazariegos,GT13,GT1326,"Cantón Centro, Lote 66",1975,5,+502 4323-4922
285,TAL_GT1327_0284,Asociación de Artesanos Xelaju Sop de Aguacatán,Maestro Santiago Mazariegos,GT13,GT1327,"Cantón El Carmen, Lote 6",2000,10,+502 4723-7964
286,TAL_GT1328_0285,Taller Familiar de Arte Tradicional Utatlan en San Rafael Petzal,Maestro Santiago Mazariegos,GT13,GT1328,"Cantón El Carmen, Lote 97",1977,11,+502 5392-4229
287,TAL_GT1329_0286,Cooperativa de Producción Artesanal Chup de R.L. (San Gaspar Ixchil),Maestro Santiago Tzoc,GT13,GT1329,"Cantón Centro, Lote 10",2022,26,+502 5360-4827
288,TAL_GT1330_0287,Asociación de Artesanos Cuchumatanes Patzun de Santiago Chimaltenango,Maestro Santiago Tax,GT13,GT1330,"Cantón Pachoc, Lote 10",2009,29,+502 4929-6654
289,TAL_GT1331_0288,Taller Familiar de Arte Tradicional Pacaya en Santa Ana Huista,Maestro Rosa  Fuentes,GT13,GT1331,"Cantón El Carmen, Lote 51",1982,28,+502 5483-1958
290,TAL_GT1332_0289,Cooperativa de Producción Artesanal Almolonga de R.L. (Unión Cantinil),Maestro Tomasa  Fuentes,GT13,GT1332,"Cantón El Carmen, Lote 84",2002,5,+502 5898-7856
291,TAL_GT1333_0290,Asociación de Artesanos Cholsamaj Ixchel de Petatán,Maestro Tomasa Coché,GT13,GT1333,"Cantón Centro, Lote 64",1992,45,+502 4464-1667
292,TAL_GT1401_0291,Taller Familiar de Arte Tradicional Sop en Santa Cruz del Quiché,Maestro Pedro Ixcol,GT14,GT1401,"Cantón El Carmen, Lote 87",1998,39,+502 4126-1465
293,TAL_GT1402_0292,Cooperativa de Producción Artesanal Atitlan de R.L. (Chiché),Maestro Rosa Ixcol,GT14,GT1402,"Cantón Xabajal, Lote 92",2004,18,+502 5821-1800
294,TAL_GT1403_0293,Asociación de Artesanos Chup Iximche de Chinique,Maestro Santiago Tzoc,GT14,GT1403,"Cantón El Carmen, Lote 73",1990,22,+502 4014-6062
295,TAL_GT1404_0294,Taller Familiar de Arte Tradicional Patzun en Zacualpa,Maestro Tomasa Tax,GT14,GT1404,"Cantón El Carmen, Lote 83",1976,34,+502 4018-3213
296,TAL_GT1405_0295,Cooperativa de Producción Artesanal Jaspe de R.L. (Chajul),Maestro Rosa Tzoc,GT14,GT1405,"Cantón Centro, Lote 74",2015,26,+502 4660-3307
297,TAL_GT1406_0296,Asociación de Artesanos Almolonga Hunapu de Chichicastenango,Maestro María Ixcol,GT14,GT1406,"Cantón Tzanjuyup, Lote 66",1976,5,+502 5872-3484
298,TAL_GT1407_0297,Taller Familiar de Arte Tradicional Ixchel en Patzité,Maestro Juan Ixcol,GT14,GT1407,"Cantón Pachoc, Lote 21",1971,26,+502 5373-8848
299,TAL_GT1408_0298,Cooperativa de Producción Artesanal Kiche de R.L. (San Antonio Ilotenango),Maestro Rosa  Fuentes,GT14,GT1408,"Cantón Centro, Lote 37",1975,37,+502 4682-2865
300,TAL_GT1409_0299,Asociación de Artesanos Atitlan Mam de San Pedro Jocopilas,Maestro Juan Chox,GT14,GT1409,"Cantón Xabajal, Lote 49",2006,42,+502 4600-8316
301,TAL_GT1410_0300,Taller Familiar de Arte Tradicional Iximche en Cunén,Maestro Rosa Mazariegos,GT14,GT1410,"Cantón Xabajal, Lote 68",1996,27,+502 5835-4641
302,TAL_GT1411_0301,Cooperativa de Producción Artesanal Qeqchi de R.L. (San Juan Cotzal),Maestro Santiago Tupul,GT14,GT1411,"Cantón Xabajal, Lote 68",1974,26,+502 4810-8660
303,TAL_GT1412_0302,Asociación de Artesanos Jaspe Popol de Joyabaj,Maestro Juana Ixcol,GT14,GT1412,"Cantón Tzanjuyup, Lote 10",1997,38,+502 4858-5503
304,TAL_GT1413_0303,Taller Familiar de Arte Tradicional Hunapu en Nebaj,Maestro María  Fuentes,GT14,GT1413,"Cantón El Carmen, Lote 64",1978,9,+502 5769-2757
305,TAL_GT1414_0304,Cooperativa de Producción Artesanal Xelaju de R.L. (San Andrés Sajcabajá),Maestro Tomasa Tax,GT14,GT1414,"Cantón Tzanjuyup, Lote 42",1995,30,+502 4103-8311
306,TAL_GT1415_0305,Asociación de Artesanos Kiche Utatlan de Uspantán,Maestro Rosa Chox,GT14,GT1415,"Cantón El Carmen, Lote 26",2020,12,+502 5951-5409
307,TAL_GT1416_0306,Taller Familiar de Arte Tradicional Mam en Sacapulas,Maestro María Tax,GT14,GT1416,"Cantón Tzanjuyup, Lote 25",1990,36,+502 5130-3759
308,TAL_GT1417_0307,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Bartolomé Jocotenango),Maestro Tomasa Tax,GT14,GT1417,"Cantón El Carmen, Lote 97",2021,27,+502 4461-4638
309,TAL_GT1418_0308,Asociación de Artesanos Qeqchi Pacaya de Canillá,Maestro Pedro Tax,GT14,GT1418,"Cantón Pachoc, Lote 24",1979,23,+502 5555-1843
310,TAL_GT1419_0309,Taller Familiar de Arte Tradicional Popol en Chicamán,Maestro Rosa Ixcol,GT14,GT1419,"Cantón Pachoc, Lote 85",2017,17,+502 4394-6069
311,TAL_GT1420_0310,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Ixcán),Maestro Santiago Tzoc,GT14,GT1420,"Cantón Centro, Lote 69",2004,38,+502 5756-9821
312,TAL_GT1421_0311,Asociación de Artesanos Xelaju Sop de Pachalum,Maestro Rosa Tzoc,GT14,GT1421,"Cantón Pachoc, Lote 85",2012,25,+502 4734-1980
313,TAL_GT1501_0312,Taller Familiar de Arte Tradicional Utatlan en Salamá,Maestro Santiago Tax,GT15,GT1501,"Cantón Centro, Lote 85",1995,18,+502 5412-8410
314,TAL_GT1502_0313,Cooperativa de Producción Artesanal Chup de R.L. (San Miguel Chicaj),Maestro Juana Tupul,GT15,GT1502,"Cantón Centro, Lote 68",1993,32,+502 5596-8439
315,TAL_GT1503_0314,Asociación de Artesanos Cuchumatanes Patzun de Rabinal,Maestro Santiago Coché,GT15,GT1503,"Cantón Pachoc, Lote 25",2012,17,+502 4963-5570
316,TAL_GT1504_0315,Taller Familiar de Arte Tradicional Pacaya en Cubulco,Maestro María Mazariegos,GT15,GT1504,"Cantón Centro, Lote 50",1983,17,+502 4650-4215
317,TAL_GT1505_0316,Cooperativa de Producción Artesanal Almolonga de R.L. (Granados),Maestro Santiago Coché,GT15,GT1505,"Cantón Xabajal, Lote 54",2020,42,+502 4533-5674
318,TAL_GT1506_0317,Asociación de Artesanos Cholsamaj Ixchel de El Chol,Maestro Juana Ixcol,GT15,GT1506,"Cantón Centro, Lote 30",1998,19,+502 5245-3573
319,TAL_GT1507_0318,Taller Familiar de Arte Tradicional Sop en San Jerónimo,Maestro Juan Mazariegos,GT15,GT1507,"Cantón Xabajal, Lote 29",2021,23,+502 5145-8496
320,TAL_GT1508_0319,Cooperativa de Producción Artesanal Atitlan de R.L. (Purulhá),Maestro Rosa Tupul,GT15,GT1508,"Cantón Xabajal, Lote 66",1977,39,+502 5141-7441
321,TAL_GT0401_0320,Asociación de Artesanos Chup Iximche de Chimaltenango,Maestro Juan Mazariegos,GT04,GT0401,"Cantón El Carmen, Lote 85",1983,13,+502 4017-8361
322,TAL_GT0402_0321,Taller Familiar de Arte Tradicional Patzun en San José Poaquil,Maestro Santiago Coché,GT04,GT0402,"Cantón Xabajal, Lote 41",1983,32,+502 4935-9651
323,TAL_GT0403_0322,Cooperativa de Producción Artesanal Jaspe de R.L. (San Martín Jilotepeque),Maestro María  Fuentes,GT04,GT0403,"Cantón El Carmen, Lote 99",1971,6,+502 5544-5668
324,TAL_GT0404_0323,Asociación de Artesanos Almolonga Hunapu de Comalapa,Maestro Pedro Ixcol,GT04,GT0404,"Cantón Xabajal, Lote 46",2020,36,+502 4010-5069
325,TAL_GT0405_0324,Taller Familiar de Arte Tradicional Ixchel en Santa Apolonia,Maestro Rosa Chox,GT04,GT0405,"Cantón Tzanjuyup, Lote 82",2016,23,+502 4594-1958
326,TAL_GT0406_0325,Cooperativa de Producción Artesanal Kiche de R.L. (Tecpán Guatemala),Maestro Santiago  Fuentes,GT04,GT0406,"Cantón Xabajal, Lote 83",2010,42,+502 4760-1451
327,TAL_GT0407_0326,Asociación de Artesanos Atitlan Mam de Patzún,Maestro María Chox,GT04,GT0407,"Cantón Xabajal, Lote 36",1975,22,+502 5382-1108
328,TAL_GT0408_0327,Taller Familiar de Arte Tradicional Iximche en Pochuta,Maestro María  Fuentes,GT04,GT0408,"Cantón Tzanjuyup, Lote 42",1986,25,+502 5353-7833
329,TAL_GT0409_0328,Cooperativa de Producción Artesanal Qeqchi de R.L. (Patzicía),Maestro Tomasa  Fuentes,GT04,GT0409,"Cantón Tzanjuyup, Lote 95",1998,40,+502 4088-1702
330,TAL_GT0410_0329,Asociación de Artesanos Jaspe Popol de Santa Cruz Balanyá,Maestro Pedro Tzoc,GT04,GT0410,"Cantón Pachoc, Lote 88",1989,23,+502 5444-6976
331,TAL_GT0411_0330,Taller Familiar de Arte Tradicional Hunapu en Acatenango,Maestro Pedro  Fuentes,GT04,GT0411,"Cantón Centro, Lote 24",2019,34,+502 5630-1949
332,TAL_GT0412_0331,Cooperativa de Producción Artesanal Xelaju de R.L. (Yepocapa),Maestro María Coché,GT04,GT0412,"Cantón El Carmen, Lote 100",2008,20,+502 5711-1916
333,TAL_GT0413_0332,Asociación de Artesanos Kiche Utatlan de San Andrés Itzapa,Maestro Juan Tzoc,GT04,GT0413,"Cantón El Carmen, Lote 91",1986,11,+502 5697-2429
334,TAL_GT0414_0333,Taller Familiar de Arte Tradicional Mam en Parramos,Maestro Pedro  Fuentes,GT04,GT0414,"Cantón El Carmen, Lote 37",1984,16,+502 4967-1040
335,TAL_GT0415_0334,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Zaragoza),Maestro Rosa Mazariegos,GT04,GT0415,"Cantón Pachoc, Lote 42",1981,27,+502 4590-5425
336,TAL_GT0416_0335,Asociación de Artesanos Qeqchi Pacaya de El Tejar,Maestro Rosa  Fuentes,GT04,GT0416,"Cantón El Carmen, Lote 75",2002,13,+502 4597-3480
337,TAL_GT0700_0336,Taller Familiar de Arte Tradicional Popol en Lago De Atitlan,Maestro Tomasa  Fuentes,GT07,GT0700,"Cantón Pachoc, Lote 37",1993,6,+502 5374-9546
338,TAL_GT0701_0337,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Sololá),Maestro Juana Coché,GT07,GT0701,"Cantón Centro, Lote 52",1980,5,+502 4901-1180
339,TAL_GT0702_0338,Asociación de Artesanos Xelaju Sop de San José Chacayá,Maestro Tomasa Tax,GT07,GT0702,"Cantón Xabajal, Lote 99",2012,40,+502 5684-3692
340,TAL_GT0703_0339,Taller Familiar de Arte Tradicional Utatlan en Santa María Visitación,Maestro Rosa Tupul,GT07,GT0703,"Cantón Centro, Lote 96",1970,43,+502 5306-5557
341,TAL_GT0704_0340,Cooperativa de Producción Artesanal Chup de R.L. (Santa Lucía Utatlán),Maestro Santiago Tzoc,GT07,GT0704,"Cantón Centro, Lote 54",1984,37,+502 5401-7853
342,TAL_GT0705_0341,Asociación de Artesanos Cuchumatanes Patzun de Nahualá,Maestro Santiago Tzoc,GT07,GT0705,"Cantón Pachoc, Lote 73",1977,20,+502 5405-5212
343,TAL_GT0706_0342,Taller Familiar de Arte Tradicional Pacaya en Santa Catarina Ixtahuacán,Maestro Tomasa Tupul,GT07,GT0706,"Cantón Centro, Lote 86",1989,29,+502 5027-7493
344,TAL_GT0707_0343,Cooperativa de Producción Artesanal Almolonga de R.L. (Santa Clara La Laguna),Maestro Santiago Tupul,GT07,GT0707,"Cantón Xabajal, Lote 64",2001,20,+502 5329-1148
345,TAL_GT0708_0344,Asociación de Artesanos Cholsamaj Ixchel de Concepción,Maestro Pedro Coché,GT07,GT0708,"Cantón Xabajal, Lote 9",1985,34,+502 4225-5095
346,TAL_GT0709_0345,Taller Familiar de Arte Tradicional Sop en San Andrés Semetabaj,Maestro María Tupul,GT07,GT0709,"Cantón Tzanjuyup, Lote 59",2022,9,+502 4808-4679
347,TAL_GT0710_0346,Cooperativa de Producción Artesanal Atitlan de R.L. (Panajachel),Maestro María Chox,GT07,GT0710,"Cantón Pachoc, Lote 31",1970,20,+502 5042-9154
348,TAL_GT0711_0347,Asociación de Artesanos Chup Iximche de Santa Catarina Palopó,Maestro Juana Chox,GT07,GT0711,"Cantón Xabajal, Lote 74",2009,5,+502 5086-6425
349,TAL_GT0712_0348,Taller Familiar de Arte Tradicional Patzun en San Antonio Palopó,Maestro Juana Mazariegos,GT07,GT0712,"Cantón Tzanjuyup, Lote 11",1983,37,+502 5781-9127
350,TAL_GT0713_0349,Cooperativa de Producción Artesanal Jaspe de R.L. (San Lucas Tolimán),Maestro Juana Ixcol,GT07,GT0713,"Cantón Centro, Lote 85",1988,17,+502 4291-6452
351,TAL_GT0714_0350,Asociación de Artesanos Almolonga Hunapu de Santa Cruz La Laguna,Maestro Santiago Mazariegos,GT07,GT0714,"Cantón Xabajal, Lote 72",1993,28,+502 4551-9245
352,TAL_GT0715_0351,Taller Familiar de Arte Tradicional Ixchel en San Pablo La Laguna,Maestro Juana Chox,GT07,GT0715,"Cantón Tzanjuyup, Lote 67",2011,43,+502 4375-1060
353,TAL_GT0716_0352,Cooperativa de Producción Artesanal Kiche de R.L. (San Marcos La Laguna),Maestro Manuel Tzoc,GT07,GT0716,"Cantón Pachoc, Lote 84",1970,38,+502 5825-5673
354,TAL_GT0717_0353,Asociación de Artesanos Atitlan Mam de San Juan La Laguna,Maestro Manuel Chox,GT07,GT0717,"Cantón Tzanjuyup, Lote 88",2009,20,+502 5990-1443
355,TAL_GT0718_0354,Taller Familiar de Arte Tradicional Iximche en San Pedro La Laguna,Maestro Juan Tzoc,GT07,GT0718,"Cantón Tzanjuyup, Lote 38",2000,43,+502 4374-5747
356,TAL_GT0719_0355,Cooperativa de Producción Artesanal Qeqchi de R.L. (Santiago Atitlán),Maestro Juan Tzoc,GT07,GT0719,"Cantón El Carmen, Lote 26",1972,39,+502 5595-7429
357,TAL_GT0801_0356,Asociación de Artesanos Jaspe Popol de Totonicapán,Maestro Juana Ixcol,GT08,GT0801,"Cantón Centro, Lote 69",2009,40,+502 4578-6217
358,TAL_GT0802_0357,Taller Familiar de Arte Tradicional Hunapu en San Cristóbal Totonicapán,Maestro Santiago Tupul,GT08,GT0802,"Cantón Centro, Lote 24",1981,28,+502 4303-5855
359,TAL_GT0803_0358,Cooperativa de Producción Artesanal Xelaju de R.L. (San Francisco El Alto),Maestro Manuel Ixcol,GT08,GT0803,"Cantón Pachoc, Lote 92",1996,24,+502 4391-6943
360,TAL_GT0804_0359,Asociación de Artesanos Kiche Utatlan de San Andrés Xecul,Maestro Rosa Tzoc,GT08,GT0804,"Cantón Xabajal, Lote 57",1992,41,+502 5499-1980
361,TAL_GT0805_0360,Taller Familiar de Arte Tradicional Mam en Momostenango,Maestro Manuel  Fuentes,GT08,GT0805,"Cantón Xabajal, Lote 3",1973,33,+502 5373-8560
362,TAL_GT0806_0361,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Santa María Chiquimula),Maestro Santiago Tupul,GT08,GT0806,"Cantón El Carmen, Lote 82",2020,37,+502 4503-7602
363,TAL_GT0807_0362,Asociación de Artesanos Qeqchi Pacaya de Santa Lucía La Reforma,Maestro María Ixcol,GT08,GT0807,"Cantón Pachoc, Lote 78",1980,40,+502 4259-1225
364,TAL_GT0808_0363,Taller Familiar de Arte Tradicional Popol en San Bartolo,Maestro María Coché,GT08,GT0808,"Cantón Centro, Lote 48",1993,20,+502 5951-8383
365,TAL_GT0901_0364,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Quetzaltenango),Maestro Juan Coché,GT09,GT0901,"Cantón Centro, Lote 13",1981,26,+502 5360-6012
366,TAL_GT0902_0365,Asociación de Artesanos Xelaju Sop de Salcajá,Maestro Pedro  Fuentes,GT09,GT0902,"Cantón Tzanjuyup, Lote 47",1997,6,+502 4590-6334
367,TAL_GT0903_0366,Taller Familiar de Arte Tradicional Utatlan en Olintepeque,Maestro Santiago Chox,GT09,GT0903,"Cantón Pachoc, Lote 62",2013,16,+502 4035-5997
368,TAL_GT0904_0367,Cooperativa de Producción Artesanal Chup de R.L. (San Carlos Sija),Maestro Pedro Mazariegos,GT09,GT0904,"Cantón El Carmen, Lote 64",1996,24,+502 4798-5212
369,TAL_GT0905_0368,Asociación de Artesanos Cuchumatanes Patzun de Sibilia,Maestro Rosa Tax,GT09,GT0905,"Cantón Pachoc, Lote 56",2007,34,+502 4630-2074
370,TAL_GT0906_0369,Taller Familiar de Arte Tradicional Pacaya en Cabricán,Maestro María Chox,GT09,GT0906,"Cantón El Carmen, Lote 37",2006,27,+502 5341-4916
371,TAL_GT0907_0370,Cooperativa de Producción Artesanal Almolonga de R.L. (Cajolá),Maestro Juana Chox,GT09,GT0907,"Cantón Pachoc, Lote 29",1977,23,+502 4071-1253
372,TAL_GT0908_0371,Asociación de Artesanos Cholsamaj Ixchel de San Miguel Sigüila,Maestro Manuel Tzoc,GT09,GT0908,"Cantón Pachoc, Lote 17",2018,16,+502 4828-2948
373,TAL_GT0909_0372,Taller Familiar de Arte Tradicional Sop en Ostuncalco,Maestro Santiago Tupul,GT09,GT0909,"Cantón El Carmen, Lote 66",1998,44,+502 4126-9407
374,TAL_GT0910_0373,Cooperativa de Producción Artesanal Atitlan de R.L. (San Mateo),Maestro Tomasa Tzoc,GT09,GT0910,"Cantón Centro, Lote 57",2012,23,+502 5803-1338
375,TAL_GT0911_0374,Asociación de Artesanos Chup Iximche de Concepción Chiquirichapa,Maestro Rosa Ixcol,GT09,GT0911,"Cantón Xabajal, Lote 74",2000,37,+502 5971-1280
376,TAL_GT0912_0375,Taller Familiar de Arte Tradicional Patzun en San Martín Sacatepéquez,Maestro Juan Tupul,GT09,GT0912,"Cantón El Carmen, Lote 10",1972,17,+502 5454-9716
377,TAL_GT0913_0376,Cooperativa de Producción Artesanal Jaspe de R.L. (Almolonga),Maestro Juan Tupul,GT09,GT0913,"Cantón Pachoc, Lote 81",2009,28,+502 5637-1812
378,TAL_GT0914_0377,Asociación de Artesanos Almolonga Hunapu de Cantel,Maestro María Mazariegos,GT09,GT0914,"Cantón Pachoc, Lote 62",2016,25,+502 4413-5436
379,TAL_GT0915_0378,Taller Familiar de Arte Tradicional Ixchel en Huitán,Maestro Pedro  Fuentes,GT09,GT0915,"Cantón Pachoc, Lote 18",2001,27,+502 5109-6505
380,TAL_GT0916_0379,Cooperativa de Producción Artesanal Kiche de R.L. (Zunil),Maestro Juana Tupul,GT09,GT0916,"Cantón Pachoc, Lote 36",2012,19,+502 4418-4709
381,TAL_GT0917_0380,Asociación de Artesanos Atitlan Mam de Colomba,Maestro Rosa Mazariegos,GT09,GT0917,"Cantón Xabajal, Lote 39",1972,21,+502 5396-8618
382,TAL_GT0918_0381,Taller Familiar de Arte Tradicional Iximche en San Francisco La Unión,Maestro Rosa Tax,GT09,GT0918,"Cantón Pachoc, Lote 13",2007,13,+502 5532-3007
383,TAL_GT0919_0382,Cooperativa de Producción Artesanal Qeqchi de R.L. (El Palmar),Maestro Rosa Tupul,GT09,GT0919,"Cantón Tzanjuyup, Lote 74",1982,27,+502 5550-8125
384,TAL_GT0920_0383,Asociación de Artesanos Jaspe Popol de Coatepeque,Maestro Tomasa Coché,GT09,GT0920,"Cantón El Carmen, Lote 30",1985,33,+502 4702-9028
385,TAL_GT0921_0384,Taller Familiar de Arte Tradicional Hunapu en Génova,Maestro María Coché,GT09,GT0921,"Cantón Centro, Lote 95",1995,20,+502 5707-4455
386,TAL_GT0922_0385,Cooperativa de Producción Artesanal Xelaju de R.L. (Flores Costa Cuca),Maestro Juana Ixcol,GT09,GT0922,"Cantón El Carmen, Lote 41",1973,12,+502 5028-7875
387,TAL_GT0923_0386,Asociación de Artesanos Kiche Utatlan de La Esperanza,Maestro Rosa Tax,GT09,GT0923,"Cantón Tzanjuyup, Lote 71",1990,28,+502 5818-9375
388,TAL_GT0924_0387,Taller Familiar de Arte Tradicional Mam en Palestina de Los Altos,Maestro Manuel  Fuentes,GT09,GT0924,"Cantón Xabajal, Lote 66",1974,33,+502 4227-9383
389,TAL_GT1201_0388,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Marcos),Maestro Santiago Tax,GT12,GT1201,"Cantón Pachoc, Lote 19",1978,17,+502 5843-4641
390,TAL_GT1202_0389,Asociación de Artesanos Qeqchi Pacaya de San Pedro Sacatepéquez,Maestro Pedro Tax,GT12,GT1202,"Cantón Centro, Lote 29",1972,16,+502 5035-1109
391,TAL_GT1203_0390,Taller Familiar de Arte Tradicional Popol en San Antonio Sacatepéquez,Maestro María Coché,GT12,GT1203,"Cantón Tzanjuyup, Lote 25",2020,43,+502 5359-7407
392,TAL_GT1204_0391,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Comitancillo),Maestro Pedro Chox,GT12,GT1204,"Cantón Xabajal, Lote 97",2014,12,+502 5640-7119
393,TAL_GT1205_0392,Asociación de Artesanos Xelaju Sop de San Miguel Ixtahuacán,Maestro Manuel Ixcol,GT12,GT1205,"Cantón El Carmen, Lote 92",2018,42,+502 5828-4533
394,TAL_GT1206_0393,Taller Familiar de Arte Tradicional Utatlan en Concepción Tutuapa,Maestro Juan Chox,GT12,GT1206,"Cantón Xabajal, Lote 20",1993,22,+502 4275-1923
395,TAL_GT1207_0394,Cooperativa de Producción Artesanal Chup de R.L. (Tacaná),Maestro Manuel Ixcol,GT12,GT1207,"Cantón Centro, Lote 19",1985,30,+502 5109-9133
396,TAL_GT1208_0395,Asociación de Artesanos Cuchumatanes Patzun de Sibinal,Maestro Santiago Tzoc,GT12,GT1208,"Cantón Xabajal, Lote 25",1995,43,+502 5214-1722
397,TAL_GT1209_0396,Taller Familiar de Arte Tradicional Pacaya en Tajumulco,Maestro Juan Chox,GT12,GT1209,"Cantón Tzanjuyup, Lote 32",2020,19,+502 4611-2429
398,TAL_GT1210_0397,Cooperativa de Producción Artesanal Almolonga de R.L. (Tejutla),Maestro María Tupul,GT12,GT1210,"Cantón Xabajal, Lote 69",2017,44,+502 5185-6872
399,TAL_GT1211_0398,Asociación de Artesanos Cholsamaj Ixchel de San Rafael Pie de la Cuesta,Maestro Pedro Mazariegos,GT12,GT1211,"Cantón Xabajal, Lote 67",1996,39,+502 5054-7105
400,TAL_GT1212_0399,Taller Familiar de Arte Tradicional Sop en Nuevo Progreso,Maestro Rosa Tupul,GT12,GT1212,"Cantón Xabajal, Lote 5",1982,40,+502 4256-2856
401,TAL_GT1213_0400,Cooperativa de Producción Artesanal Atitlan de R.L. (El Tumbador),Maestro Juan Tupul,GT12,GT1213,"Cantón Tzanjuyup, Lote 55",2003,29,+502 4528-2821
402,TAL_GT1214_0401,Asociación de Artesanos Chup Iximche de El Rodeo,Maestro Juana Ixcol,GT12,GT1214,"Cantón Xabajal, Lote 34",2022,18,+502 5577-8873
403,TAL_GT1215_0402,Taller Familiar de Arte Tradicional Patzun en Malacatán,Maestro Juan Chox,GT12,GT1215,"Cantón Tzanjuyup, Lote 2",1999,5,+502 4966-9071
404,TAL_GT1216_0403,Cooperativa de Producción Artesanal Jaspe de R.L. (Catarina),Maestro Pedro  Fuentes,GT12,GT1216,"Cantón Tzanjuyup, Lote 71",2004,32,+502 4797-1399
405,TAL_GT1217_0404,Asociación de Artesanos Almolonga Hunapu de Ayutla,Maestro Santiago Chox,GT12,GT1217,"Cantón Xabajal, Lote 44",2018,10,+502 4407-4355
406,TAL_GT1218_0405,Taller Familiar de Arte Tradicional Ixchel en Ocós,Maestro Pedro Chox,GT12,GT1218,"Cantón Pachoc, Lote 65",2006,33,+502 5755-9041
407,TAL_GT1219_0406,Cooperativa de Producción Artesanal Kiche de R.L. (San Pablo),Maestro Pedro Ixcol,GT12,GT1219,"Cantón El Carmen, Lote 78",1979,22,+502 5351-3459
408,TAL_GT1220_0407,Asociación de Artesanos Atitlan Mam de El Quetzal,Maestro Juana Tax,GT12,GT1220,"Cantón Centro, Lote 9",1996,19,+502 5973-1144
409,TAL_GT1221_0408,Taller Familiar de Arte Tradicional Iximche en La Reforma,Maestro Rosa Mazariegos,GT12,GT1221,"Cantón Pachoc, Lote 78",1997,12,+502 5678-7491
410,TAL_GT1222_0409,Cooperativa de Producción Artesanal Qeqchi de R.L. (Pajapita),Maestro Pedro Tax,GT12,GT1222,"Cantón Tzanjuyup, Lote 68",1984,9,+502 4069-9666
411,TAL_GT1223_0410,Asociación de Artesanos Jaspe Popol de Ixchiguán,Maestro Juana Tupul,GT12,GT1223,"Cantón Centro, Lote 97",2015,25,+502 4019-5355
412,TAL_GT1224_0411,Taller Familiar de Arte Tradicional Hunapu en San José Ojetenam,Maestro María Coché,GT12,GT1224,"Cantón Pachoc, Lote 73",1997,33,+502 5232-5978
413,TAL_GT1225_0412,Cooperativa de Producción Artesanal Xelaju de R.L. (San Cristóbal Cucho),Maestro María Ixcol,GT12,GT1225,"Cantón Tzanjuyup, Lote 75",1985,24,+502 5331-2387
414,TAL_GT1226_0413,Asociación de Artesanos Kiche Utatlan de Sipacapa,Maestro Pedro Coché,GT12,GT1226,"Cantón Pachoc, Lote 83",1979,41,+502 5821-5349
415,TAL_GT1227_0414,Taller Familiar de Arte Tradicional Mam en Esquipulas Palo Gordo,Maestro Manuel Coché,GT12,GT1227,"Cantón Centro, Lote 46",1987,44,+502 4684-9169
416,TAL_GT1228_0415,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Río Blanco),Maestro Pedro Tzoc,GT12,GT1228,"Cantón Centro, Lote 58",2003,10,+502 4837-5436
417,TAL_GT1229_0416,Asociación de Artesanos Qeqchi Pacaya de San Lorenzo,Maestro Manuel Tupul,GT12,GT1229,"Cantón El Carmen, Lote 45",1992,30,+502 4978-7251
418,TAL_GT1230_0417,Taller Familiar de Arte Tradicional Popol en La Blanca,Maestro Juana  Fuentes,GT12,GT1230,"Cantón Centro, Lote 11",2017,23,+502 4029-1740
419,TAL_GT1301_0418,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Huehuetenango),Maestro Pedro Tupul,GT13,GT1301,"Cantón Pachoc, Lote 25",2001,6,+502 4239-4088
420,TAL_GT1302_0419,Asociación de Artesanos Xelaju Sop de Chiantla,Maestro Rosa Coché,GT13,GT1302,"Cantón Pachoc, Lote 64",1970,43,+502 4463-9651
421,TAL_GT1303_0420,Taller Familiar de Arte Tradicional Utatlan en Malacatancito,Maestro Rosa Tupul,GT13,GT1303,"Cantón Centro, Lote 76",2019,8,+502 4407-3310
422,TAL_GT1304_0421,Cooperativa de Producción Artesanal Chup de R.L. (Cuilco),Maestro Rosa Coché,GT13,GT1304,"Cantón El Carmen, Lote 14",2013,29,+502 5599-9628
423,TAL_GT1305_0422,Asociación de Artesanos Cuchumatanes Patzun de Nentón,Maestro Pedro Coché,GT13,GT1305,"Cantón Tzanjuyup, Lote 38",2017,13,+502 5741-5935
424,TAL_GT1306_0423,Taller Familiar de Arte Tradicional Pacaya en San Pedro Necta,Maestro Juan Coché,GT13,GT1306,"Cantón Pachoc, Lote 79",1985,34,+502 4801-5787
425,TAL_GT1307_0424,Cooperativa de Producción Artesanal Almolonga de R.L. (Jacaltenango),Maestro Juan Mazariegos,GT13,GT1307,"Cantón El Carmen, Lote 94",1992,10,+502 4080-5677
