id_tecnica,codigo,nombre,origen_historico,descripcion
507,JADE_PULIDO_GT0912,Pulido de Jade de San Martín Sacatepéquez,Técnica heredada de generación en generación en San Martín Sacatepéquez.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Martín Sacatepéquez.
508,AFINACION_ACUSTICA_GT0912,Afinación Acústica de Teclados de San Martín Sacatepéquez,Técnica heredada de generación en generación en San Martín Sacatepéquez.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Martín Sacatepéquez.
509,PINTURA_PRIMITIVA_GT0912,Pintura Primitivista de San Martín Sacatepéquez,Técnica heredada de generación en generación en San Martín Sacatepéquez.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Martín Sacatepéquez.
510,TEJIDO_MIMBRE_GT0912,Tejido en Fibras de Mimbre de San Martín Sacatepéquez,Técnica heredada de generación en generación en San Martín Sacatepéquez.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Martín Sacatepéquez.
511,TELAR_CINTURA_GT0913,Telar de Cintura de Almolonga,Técnica heredada de generación en generación en Almolonga.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Almolonga.
512,TELAR_PIE_GT0913,Telar de Pie de Almolonga,Técnica heredada de generación en generación en Almolonga.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Almolonga.
513,JASPEADO_HILO_GT0913,Jaspeado de Hilos de Almolonga,Técnica heredada de generación en generación en Almolonga.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Almolonga.
514,BARRO_MODELADO_GT0913,Barro Modelado a Mano de Almolonga,Técnica heredada de generación en generación en Almolonga.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Almolonga."
515,BARRO_TORNO_GT0913,Barro en Torno de Almolonga,Técnica heredada de generación en generación en Almolonga.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Almolonga.
516,TALLADO_CEDRO_GT0913,Tallado en Madera de Cedro de Almolonga,Técnica heredada de generación en generación en Almolonga.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Almolonga.
517,JADE_PULIDO_GT0913,Pulido de Jade de Almolonga,Técnica heredada de generación en generación en Almolonga.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Almolonga.
518,AFINACION_ACUSTICA_GT0913,Afinación Acústica de Teclados de Almolonga,Técnica heredada de generación en generación en Almolonga.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Almolonga.
519,PINTURA_PRIMITIVA_GT0913,Pintura Primitivista de Almolonga,Técnica heredada de generación en generación en Almolonga.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Almolonga.
520,TEJIDO_MIMBRE_GT0913,Tejido en Fibras de Mimbre de Almolonga,Técnica heredada de generación en generación en Almolonga.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Almolonga.
521,TELAR_CINTURA_GT0914,Telar de Cintura de Cantel,Técnica heredada de generación en generación en Cantel.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Cantel.
522,TELAR_PIE_GT0914,Telar de Pie de Cantel,Técnica heredada de generación en generación en Cantel.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Cantel.
523,JASPEADO_HILO_GT0914,Jaspeado de Hilos de Cantel,Técnica heredada de generación en generación en Cantel.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Cantel.
524,BARRO_MODELADO_GT0914,Barro Modelado a Mano de Cantel,Técnica heredada de generación en generación en Cantel.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Cantel."
525,BARRO_TORNO_GT0914,Barro en Torno de Cantel,Técnica heredada de generación en generación en Cantel.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Cantel.
526,TALLADO_CEDRO_GT0914,Tallado en Madera de Cedro de Cantel,Técnica heredada de generación en generación en Cantel.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Cantel.
527,JADE_PULIDO_GT0914,Pulido de Jade de Cantel,Técnica heredada de generación en generación en Cantel.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Cantel.
528,AFINACION_ACUSTICA_GT0914,Afinación Acústica de Teclados de Cantel,Técnica heredada de generación en generación en Cantel.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Cantel.
529,PINTURA_PRIMITIVA_GT0914,Pintura Primitivista de Cantel,Técnica heredada de generación en generación en Cantel.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Cantel.
530,TEJIDO_MIMBRE_GT0914,Tejido en Fibras de Mimbre de Cantel,Técnica heredada de generación en generación en Cantel.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Cantel.
531,TELAR_CINTURA_GT0915,Telar de Cintura de Huitán,Técnica heredada de generación en generación en Huitán.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Huitán.
532,TELAR_PIE_GT0915,Telar de Pie de Huitán,Técnica heredada de generación en generación en Huitán.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Huitán.
533,JASPEADO_HILO_GT0915,Jaspeado de Hilos de Huitán,Técnica heredada de generación en generación en Huitán.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Huitán.
534,BARRO_MODELADO_GT0915,Barro Modelado a Mano de Huitán,Técnica heredada de generación en generación en Huitán.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Huitán."
535,BARRO_TORNO_GT0915,Barro en Torno de Huitán,Técnica heredada de generación en generación en Huitán.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Huitán.
536,TALLADO_CEDRO_GT0915,Tallado en Madera de Cedro de Huitán,Técnica heredada de generación en generación en Huitán.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Huitán.
537,JADE_PULIDO_GT0915,Pulido de Jade de Huitán,Técnica heredada de generación en generación en Huitán.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Huitán.
538,AFINACION_ACUSTICA_GT0915,Afinación Acústica de Teclados de Huitán,Técnica heredada de generación en generación en Huitán.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Huitán.
539,PINTURA_PRIMITIVA_GT0915,Pintura Primitivista de Huitán,Técnica heredada de generación en generación en Huitán.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Huitán.
540,TEJIDO_MIMBRE_GT0915,Tejido en Fibras de Mimbre de Huitán,Técnica heredada de generación en generación en Huitán.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Huitán.
541,TELAR_CINTURA_GT0916,Telar de Cintura de Zunil,Técnica heredada de generación en generación en Zunil.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Zunil.
542,TELAR_PIE_GT0916,Telar de Pie de Zunil,Técnica heredada de generación en generación en Zunil.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Zunil.
543,JASPEADO_HILO_GT0916,Jaspeado de Hilos de Zunil,Técnica heredada de generación en generación en Zunil.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Zunil.
544,BARRO_MODELADO_GT0916,Barro Modelado a Mano de Zunil,Técnica heredada de generación en generación en Zunil.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Zunil."
545,BARRO_TORNO_GT0916,Barro en Torno de Zunil,Técnica heredada de generación en generación en Zunil.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Zunil.
546,TALLADO_CEDRO_GT0916,Tallado en Madera de Cedro de Zunil,Técnica heredada de generación en generación en Zunil.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Zunil.
547,JADE_PULIDO_GT0916,Pulido de Jade de Zunil,Técnica heredada de generación en generación en Zunil.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Zunil.
548,AFINACION_ACUSTICA_GT0916,Afinación Acústica de Teclados de Zunil,Técnica heredada de generación en generación en Zunil.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Zunil.
549,PINTURA_PRIMITIVA_GT0916,Pintura Primitivista de Zunil,Técnica heredada de generación en generación en Zunil.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Zunil.
550,TEJIDO_MIMBRE_GT0916,Tejido en Fibras de Mimbre de Zunil,Técnica heredada de generación en generación en Zunil.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Zunil.
551,TELAR_CINTURA_GT0917,Telar de Cintura de Colomba,Técnica heredada de generación en generación en Colomba.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Colomba.
552,TELAR_PIE_GT0917,Telar de Pie de Colomba,Técnica heredada de generación en generación en Colomba.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Colomba.
553,JASPEADO_HILO_GT0917,Jaspeado de Hilos de Colomba,Técnica heredada de generación en generación en Colomba.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Colomba.
554,BARRO_MODELADO_GT0917,Barro Modelado a Mano de Colomba,Técnica heredada de generación en generación en Colomba.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Colomba."
555,BARRO_TORNO_GT0917,Barro en Torno de Colomba,Técnica heredada de generación en generación en Colomba.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Colomba.
556,TALLADO_CEDRO_GT0917,Tallado en Madera de Cedro de Colomba,Técnica heredada de generación en generación en Colomba.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Colomba.
557,JADE_PULIDO_GT0917,Pulido de Jade de Colomba,Técnica heredada de generación en generación en Colomba.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Colomba.
558,AFINACION_ACUSTICA_GT0917,Afinación Acústica de Teclados de Colomba,Técnica heredada de generación en generación en Colomba.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Colomba.
559,PINTURA_PRIMITIVA_GT0917,Pintura Primitivista de Colomba,Técnica heredada de generación en generación en Colomba.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Colomba.
560,TEJIDO_MIMBRE_GT0917,Tejido en Fibras de Mimbre de Colomba,Técnica heredada de generación en generación en Colomba.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Colomba.
561,TELAR_CINTURA_GT0918,Telar de Cintura de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Francisco La Unión.
562,TELAR_PIE_GT0918,Telar de Pie de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Francisco La Unión.
563,JASPEADO_HILO_GT0918,Jaspeado de Hilos de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Francisco La Unión.
564,BARRO_MODELADO_GT0918,Barro Modelado a Mano de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Francisco La Unión."
565,BARRO_TORNO_GT0918,Barro en Torno de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Francisco La Unión.
566,TALLADO_CEDRO_GT0918,Tallado en Madera de Cedro de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Francisco La Unión.
567,JADE_PULIDO_GT0918,Pulido de Jade de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Francisco La Unión.
568,AFINACION_ACUSTICA_GT0918,Afinación Acústica de Teclados de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Francisco La Unión.
569,PINTURA_PRIMITIVA_GT0918,Pintura Primitivista de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Francisco La Unión.
570,TEJIDO_MIMBRE_GT0918,Tejido en Fibras de Mimbre de San Francisco La Unión,Técnica heredada de generación en generación en San Francisco La Unión.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Francisco La Unión.
571,TELAR_CINTURA_GT0919,Telar de Cintura de El Palmar,Técnica heredada de generación en generación en El Palmar.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en El Palmar.
572,TELAR_PIE_GT0919,Telar de Pie de El Palmar,Técnica heredada de generación en generación en El Palmar.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en El Palmar.
573,JASPEADO_HILO_GT0919,Jaspeado de Hilos de El Palmar,Técnica heredada de generación en generación en El Palmar.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en El Palmar.
574,BARRO_MODELADO_GT0919,Barro Modelado a Mano de El Palmar,Técnica heredada de generación en generación en El Palmar.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en El Palmar."
575,BARRO_TORNO_GT0919,Barro en Torno de El Palmar,Técnica heredada de generación en generación en El Palmar.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en El Palmar.
576,TALLADO_CEDRO_GT0919,Tallado en Madera de Cedro de El Palmar,Técnica heredada de generación en generación en El Palmar.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en El Palmar.
577,JADE_PULIDO_GT0919,Pulido de Jade de El Palmar,Técnica heredada de generación en generación en El Palmar.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en El Palmar.
578,AFINACION_ACUSTICA_GT0919,Afinación Acústica de Teclados de El Palmar,Técnica heredada de generación en generación en El Palmar.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en El Palmar.
579,PINTURA_PRIMITIVA_GT0919,Pintura Primitivista de El Palmar,Técnica heredada de generación en generación en El Palmar.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en El Palmar.
580,TEJIDO_MIMBRE_GT0919,Tejido en Fibras de Mimbre de El Palmar,Técnica heredada de generación en generación en El Palmar.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en El Palmar.
581,TELAR_CINTURA_GT0920,Telar de Cintura de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Coatepeque.
582,TELAR_PIE_GT0920,Telar de Pie de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Coatepeque.
583,JASPEADO_HILO_GT0920,Jaspeado de Hilos de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Coatepeque.
584,BARRO_MODELADO_GT0920,Barro Modelado a Mano de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Coatepeque."
585,BARRO_TORNO_GT0920,Barro en Torno de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Coatepeque.
586,TALLADO_CEDRO_GT0920,Tallado en Madera de Cedro de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Coatepeque.
587,JADE_PULIDO_GT0920,Pulido de Jade de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Coatepeque.
588,AFINACION_ACUSTICA_GT0920,Afinación Acústica de Teclados de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Coatepeque.
589,PINTURA_PRIMITIVA_GT0920,Pintura Primitivista de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Coatepeque.
590,TEJIDO_MIMBRE_GT0920,Tejido en Fibras de Mimbre de Coatepeque,Técnica heredada de generación en generación en Coatepeque.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Coatepeque.
591,TELAR_CINTURA_GT0921,Telar de Cintura de Génova,Técnica heredada de generación en generación en Génova.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Génova.
592,TELAR_PIE_GT0921,Telar de Pie de Génova,Técnica heredada de generación en generación en Génova.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Génova.
593,JASPEADO_HILO_GT0921,Jaspeado de Hilos de Génova,Técnica heredada de generación en generación en Génova.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Génova.
594,BARRO_MODELADO_GT0921,Barro Modelado a Mano de Génova,Técnica heredada de generación en generación en Génova.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Génova."
595,BARRO_TORNO_GT0921,Barro en Torno de Génova,Técnica heredada de generación en generación en Génova.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Génova.
596,TALLADO_CEDRO_GT0921,Tallado en Madera de Cedro de Génova,Técnica heredada de generación en generación en Génova.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Génova.
597,JADE_PULIDO_GT0921,Pulido de Jade de Génova,Técnica heredada de generación en generación en Génova.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Génova.
598,AFINACION_ACUSTICA_GT0921,Afinación Acústica de Teclados de Génova,Técnica heredada de generación en generación en Génova.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Génova.
599,PINTURA_PRIMITIVA_GT0921,Pintura Primitivista de Génova,Técnica heredada de generación en generación en Génova.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Génova.
600,TEJIDO_MIMBRE_GT0921,Tejido en Fibras de Mimbre de Génova,Técnica heredada de generación en generación en Génova.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Génova.
601,TELAR_CINTURA_GT0922,Telar de Cintura de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Flores Costa Cuca.
602,TELAR_PIE_GT0922,Telar de Pie de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Flores Costa Cuca.
603,JASPEADO_HILO_GT0922,Jaspeado de Hilos de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Flores Costa Cuca.
604,BARRO_MODELADO_GT0922,Barro Modelado a Mano de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Flores Costa Cuca."
605,BARRO_TORNO_GT0922,Barro en Torno de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Flores Costa Cuca.
606,TALLADO_CEDRO_GT0922,Tallado en Madera de Cedro de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Flores Costa Cuca.
607,JADE_PULIDO_GT0922,Pulido de Jade de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Flores Costa Cuca.
608,AFINACION_ACUSTICA_GT0922,Afinación Acústica de Teclados de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Flores Costa Cuca.
609,PINTURA_PRIMITIVA_GT0922,Pintura Primitivista de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Flores Costa Cuca.
610,TEJIDO_MIMBRE_GT0922,Tejido en Fibras de Mimbre de Flores Costa Cuca,Técnica heredada de generación en generación en Flores Costa Cuca.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Flores Costa Cuca.
611,TELAR_CINTURA_GT0923,Telar de Cintura de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en La Esperanza.
612,TELAR_PIE_GT0923,Telar de Pie de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en La Esperanza.
613,JASPEADO_HILO_GT0923,Jaspeado de Hilos de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en La Esperanza.
614,BARRO_MODELADO_GT0923,Barro Modelado a Mano de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en La Esperanza."
615,BARRO_TORNO_GT0923,Barro en Torno de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en La Esperanza.
616,TALLADO_CEDRO_GT0923,Tallado en Madera de Cedro de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en La Esperanza.
617,JADE_PULIDO_GT0923,Pulido de Jade de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en La Esperanza.
618,AFINACION_ACUSTICA_GT0923,Afinación Acústica de Teclados de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en La Esperanza.
619,PINTURA_PRIMITIVA_GT0923,Pintura Primitivista de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en La Esperanza.
620,TEJIDO_MIMBRE_GT0923,Tejido en Fibras de Mimbre de La Esperanza,Técnica heredada de generación en generación en La Esperanza.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en La Esperanza.
621,TELAR_CINTURA_GT0924,Telar de Cintura de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Palestina de Los Altos.
622,TELAR_PIE_GT0924,Telar de Pie de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Palestina de Los Altos.
623,JASPEADO_HILO_GT0924,Jaspeado de Hilos de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Palestina de Los Altos.
624,BARRO_MODELADO_GT0924,Barro Modelado a Mano de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Palestina de Los Altos."
625,BARRO_TORNO_GT0924,Barro en Torno de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Palestina de Los Altos.
626,TALLADO_CEDRO_GT0924,Tallado en Madera de Cedro de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Palestina de Los Altos.
627,JADE_PULIDO_GT0924,Pulido de Jade de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Palestina de Los Altos.
628,AFINACION_ACUSTICA_GT0924,Afinación Acústica de Teclados de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Palestina de Los Altos.
629,PINTURA_PRIMITIVA_GT0924,Pintura Primitivista de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Palestina de Los Altos.
630,TEJIDO_MIMBRE_GT0924,Tejido en Fibras de Mimbre de Palestina de Los Altos,Técnica heredada de generación en generación en Palestina de Los Altos.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Palestina de Los Altos.
631,TELAR_CINTURA_GT1201,Telar de Cintura de San Marcos,Técnica heredada de generación en generación en San Marcos.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Marcos.
632,TELAR_PIE_GT1201,Telar de Pie de San Marcos,Técnica heredada de generación en generación en San Marcos.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Marcos.
633,JASPEADO_HILO_GT1201,Jaspeado de Hilos de San Marcos,Técnica heredada de generación en generación en San Marcos.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Marcos.
634,BARRO_MODELADO_GT1201,Barro Modelado a Mano de San Marcos,Técnica heredada de generación en generación en San Marcos.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Marcos."
635,BARRO_TORNO_GT1201,Barro en Torno de San Marcos,Técnica heredada de generación en generación en San Marcos.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Marcos.
636,TALLADO_CEDRO_GT1201,Tallado en Madera de Cedro de San Marcos,Técnica heredada de generación en generación en San Marcos.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Marcos.
