id_evento,codigo,nombre,fecha_inicio,fecha_fin,departamento_pcode,municipio_pcode,lugar_detallado,organizador
513,EVT_GT0716_0512,Encuentro Regional de Pintores en San Marcos La Laguna - Edición 2021 - Ref 513,2021-11-12,2021-11-15,GT07,GT0716,Plaza Central de San Marcos La Laguna,Municipalidad de San Marcos La Laguna y Comité de Cultura
514,EVT_GT0717_0513,Festival Nacional de la Marimba en San Juan La Laguna - Edición 2023 - Ref 514,2023-11-12,2023-11-15,GT07,GT0717,Plaza Central de San Juan La Laguna,Municipalidad de San Juan La Laguna y Comité de Cultura
515,EVT_GT0718_0514,Exposición Colectiva de Escultura en San Pedro La Laguna - Edición 2025 - Ref 515,2025-11-12,2025-11-15,GT07,GT0718,Plaza Central de San Pedro La Laguna,Municipalidad de San Pedro La Laguna y Comité de Cultura
516,EVT_GT0719_0515,Feria de la Artesanía Tradicional en Santiago Atitlán - Edición 2022 - Ref 516,2022-11-12,2022-11-15,GT07,GT0719,Plaza Central de Santiago Atitlán,Municipalidad de Santiago Atitlán y Comité de Cultura
517,EVT_GT0801_0516,Festival del Tejido Maya y Jaspe en Totonicapán - Edición 2025 - Ref 517,2025-11-12,2025-11-15,GT08,GT0801,Plaza Central de Totonicapán,Municipalidad de Totonicapán y Comité de Cultura
518,EVT_GT0802_0517,Encuentro Regional de Pintores en San Cristóbal Totonicapán - Edición 2021 - Ref 518,2021-11-12,2021-11-15,GT08,GT0802,Plaza Central de San Cristóbal Totonicapán,Municipalidad de San Cristóbal Totonicapán y Comité de Cultura
519,EVT_GT0803_0518,Festival Nacional de la Marimba en San Francisco El Alto - Edición 2020 - Ref 519,2020-11-12,2020-11-15,GT08,GT0803,Plaza Central de San Francisco El Alto,Municipalidad de San Francisco El Alto y Comité de Cultura
520,EVT_GT0804_0519,Exposición Colectiva de Escultura en San Andrés Xecul - Edición 2020 - Ref 520,2020-11-12,2020-11-15,GT08,GT0804,Plaza Central de San Andrés Xecul,Municipalidad de San Andrés Xecul y Comité de Cultura
521,EVT_GT0805_0520,Feria de la Artesanía Tradicional en Momostenango - Edición 2024 - Ref 521,2024-11-12,2024-11-15,GT08,GT0805,Plaza Central de Momostenango,Municipalidad de Momostenango y Comité de Cultura
522,EVT_GT0806_0521,Festival del Tejido Maya y Jaspe en Santa María Chiquimula - Edición 2018 - Ref 522,2018-11-12,2018-11-15,GT08,GT0806,Plaza Central de Santa María Chiquimula,Municipalidad de Santa María Chiquimula y Comité de Cultura
523,EVT_GT0807_0522,Encuentro Regional de Pintores en Santa Lucía La Reforma - Edición 2023 - Ref 523,2023-11-12,2023-11-15,GT08,GT0807,Plaza Central de Santa Lucía La Reforma,Municipalidad de Santa Lucía La Reforma y Comité de Cultura
524,EVT_GT0808_0523,Festival Nacional de la Marimba en San Bartolo - Edición 2018 - Ref 524,2018-11-12,2018-11-15,GT08,GT0808,Plaza Central de San Bartolo,Municipalidad de San Bartolo y Comité de Cultura
525,EVT_GT0901_0524,Exposición Colectiva de Escultura en Quetzaltenango - Edición 2018 - Ref 525,2018-11-12,2018-11-15,GT09,GT0901,Plaza Central de Quetzaltenango,Municipalidad de Quetzaltenango y Comité de Cultura
526,EVT_GT0902_0525,Feria de la Artesanía Tradicional en Salcajá - Edición 2022 - Ref 526,2022-11-12,2022-11-15,GT09,GT0902,Plaza Central de Salcajá,Municipalidad de Salcajá y Comité de Cultura
527,EVT_GT0903_0526,Festival del Tejido Maya y Jaspe en Olintepeque - Edición 2022 - Ref 527,2022-11-12,2022-11-15,GT09,GT0903,Plaza Central de Olintepeque,Municipalidad de Olintepeque y Comité de Cultura
528,EVT_GT0904_0527,Encuentro Regional de Pintores en San Carlos Sija - Edición 2020 - Ref 528,2020-11-12,2020-11-15,GT09,GT0904,Plaza Central de San Carlos Sija,Municipalidad de San Carlos Sija y Comité de Cultura
529,EVT_GT0905_0528,Festival Nacional de la Marimba en Sibilia - Edición 2025 - Ref 529,2025-11-12,2025-11-15,GT09,GT0905,Plaza Central de Sibilia,Municipalidad de Sibilia y Comité de Cultura
530,EVT_GT0906_0529,Exposición Colectiva de Escultura en Cabricán - Edición 2021 - Ref 530,2021-11-12,2021-11-15,GT09,GT0906,Plaza Central de Cabricán,Municipalidad de Cabricán y Comité de Cultura
531,EVT_GT0907_0530,Feria de la Artesanía Tradicional en Cajolá - Edición 2021 - Ref 531,2021-11-12,2021-11-15,GT09,GT0907,Plaza Central de Cajolá,Municipalidad de Cajolá y Comité de Cultura
532,EVT_GT0908_0531,Festival del Tejido Maya y Jaspe en San Miguel Sigüila - Edición 2021 - Ref 532,2021-11-12,2021-11-15,GT09,GT0908,Plaza Central de San Miguel Sigüila,Municipalidad de San Miguel Sigüila y Comité de Cultura
533,EVT_GT0909_0532,Encuentro Regional de Pintores en Ostuncalco - Edición 2019 - Ref 533,2019-11-12,2019-11-15,GT09,GT0909,Plaza Central de Ostuncalco,Municipalidad de Ostuncalco y Comité de Cultura
534,EVT_GT0910_0533,Festival Nacional de la Marimba en San Mateo - Edición 2020 - Ref 534,2020-11-12,2020-11-15,GT09,GT0910,Plaza Central de San Mateo,Municipalidad de San Mateo y Comité de Cultura
535,EVT_GT0911_0534,Exposición Colectiva de Escultura en Concepción Chiquirichapa - Edición 2018 - Ref 535,2018-11-12,2018-11-15,GT09,GT0911,Plaza Central de Concepción Chiquirichapa,Municipalidad de Concepción Chiquirichapa y Comité de Cultura
536,EVT_GT0912_0535,Feria de la Artesanía Tradicional en San Martín Sacatepéquez - Edición 2018 - Ref 536,2018-11-12,2018-11-15,GT09,GT0912,Plaza Central de San Martín Sacatepéquez,Municipalidad de San Martín Sacatepéquez y Comité de Cultura
537,EVT_GT0913_0536,Festival del Tejido Maya y Jaspe en Almolonga - Edición 2025 - Ref 537,2025-11-12,2025-11-15,GT09,GT0913,Plaza Central de Almolonga,Municipalidad de Almolonga y Comité de Cultura
538,EVT_GT0914_0537,Encuentro Regional de Pintores en Cantel - Edición 2025 - Ref 538,2025-11-12,2025-11-15,GT09,GT0914,Plaza Central de Cantel,Municipalidad de Cantel y Comité de Cultura
539,EVT_GT0915_0538,Festival Nacional de la Marimba en Huitán - Edición 2018 - Ref 539,2018-11-12,2018-11-15,GT09,GT0915,Plaza Central de Huitán,Municipalidad de Huitán y Comité de Cultura
540,EVT_GT0916_0539,Exposición Colectiva de Escultura en Zunil - Edición 2024 - Ref 540,2024-11-12,2024-11-15,GT09,GT0916,Plaza Central de Zunil,Municipalidad de Zunil y Comité de Cultura
541,EVT_GT0917_0540,Feria de la Artesanía Tradicional en Colomba - Edición 2021 - Ref 541,2021-11-12,2021-11-15,GT09,GT0917,Plaza Central de Colomba,Municipalidad de Colomba y Comité de Cultura
542,EVT_GT0918_0541,Festival del Tejido Maya y Jaspe en San Francisco La Unión - Edición 2023 - Ref 542,2023-11-12,2023-11-15,GT09,GT0918,Plaza Central de San Francisco La Unión,Municipalidad de San Francisco La Unión y Comité de Cultura
543,EVT_GT0919_0542,Encuentro Regional de Pintores en El Palmar - Edición 2025 - Ref 543,2025-11-12,2025-11-15,GT09,GT0919,Plaza Central de El Palmar,Municipalidad de El Palmar y Comité de Cultura
544,EVT_GT0920_0543,Festival Nacional de la Marimba en Coatepeque - Edición 2020 - Ref 544,2020-11-12,2020-11-15,GT09,GT0920,Plaza Central de Coatepeque,Municipalidad de Coatepeque y Comité de Cultura
545,EVT_GT0921_0544,Exposición Colectiva de Escultura en Génova - Edición 2023 - Ref 545,2023-11-12,2023-11-15,GT09,GT0921,Plaza Central de Génova,Municipalidad de Génova y Comité de Cultura
546,EVT_GT0922_0545,Feria de la Artesanía Tradicional en Flores Costa Cuca - Edición 2021 - Ref 546,2021-11-12,2021-11-15,GT09,GT0922,Plaza Central de Flores Costa Cuca,Municipalidad de Flores Costa Cuca y Comité de Cultura
547,EVT_GT0923_0546,Festival del Tejido Maya y Jaspe en La Esperanza - Edición 2020 - Ref 547,2020-11-12,2020-11-15,GT09,GT0923,Plaza Central de La Esperanza,Municipalidad de La Esperanza y Comité de Cultura
548,EVT_GT0924_0547,Encuentro Regional de Pintores en Palestina de Los Altos - Edición 2025 - Ref 548,2025-11-12,2025-11-15,GT09,GT0924,Plaza Central de Palestina de Los Altos,Municipalidad de Palestina de Los Altos y Comité de Cultura
549,EVT_GT1201_0548,Festival Nacional de la Marimba en San Marcos - Edición 2021 - Ref 549,2021-11-12,2021-11-15,GT12,GT1201,Plaza Central de San Marcos,Municipalidad de San Marcos y Comité de Cultura
550,EVT_GT1202_0549,Exposición Colectiva de Escultura en San Pedro Sacatepéquez - Edición 2022 - Ref 550,2022-11-12,2022-11-15,GT12,GT1202,Plaza Central de San Pedro Sacatepéquez,Municipalidad de San Pedro Sacatepéquez y Comité de Cultura
551,EVT_GT1203_0550,Feria de la Artesanía Tradicional en San Antonio Sacatepéquez - Edición 2020 - Ref 551,2020-11-12,2020-11-15,GT12,GT1203,Plaza Central de San Antonio Sacatepéquez,Municipalidad de San Antonio Sacatepéquez y Comité de Cultura
552,EVT_GT1204_0551,Festival del Tejido Maya y Jaspe en Comitancillo - Edición 2021 - Ref 552,2021-11-12,2021-11-15,GT12,GT1204,Plaza Central de Comitancillo,Municipalidad de Comitancillo y Comité de Cultura
553,EVT_GT1205_0552,Encuentro Regional de Pintores en San Miguel Ixtahuacán - Edición 2021 - Ref 553,2021-11-12,2021-11-15,GT12,GT1205,Plaza Central de San Miguel Ixtahuacán,Municipalidad de San Miguel Ixtahuacán y Comité de Cultura
554,EVT_GT1206_0553,Festival Nacional de la Marimba en Concepción Tutuapa - Edición 2021 - Ref 554,2021-11-12,2021-11-15,GT12,GT1206,Plaza Central de Concepción Tutuapa,Municipalidad de Concepción Tutuapa y Comité de Cultura
555,EVT_GT1207_0554,Exposición Colectiva de Escultura en Tacaná - Edición 2025 - Ref 555,2025-11-12,2025-11-15,GT12,GT1207,Plaza Central de Tacaná,Municipalidad de Tacaná y Comité de Cultura
556,EVT_GT1208_0555,Feria de la Artesanía Tradicional en Sibinal - Edición 2022 - Ref 556,2022-11-12,2022-11-15,GT12,GT1208,Plaza Central de Sibinal,Municipalidad de Sibinal y Comité de Cultura
557,EVT_GT1209_0556,Festival del Tejido Maya y Jaspe en Tajumulco - Edición 2024 - Ref 557,2024-11-12,2024-11-15,GT12,GT1209,Plaza Central de Tajumulco,Municipalidad de Tajumulco y Comité de Cultura
558,EVT_GT1210_0557,Encuentro Regional de Pintores en Tejutla - Edición 2024 - Ref 558,2024-11-12,2024-11-15,GT12,GT1210,Plaza Central de Tejutla,Municipalidad de Tejutla y Comité de Cultura
559,EVT_GT1211_0558,Festival Nacional de la Marimba en San Rafael Pie de la Cuesta - Edición 2023 - Ref 559,2023-11-12,2023-11-15,GT12,GT1211,Plaza Central de San Rafael Pie de la Cuesta,Municipalidad de San Rafael Pie de la Cuesta y Comité de Cultura
560,EVT_GT1212_0559,Exposición Colectiva de Escultura en Nuevo Progreso - Edición 2024 - Ref 560,2024-11-12,2024-11-15,GT12,GT1212,Plaza Central de Nuevo Progreso,Municipalidad de Nuevo Progreso y Comité de Cultura
561,EVT_GT1213_0560,Feria de la Artesanía Tradicional en El Tumbador - Edición 2023 - Ref 561,2023-11-12,2023-11-15,GT12,GT1213,Plaza Central de El Tumbador,Municipalidad de El Tumbador y Comité de Cultura
562,EVT_GT1214_0561,Festival del Tejido Maya y Jaspe en El Rodeo - Edición 2021 - Ref 562,2021-11-12,2021-11-15,GT12,GT1214,Plaza Central de El Rodeo,Municipalidad de El Rodeo y Comité de Cultura
563,EVT_GT1215_0562,Encuentro Regional de Pintores en Malacatán - Edición 2023 - Ref 563,2023-11-12,2023-11-15,GT12,GT1215,Plaza Central de Malacatán,Municipalidad de Malacatán y Comité de Cultura
564,EVT_GT1216_0563,Festival Nacional de la Marimba en Catarina - Edición 2019 - Ref 564,2019-11-12,2019-11-15,GT12,GT1216,Plaza Central de Catarina,Municipalidad de Catarina y Comité de Cultura
565,EVT_GT1217_0564,Exposición Colectiva de Escultura en Ayutla - Edición 2025 - Ref 565,2025-11-12,2025-11-15,GT12,GT1217,Plaza Central de Ayutla,Municipalidad de Ayutla y Comité de Cultura
566,EVT_GT1218_0565,Feria de la Artesanía Tradicional en Ocós - Edición 2022 - Ref 566,2022-11-12,2022-11-15,GT12,GT1218,Plaza Central de Ocós,Municipalidad de Ocós y Comité de Cultura
567,EVT_GT1219_0566,Festival del Tejido Maya y Jaspe en San Pablo - Edición 2018 - Ref 567,2018-11-12,2018-11-15,GT12,GT1219,Plaza Central de San Pablo,Municipalidad de San Pablo y Comité de Cultura
568,EVT_GT1220_0567,Encuentro Regional de Pintores en El Quetzal - Edición 2025 - Ref 568,2025-11-12,2025-11-15,GT12,GT1220,Plaza Central de El Quetzal,Municipalidad de El Quetzal y Comité de Cultura
569,EVT_GT1221_0568,Festival Nacional de la Marimba en La Reforma - Edición 2020 - Ref 569,2020-11-12,2020-11-15,GT12,GT1221,Plaza Central de La Reforma,Municipalidad de La Reforma y Comité de Cultura
570,EVT_GT1222_0569,Exposición Colectiva de Escultura en Pajapita - Edición 2021 - Ref 570,2021-11-12,2021-11-15,GT12,GT1222,Plaza Central de Pajapita,Municipalidad de Pajapita y Comité de Cultura
571,EVT_GT1223_0570,Feria de la Artesanía Tradicional en Ixchiguán - Edición 2024 - Ref 571,2024-11-12,2024-11-15,GT12,GT1223,Plaza Central de Ixchiguán,Municipalidad de Ixchiguán y Comité de Cultura
572,EVT_GT1224_0571,Festival del Tejido Maya y Jaspe en San José Ojetenam - Edición 2024 - Ref 572,2024-11-12,2024-11-15,GT12,GT1224,Plaza Central de San José Ojetenam,Municipalidad de San José Ojetenam y Comité de Cultura
573,EVT_GT1225_0572,Encuentro Regional de Pintores en San Cristóbal Cucho - Edición 2021 - Ref 573,2021-11-12,2021-11-15,GT12,GT1225,Plaza Central de San Cristóbal Cucho,Municipalidad de San Cristóbal Cucho y Comité de Cultura
574,EVT_GT1226_0573,Festival Nacional de la Marimba en Sipacapa - Edición 2018 - Ref 574,2018-11-12,2018-11-15,GT12,GT1226,Plaza Central de Sipacapa,Municipalidad de Sipacapa y Comité de Cultura
575,EVT_GT1227_0574,Exposición Colectiva de Escultura en Esquipulas Palo Gordo - Edición 2019 - Ref 575,2019-11-12,2019-11-15,GT12,GT1227,Plaza Central de Esquipulas Palo Gordo,Municipalidad de Esquipulas Palo Gordo y Comité de Cultura
576,EVT_GT1228_0575,Feria de la Artesanía Tradicional en Río Blanco - Edición 2020 - Ref 576,2020-11-12,2020-11-15,GT12,GT1228,Plaza Central de Río Blanco,Municipalidad de Río Blanco y Comité de Cultura
577,EVT_GT1229_0576,Festival del Tejido Maya y Jaspe en San Lorenzo - Edición 2023 - Ref 577,2023-11-12,2023-11-15,GT12,GT1229,Plaza Central de San Lorenzo,Municipalidad de San Lorenzo y Comité de Cultura
578,EVT_GT1230_0577,Encuentro Regional de Pintores en La Blanca - Edición 2025 - Ref 578,2025-11-12,2025-11-15,GT12,GT1230,Plaza Central de La Blanca,Municipalidad de La Blanca y Comité de Cultura
579,EVT_GT1301_0578,Festival Nacional de la Marimba en Huehuetenango - Edición 2022 - Ref 579,2022-11-12,2022-11-15,GT13,GT1301,Plaza Central de Huehuetenango,Municipalidad de Huehuetenango y Comité de Cultura
580,EVT_GT1302_0579,Exposición Colectiva de Escultura en Chiantla - Edición 2025 - Ref 580,2025-11-12,2025-11-15,GT13,GT1302,Plaza Central de Chiantla,Municipalidad de Chiantla y Comité de Cultura
581,EVT_GT1303_0580,Feria de la Artesanía Tradicional en Malacatancito - Edición 2020 - Ref 581,2020-11-12,2020-11-15,GT13,GT1303,Plaza Central de Malacatancito,Municipalidad de Malacatancito y Comité de Cultura
582,EVT_GT1304_0581,Festival del Tejido Maya y Jaspe en Cuilco - Edición 2023 - Ref 582,2023-11-12,2023-11-15,GT13,GT1304,Plaza Central de Cuilco,Municipalidad de Cuilco y Comité de Cultura
583,EVT_GT1305_0582,Encuentro Regional de Pintores en Nentón - Edición 2018 - Ref 583,2018-11-12,2018-11-15,GT13,GT1305,Plaza Central de Nentón,Municipalidad de Nentón y Comité de Cultura
584,EVT_GT1306_0583,Festival Nacional de la Marimba en San Pedro Necta - Edición 2022 - Ref 584,2022-11-12,2022-11-15,GT13,GT1306,Plaza Central de San Pedro Necta,Municipalidad de San Pedro Necta y Comité de Cultura
585,EVT_GT1307_0584,Exposición Colectiva de Escultura en Jacaltenango - Edición 2022 - Ref 585,2022-11-12,2022-11-15,GT13,GT1307,Plaza Central de Jacaltenango,Municipalidad de Jacaltenango y Comité de Cultura
586,EVT_GT1308_0585,Feria de la Artesanía Tradicional en Soloma - Edición 2021 - Ref 586,2021-11-12,2021-11-15,GT13,GT1308,Plaza Central de Soloma,Municipalidad de Soloma y Comité de Cultura
587,EVT_GT1309_0586,Festival del Tejido Maya y Jaspe en Ixtahuacán - Edición 2025 - Ref 587,2025-11-12,2025-11-15,GT13,GT1309,Plaza Central de Ixtahuacán,Municipalidad de Ixtahuacán y Comité de Cultura
588,EVT_GT1310_0587,Encuentro Regional de Pintores en Santa Bárbara - Edición 2025 - Ref 588,2025-11-12,2025-11-15,GT13,GT1310,Plaza Central de Santa Bárbara,Municipalidad de Santa Bárbara y Comité de Cultura
589,EVT_GT1311_0588,Festival Nacional de la Marimba en La Libertad - Edición 2022 - Ref 589,2022-11-12,2022-11-15,GT13,GT1311,Plaza Central de La Libertad,Municipalidad de La Libertad y Comité de Cultura
590,EVT_GT1312_0589,Exposición Colectiva de Escultura en La Democracia - Edición 2022 - Ref 590,2022-11-12,2022-11-15,GT13,GT1312,Plaza Central de La Democracia,Municipalidad de La Democracia y Comité de Cultura
591,EVT_GT1313_0590,Feria de la Artesanía Tradicional en San Miguel Acatán - Edición 2022 - Ref 591,2022-11-12,2022-11-15,GT13,GT1313,Plaza Central de San Miguel Acatán,Municipalidad de San Miguel Acatán y Comité de Cultura
592,EVT_GT1314_0591,Festival del Tejido Maya y Jaspe en San Rafael La Independencia - Edición 2020 - Ref 592,2020-11-12,2020-11-15,GT13,GT1314,Plaza Central de San Rafael La Independencia,Municipalidad de San Rafael La Independencia y Comité de Cultura
593,EVT_GT1315_0592,Encuentro Regional de Pintores en Todos Santos Cuchumatán - Edición 2022 - Ref 593,2022-11-12,2022-11-15,GT13,GT1315,Plaza Central de Todos Santos Cuchumatán,Municipalidad de Todos Santos Cuchumatán y Comité de Cultura
594,EVT_GT1316_0593,Festival Nacional de la Marimba en San Juan Atitán - Edición 2023 - Ref 594,2023-11-12,2023-11-15,GT13,GT1316,Plaza Central de San Juan Atitán,Municipalidad de San Juan Atitán y Comité de Cultura
595,EVT_GT1317_0594,Exposición Colectiva de Escultura en Santa Eulalia - Edición 2025 - Ref 595,2025-11-12,2025-11-15,GT13,GT1317,Plaza Central de Santa Eulalia,Municipalidad de Santa Eulalia y Comité de Cultura
596,EVT_GT1318_0595,Feria de la Artesanía Tradicional en San Mateo Ixtatán - Edición 2018 - Ref 596,2018-11-12,2018-11-15,GT13,GT1318,Plaza Central de San Mateo Ixtatán,Municipalidad de San Mateo Ixtatán y Comité de Cultura
597,EVT_GT1319_0596,Festival del Tejido Maya y Jaspe en Colotenango - Edición 2025 - Ref 597,2025-11-12,2025-11-15,GT13,GT1319,Plaza Central de Colotenango,Municipalidad de Colotenango y Comité de Cultura
598,EVT_GT1320_0597,Encuentro Regional de Pintores en San Sebastián Huehuetenango - Edición 2018 - Ref 598,2018-11-12,2018-11-15,GT13,GT1320,Plaza Central de San Sebastián Huehuetenango,Municipalidad de San Sebastián Huehuetenango y Comité de Cultura
599,EVT_GT1321_0598,Festival Nacional de la Marimba en Tectitán - Edición 2023 - Ref 599,2023-11-12,2023-11-15,GT13,GT1321,Plaza Central de Tectitán,Municipalidad de Tectitán y Comité de Cultura
600,EVT_GT1322_0599,Exposición Colectiva de Escultura en Concepción Huista - Edición 2025 - Ref 600,2025-11-12,2025-11-15,GT13,GT1322,Plaza Central de Concepción Huista,Municipalidad de Concepción Huista y Comité de Cultura
601,EVT_GT1323_0600,Feria de la Artesanía Tradicional en San Juan Ixcoy - Edición 2021 - Ref 601,2021-11-12,2021-11-15,GT13,GT1323,Plaza Central de San Juan Ixcoy,Municipalidad de San Juan Ixcoy y Comité de Cultura
602,EVT_GT1324_0601,Festival del Tejido Maya y Jaspe en San Antonio Huista - Edición 2025 - Ref 602,2025-11-12,2025-11-15,GT13,GT1324,Plaza Central de San Antonio Huista,Municipalidad de San Antonio Huista y Comité de Cultura
603,EVT_GT1325_0602,Encuentro Regional de Pintores en San Sebastián Coatán - Edición 2025 - Ref 603,2025-11-12,2025-11-15,GT13,GT1325,Plaza Central de San Sebastián Coatán,Municipalidad de San Sebastián Coatán y Comité de Cultura
604,EVT_GT1326_0603,Festival Nacional de la Marimba en Barillas - Edición 2022 - Ref 604,2022-11-12,2022-11-15,GT13,GT1326,Plaza Central de Barillas,Municipalidad de Barillas y Comité de Cultura
605,EVT_GT1327_0604,Exposición Colectiva de Escultura en Aguacatán - Edición 2025 - Ref 605,2025-11-12,2025-11-15,GT13,GT1327,Plaza Central de Aguacatán,Municipalidad de Aguacatán y Comité de Cultura
606,EVT_GT1328_0605,Feria de la Artesanía Tradicional en San Rafael Petzal - Edición 2020 - Ref 606,2020-11-12,2020-11-15,GT13,GT1328,Plaza Central de San Rafael Petzal,Municipalidad de San Rafael Petzal y Comité de Cultura
607,EVT_GT1329_0606,Festival del Tejido Maya y Jaspe en San Gaspar Ixchil - Edición 2020 - Ref 607,2020-11-12,2020-11-15,GT13,GT1329,Plaza Central de San Gaspar Ixchil,Municipalidad de San Gaspar Ixchil y Comité de Cultura
608,EVT_GT1330_0607,Encuentro Regional de Pintores en Santiago Chimaltenango - Edición 2023 - Ref 608,2023-11-12,2023-11-15,GT13,GT1330,Plaza Central de Santiago Chimaltenango,Municipalidad de Santiago Chimaltenango y Comité de Cultura
609,EVT_GT1331_0608,Festival Nacional de la Marimba en Santa Ana Huista - Edición 2022 - Ref 609,2022-11-12,2022-11-15,GT13,GT1331,Plaza Central de Santa Ana Huista,Municipalidad de Santa Ana Huista y Comité de Cultura
610,EVT_GT1332_0609,Exposición Colectiva de Escultura en Unión Cantinil - Edición 2022 - Ref 610,2022-11-12,2022-11-15,GT13,GT1332,Plaza Central de Unión Cantinil,Municipalidad de Unión Cantinil y Comité de Cultura
611,EVT_GT1333_0610,Feria de la Artesanía Tradicional en Petatán - Edición 2019 - Ref 611,2019-11-12,2019-11-15,GT13,GT1333,Plaza Central de Petatán,Municipalidad de Petatán y Comité de Cultura
612,EVT_GT1401_0611,Festival del Tejido Maya y Jaspe en Santa Cruz del Quiché - Edición 2021 - Ref 612,2021-11-12,2021-11-15,GT14,GT1401,Plaza Central de Santa Cruz del Quiché,Municipalidad de Santa Cruz del Quiché y Comité de Cultura
613,EVT_GT1402_0612,Encuentro Regional de Pintores en Chiché - Edición 2018 - Ref 613,2018-11-12,2018-11-15,GT14,GT1402,Plaza Central de Chiché,Municipalidad de Chiché y Comité de Cultura
614,EVT_GT1403_0613,Festival Nacional de la Marimba en Chinique - Edición 2024 - Ref 614,2024-11-12,2024-11-15,GT14,GT1403,Plaza Central de Chinique,Municipalidad de Chinique y Comité de Cultura
615,EVT_GT1404_0614,Exposición Colectiva de Escultura en Zacualpa - Edición 2025 - Ref 615,2025-11-12,2025-11-15,GT14,GT1404,Plaza Central de Zacualpa,Municipalidad de Zacualpa y Comité de Cultura
616,EVT_GT1405_0615,Feria de la Artesanía Tradicional en Chajul - Edición 2025 - Ref 616,2025-11-12,2025-11-15,GT14,GT1405,Plaza Central de Chajul,Municipalidad de Chajul y Comité de Cultura
617,EVT_GT1406_0616,Festival del Tejido Maya y Jaspe en Chichicastenango - Edición 2023 - Ref 617,2023-11-12,2023-11-15,GT14,GT1406,Plaza Central de Chichicastenango,Municipalidad de Chichicastenango y Comité de Cultura
618,EVT_GT1407_0617,Encuentro Regional de Pintores en Patzité - Edición 2019 - Ref 618,2019-11-12,2019-11-15,GT14,GT1407,Plaza Central de Patzité,Municipalidad de Patzité y Comité de Cultura
619,EVT_GT1408_0618,Festival Nacional de la Marimba en San Antonio Ilotenango - Edición 2019 - Ref 619,2019-11-12,2019-11-15,GT14,GT1408,Plaza Central de San Antonio Ilotenango,Municipalidad de San Antonio Ilotenango y Comité de Cultura
620,EVT_GT1409_0619,Exposición Colectiva de Escultura en San Pedro Jocopilas - Edición 2022 - Ref 620,2022-11-12,2022-11-15,GT14,GT1409,Plaza Central de San Pedro Jocopilas,Municipalidad de San Pedro Jocopilas y Comité de Cultura
621,EVT_GT1410_0620,Feria de la Artesanía Tradicional en Cunén - Edición 2021 - Ref 621,2021-11-12,2021-11-15,GT14,GT1410,Plaza Central de Cunén,Municipalidad de Cunén y Comité de Cultura
622,EVT_GT1411_0621,Festival del Tejido Maya y Jaspe en San Juan Cotzal - Edición 2024 - Ref 622,2024-11-12,2024-11-15,GT14,GT1411,Plaza Central de San Juan Cotzal,Municipalidad de San Juan Cotzal y Comité de Cultura
623,EVT_GT1412_0622,Encuentro Regional de Pintores en Joyabaj - Edición 2023 - Ref 623,2023-11-12,2023-11-15,GT14,GT1412,Plaza Central de Joyabaj,Municipalidad de Joyabaj y Comité de Cultura
624,EVT_GT1413_0623,Festival Nacional de la Marimba en Nebaj - Edición 2025 - Ref 624,2025-11-12,2025-11-15,GT14,GT1413,Plaza Central de Nebaj,Municipalidad de Nebaj y Comité de Cultura
625,EVT_GT1414_0624,Exposición Colectiva de Escultura en San Andrés Sajcabajá - Edición 2020 - Ref 625,2020-11-12,2020-11-15,GT14,GT1414,Plaza Central de San Andrés Sajcabajá,Municipalidad de San Andrés Sajcabajá y Comité de Cultura
626,EVT_GT1415_0625,Feria de la Artesanía Tradicional en Uspantán - Edición 2019 - Ref 626,2019-11-12,2019-11-15,GT14,GT1415,Plaza Central de Uspantán,Municipalidad de Uspantán y Comité de Cultura
627,EVT_GT1416_0626,Festival del Tejido Maya y Jaspe en Sacapulas - Edición 2023 - Ref 627,2023-11-12,2023-11-15,GT14,GT1416,Plaza Central de Sacapulas,Municipalidad de Sacapulas y Comité de Cultura
628,EVT_GT1417_0627,Encuentro Regional de Pintores en San Bartolomé Jocotenango - Edición 2020 - Ref 628,2020-11-12,2020-11-15,GT14,GT1417,Plaza Central de San Bartolomé Jocotenango,Municipalidad de San Bartolomé Jocotenango y Comité de Cultura
629,EVT_GT1418_0628,Festival Nacional de la Marimba en Canillá - Edición 2018 - Ref 629,2018-11-12,2018-11-15,GT14,GT1418,Plaza Central de Canillá,Municipalidad de Canillá y Comité de Cultura
630,EVT_GT1419_0629,Exposición Colectiva de Escultura en Chicamán - Edición 2019 - Ref 630,2019-11-12,2019-11-15,GT14,GT1419,Plaza Central de Chicamán,Municipalidad de Chicamán y Comité de Cultura
631,EVT_GT1420_0630,Feria de la Artesanía Tradicional en Ixcán - Edición 2024 - Ref 631,2024-11-12,2024-11-15,GT14,GT1420,Plaza Central de Ixcán,Municipalidad de Ixcán y Comité de Cultura
632,EVT_GT1421_0631,Festival del Tejido Maya y Jaspe en Pachalum - Edición 2022 - Ref 632,2022-11-12,2022-11-15,GT14,GT1421,Plaza Central de Pachalum,Municipalidad de Pachalum y Comité de Cultura
633,EVT_GT1501_0632,Encuentro Regional de Pintores en Salamá - Edición 2022 - Ref 633,2022-11-12,2022-11-15,GT15,GT1501,Plaza Central de Salamá,Municipalidad de Salamá y Comité de Cultura
