id_tipo_obra,codigo,nombre,descripcion,categoria_general
494,CERAMICA_BARRO_GT0906,Cerámica de Barro Estilo Cabricán,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Cabricán, departamento de Quetzaltenango.",ARTESANIA
495,MADERA_MASCARA_GT0906,Máscara de Madera Estilo Cabricán,"Máscara tallada a mano para danzas folklóricas típico del municipio de Cabricán, departamento de Quetzaltenango.",ARTESANIA
496,MADERA_JUGUETE_GT0906,Juguete de Madera Estilo Cabricán,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Cabricán, departamento de Quetzaltenango.",ARTESANIA
497,JADE_TALLADO_GT0906,Jade Tallado Estilo Cabricán,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Cabricán, departamento de Quetzaltenango.",ARTESANIA
498,MUSICA_MARIMBA_GT0906,Marimba de Madera Estilo Cabricán,"Instrumento musical nacional de marimba tallado típico del municipio de Cabricán, departamento de Quetzaltenango.",ARTESANIA
499,PINTURA_CUADRO_GT0906,Pintura Costumbrista Estilo Cabricán,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Cabricán, departamento de Quetzaltenango.",ARTES_VISUALES
500,CESTERIA_CANASTA_GT0906,Canasta de Mimbre Estilo Cabricán,"Canastas y artículos de fibra natural tejida típico del municipio de Cabricán, departamento de Quetzaltenango.",ARTESANIA
501,TEXTIL_HUIPIL_GT0907,Huipil Tradicional Estilo Cajolá,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
502,TEXTIL_CORTE_GT0907,Corte Jaspeado Estilo Cajolá,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
503,TEXTIL_FAJA_GT0907,Faja Artesanal Estilo Cajolá,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
504,CERAMICA_BARRO_GT0907,Cerámica de Barro Estilo Cajolá,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
505,MADERA_MASCARA_GT0907,Máscara de Madera Estilo Cajolá,"Máscara tallada a mano para danzas folklóricas típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
506,MADERA_JUGUETE_GT0907,Juguete de Madera Estilo Cajolá,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
507,JADE_TALLADO_GT0907,Jade Tallado Estilo Cajolá,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
508,MUSICA_MARIMBA_GT0907,Marimba de Madera Estilo Cajolá,"Instrumento musical nacional de marimba tallado típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
509,PINTURA_CUADRO_GT0907,Pintura Costumbrista Estilo Cajolá,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTES_VISUALES
510,CESTERIA_CANASTA_GT0907,Canasta de Mimbre Estilo Cajolá,"Canastas y artículos de fibra natural tejida típico del municipio de Cajolá, departamento de Quetzaltenango.",ARTESANIA
511,TEXTIL_HUIPIL_GT0908,Huipil Tradicional Estilo San Miguel Sigüila,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
512,TEXTIL_CORTE_GT0908,Corte Jaspeado Estilo San Miguel Sigüila,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
513,TEXTIL_FAJA_GT0908,Faja Artesanal Estilo San Miguel Sigüila,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
514,CERAMICA_BARRO_GT0908,Cerámica de Barro Estilo San Miguel Sigüila,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
515,MADERA_MASCARA_GT0908,Máscara de Madera Estilo San Miguel Sigüila,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
516,MADERA_JUGUETE_GT0908,Juguete de Madera Estilo San Miguel Sigüila,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
517,JADE_TALLADO_GT0908,Jade Tallado Estilo San Miguel Sigüila,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
518,MUSICA_MARIMBA_GT0908,Marimba de Madera Estilo San Miguel Sigüila,"Instrumento musical nacional de marimba tallado típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
519,PINTURA_CUADRO_GT0908,Pintura Costumbrista Estilo San Miguel Sigüila,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTES_VISUALES
520,CESTERIA_CANASTA_GT0908,Canasta de Mimbre Estilo San Miguel Sigüila,"Canastas y artículos de fibra natural tejida típico del municipio de San Miguel Sigüila, departamento de Quetzaltenango.",ARTESANIA
521,TEXTIL_HUIPIL_GT0909,Huipil Tradicional Estilo Ostuncalco,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
522,TEXTIL_CORTE_GT0909,Corte Jaspeado Estilo Ostuncalco,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
523,TEXTIL_FAJA_GT0909,Faja Artesanal Estilo Ostuncalco,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
524,CERAMICA_BARRO_GT0909,Cerámica de Barro Estilo Ostuncalco,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
525,MADERA_MASCARA_GT0909,Máscara de Madera Estilo Ostuncalco,"Máscara tallada a mano para danzas folklóricas típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
526,MADERA_JUGUETE_GT0909,Juguete de Madera Estilo Ostuncalco,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
527,JADE_TALLADO_GT0909,Jade Tallado Estilo Ostuncalco,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
528,MUSICA_MARIMBA_GT0909,Marimba de Madera Estilo Ostuncalco,"Instrumento musical nacional de marimba tallado típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
529,PINTURA_CUADRO_GT0909,Pintura Costumbrista Estilo Ostuncalco,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTES_VISUALES
530,CESTERIA_CANASTA_GT0909,Canasta de Mimbre Estilo Ostuncalco,"Canastas y artículos de fibra natural tejida típico del municipio de Ostuncalco, departamento de Quetzaltenango.",ARTESANIA
531,TEXTIL_HUIPIL_GT0910,Huipil Tradicional Estilo San Mateo,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
532,TEXTIL_CORTE_GT0910,Corte Jaspeado Estilo San Mateo,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
533,TEXTIL_FAJA_GT0910,Faja Artesanal Estilo San Mateo,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
534,CERAMICA_BARRO_GT0910,Cerámica de Barro Estilo San Mateo,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
535,MADERA_MASCARA_GT0910,Máscara de Madera Estilo San Mateo,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
536,MADERA_JUGUETE_GT0910,Juguete de Madera Estilo San Mateo,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
537,JADE_TALLADO_GT0910,Jade Tallado Estilo San Mateo,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
538,MUSICA_MARIMBA_GT0910,Marimba de Madera Estilo San Mateo,"Instrumento musical nacional de marimba tallado típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
539,PINTURA_CUADRO_GT0910,Pintura Costumbrista Estilo San Mateo,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTES_VISUALES
540,CESTERIA_CANASTA_GT0910,Canasta de Mimbre Estilo San Mateo,"Canastas y artículos de fibra natural tejida típico del municipio de San Mateo, departamento de Quetzaltenango.",ARTESANIA
541,TEXTIL_HUIPIL_GT0911,Huipil Tradicional Estilo Concepción Chiquirichapa,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
542,TEXTIL_CORTE_GT0911,Corte Jaspeado Estilo Concepción Chiquirichapa,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
543,TEXTIL_FAJA_GT0911,Faja Artesanal Estilo Concepción Chiquirichapa,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
544,CERAMICA_BARRO_GT0911,Cerámica de Barro Estilo Concepción Chiquirichapa,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
545,MADERA_MASCARA_GT0911,Máscara de Madera Estilo Concepción Chiquirichapa,"Máscara tallada a mano para danzas folklóricas típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
546,MADERA_JUGUETE_GT0911,Juguete de Madera Estilo Concepción Chiquirichapa,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
547,JADE_TALLADO_GT0911,Jade Tallado Estilo Concepción Chiquirichapa,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
548,MUSICA_MARIMBA_GT0911,Marimba de Madera Estilo Concepción Chiquirichapa,"Instrumento musical nacional de marimba tallado típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
549,PINTURA_CUADRO_GT0911,Pintura Costumbrista Estilo Concepción Chiquirichapa,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTES_VISUALES
550,CESTERIA_CANASTA_GT0911,Canasta de Mimbre Estilo Concepción Chiquirichapa,"Canastas y artículos de fibra natural tejida típico del municipio de Concepción Chiquirichapa, departamento de Quetzaltenango.",ARTESANIA
551,TEXTIL_HUIPIL_GT0912,Huipil Tradicional Estilo San Martín Sacatepéquez,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
552,TEXTIL_CORTE_GT0912,Corte Jaspeado Estilo San Martín Sacatepéquez,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
553,TEXTIL_FAJA_GT0912,Faja Artesanal Estilo San Martín Sacatepéquez,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
554,CERAMICA_BARRO_GT0912,Cerámica de Barro Estilo San Martín Sacatepéquez,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
555,MADERA_MASCARA_GT0912,Máscara de Madera Estilo San Martín Sacatepéquez,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
556,MADERA_JUGUETE_GT0912,Juguete de Madera Estilo San Martín Sacatepéquez,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
557,JADE_TALLADO_GT0912,Jade Tallado Estilo San Martín Sacatepéquez,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
558,MUSICA_MARIMBA_GT0912,Marimba de Madera Estilo San Martín Sacatepéquez,"Instrumento musical nacional de marimba tallado típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
559,PINTURA_CUADRO_GT0912,Pintura Costumbrista Estilo San Martín Sacatepéquez,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTES_VISUALES
560,CESTERIA_CANASTA_GT0912,Canasta de Mimbre Estilo San Martín Sacatepéquez,"Canastas y artículos de fibra natural tejida típico del municipio de San Martín Sacatepéquez, departamento de Quetzaltenango.",ARTESANIA
561,TEXTIL_HUIPIL_GT0913,Huipil Tradicional Estilo Almolonga,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
562,TEXTIL_CORTE_GT0913,Corte Jaspeado Estilo Almolonga,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
563,TEXTIL_FAJA_GT0913,Faja Artesanal Estilo Almolonga,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
564,CERAMICA_BARRO_GT0913,Cerámica de Barro Estilo Almolonga,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
565,MADERA_MASCARA_GT0913,Máscara de Madera Estilo Almolonga,"Máscara tallada a mano para danzas folklóricas típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
566,MADERA_JUGUETE_GT0913,Juguete de Madera Estilo Almolonga,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
567,JADE_TALLADO_GT0913,Jade Tallado Estilo Almolonga,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
568,MUSICA_MARIMBA_GT0913,Marimba de Madera Estilo Almolonga,"Instrumento musical nacional de marimba tallado típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
569,PINTURA_CUADRO_GT0913,Pintura Costumbrista Estilo Almolonga,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTES_VISUALES
570,CESTERIA_CANASTA_GT0913,Canasta de Mimbre Estilo Almolonga,"Canastas y artículos de fibra natural tejida típico del municipio de Almolonga, departamento de Quetzaltenango.",ARTESANIA
571,TEXTIL_HUIPIL_GT0914,Huipil Tradicional Estilo Cantel,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
572,TEXTIL_CORTE_GT0914,Corte Jaspeado Estilo Cantel,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
573,TEXTIL_FAJA_GT0914,Faja Artesanal Estilo Cantel,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
574,CERAMICA_BARRO_GT0914,Cerámica de Barro Estilo Cantel,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
575,MADERA_MASCARA_GT0914,Máscara de Madera Estilo Cantel,"Máscara tallada a mano para danzas folklóricas típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
576,MADERA_JUGUETE_GT0914,Juguete de Madera Estilo Cantel,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
577,JADE_TALLADO_GT0914,Jade Tallado Estilo Cantel,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
578,MUSICA_MARIMBA_GT0914,Marimba de Madera Estilo Cantel,"Instrumento musical nacional de marimba tallado típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
579,PINTURA_CUADRO_GT0914,Pintura Costumbrista Estilo Cantel,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Cantel, departamento de Quetzaltenango.",ARTES_VISUALES
580,CESTERIA_CANASTA_GT0914,Canasta de Mimbre Estilo Cantel,"Canastas y artículos de fibra natural tejida típico del municipio de Cantel, departamento de Quetzaltenango.",ARTESANIA
581,TEXTIL_HUIPIL_GT0915,Huipil Tradicional Estilo Huitán,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
582,TEXTIL_CORTE_GT0915,Corte Jaspeado Estilo Huitán,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
583,TEXTIL_FAJA_GT0915,Faja Artesanal Estilo Huitán,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
584,CERAMICA_BARRO_GT0915,Cerámica de Barro Estilo Huitán,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
585,MADERA_MASCARA_GT0915,Máscara de Madera Estilo Huitán,"Máscara tallada a mano para danzas folklóricas típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
586,MADERA_JUGUETE_GT0915,Juguete de Madera Estilo Huitán,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
587,JADE_TALLADO_GT0915,Jade Tallado Estilo Huitán,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
588,MUSICA_MARIMBA_GT0915,Marimba de Madera Estilo Huitán,"Instrumento musical nacional de marimba tallado típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
589,PINTURA_CUADRO_GT0915,Pintura Costumbrista Estilo Huitán,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Huitán, departamento de Quetzaltenango.",ARTES_VISUALES
590,CESTERIA_CANASTA_GT0915,Canasta de Mimbre Estilo Huitán,"Canastas y artículos de fibra natural tejida típico del municipio de Huitán, departamento de Quetzaltenango.",ARTESANIA
591,TEXTIL_HUIPIL_GT0916,Huipil Tradicional Estilo Zunil,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
592,TEXTIL_CORTE_GT0916,Corte Jaspeado Estilo Zunil,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
593,TEXTIL_FAJA_GT0916,Faja Artesanal Estilo Zunil,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
594,CERAMICA_BARRO_GT0916,Cerámica de Barro Estilo Zunil,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
595,MADERA_MASCARA_GT0916,Máscara de Madera Estilo Zunil,"Máscara tallada a mano para danzas folklóricas típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
596,MADERA_JUGUETE_GT0916,Juguete de Madera Estilo Zunil,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
597,JADE_TALLADO_GT0916,Jade Tallado Estilo Zunil,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
598,MUSICA_MARIMBA_GT0916,Marimba de Madera Estilo Zunil,"Instrumento musical nacional de marimba tallado típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
599,PINTURA_CUADRO_GT0916,Pintura Costumbrista Estilo Zunil,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Zunil, departamento de Quetzaltenango.",ARTES_VISUALES
600,CESTERIA_CANASTA_GT0916,Canasta de Mimbre Estilo Zunil,"Canastas y artículos de fibra natural tejida típico del municipio de Zunil, departamento de Quetzaltenango.",ARTESANIA
601,TEXTIL_HUIPIL_GT0917,Huipil Tradicional Estilo Colomba,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
602,TEXTIL_CORTE_GT0917,Corte Jaspeado Estilo Colomba,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
603,TEXTIL_FAJA_GT0917,Faja Artesanal Estilo Colomba,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
604,CERAMICA_BARRO_GT0917,Cerámica de Barro Estilo Colomba,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
605,MADERA_MASCARA_GT0917,Máscara de Madera Estilo Colomba,"Máscara tallada a mano para danzas folklóricas típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
606,MADERA_JUGUETE_GT0917,Juguete de Madera Estilo Colomba,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
607,JADE_TALLADO_GT0917,Jade Tallado Estilo Colomba,"Piezas de joyería y escultura en piedra de Jade típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
608,MUSICA_MARIMBA_GT0917,Marimba de Madera Estilo Colomba,"Instrumento musical nacional de marimba tallado típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
609,PINTURA_CUADRO_GT0917,Pintura Costumbrista Estilo Colomba,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de Colomba, departamento de Quetzaltenango.",ARTES_VISUALES
610,CESTERIA_CANASTA_GT0917,Canasta de Mimbre Estilo Colomba,"Canastas y artículos de fibra natural tejida típico del municipio de Colomba, departamento de Quetzaltenango.",ARTESANIA
611,TEXTIL_HUIPIL_GT0918,Huipil Tradicional Estilo San Francisco La Unión,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
612,TEXTIL_CORTE_GT0918,Corte Jaspeado Estilo San Francisco La Unión,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
613,TEXTIL_FAJA_GT0918,Faja Artesanal Estilo San Francisco La Unión,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
614,CERAMICA_BARRO_GT0918,Cerámica de Barro Estilo San Francisco La Unión,"Piezas utilitarias y decorativas de barro cocido típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
615,MADERA_MASCARA_GT0918,Máscara de Madera Estilo San Francisco La Unión,"Máscara tallada a mano para danzas folklóricas típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
616,MADERA_JUGUETE_GT0918,Juguete de Madera Estilo San Francisco La Unión,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
617,JADE_TALLADO_GT0918,Jade Tallado Estilo San Francisco La Unión,"Piezas de joyería y escultura en piedra de Jade típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
618,MUSICA_MARIMBA_GT0918,Marimba de Madera Estilo San Francisco La Unión,"Instrumento musical nacional de marimba tallado típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
619,PINTURA_CUADRO_GT0918,Pintura Costumbrista Estilo San Francisco La Unión,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTES_VISUALES
620,CESTERIA_CANASTA_GT0918,Canasta de Mimbre Estilo San Francisco La Unión,"Canastas y artículos de fibra natural tejida típico del municipio de San Francisco La Unión, departamento de Quetzaltenango.",ARTESANIA
621,TEXTIL_HUIPIL_GT0919,Huipil Tradicional Estilo El Palmar,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
622,TEXTIL_CORTE_GT0919,Corte Jaspeado Estilo El Palmar,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
623,TEXTIL_FAJA_GT0919,Faja Artesanal Estilo El Palmar,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
624,CERAMICA_BARRO_GT0919,Cerámica de Barro Estilo El Palmar,"Piezas utilitarias y decorativas de barro cocido típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
625,MADERA_MASCARA_GT0919,Máscara de Madera Estilo El Palmar,"Máscara tallada a mano para danzas folklóricas típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
626,MADERA_JUGUETE_GT0919,Juguete de Madera Estilo El Palmar,"Juguete tradicional tallado y pintado (trompos, yoyos, carros) típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
627,JADE_TALLADO_GT0919,Jade Tallado Estilo El Palmar,"Piezas de joyería y escultura en piedra de Jade típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
628,MUSICA_MARIMBA_GT0919,Marimba de Madera Estilo El Palmar,"Instrumento musical nacional de marimba tallado típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
629,PINTURA_CUADRO_GT0919,Pintura Costumbrista Estilo El Palmar,"Cuadro pictórico que retrata la vida y costumbres mayas típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTES_VISUALES
630,CESTERIA_CANASTA_GT0919,Canasta de Mimbre Estilo El Palmar,"Canastas y artículos de fibra natural tejida típico del municipio de El Palmar, departamento de Quetzaltenango.",ARTESANIA
631,TEXTIL_HUIPIL_GT0920,Huipil Tradicional Estilo Coatepeque,"Prenda textil tradicional femenina tejida y brocada a mano típico del municipio de Coatepeque, departamento de Quetzaltenango.",ARTESANIA
632,TEXTIL_CORTE_GT0920,Corte Jaspeado Estilo Coatepeque,"Prenda textil inferior tejida con técnica de Jaspe típico del municipio de Coatepeque, departamento de Quetzaltenango.",ARTESANIA
633,TEXTIL_FAJA_GT0920,Faja Artesanal Estilo Coatepeque,"Faja tejida para sujetar el corte con motivos geométricos típico del municipio de Coatepeque, departamento de Quetzaltenango.",ARTESANIA
634,CERAMICA_BARRO_GT0920,Cerámica de Barro Estilo Coatepeque,"Piezas utilitarias y decorativas de barro cocido típico del municipio de Coatepeque, departamento de Quetzaltenango.",ARTESANIA
635,MADERA_MASCARA_GT0920,Máscara de Madera Estilo Coatepeque,"Máscara tallada a mano para danzas folklóricas típico del municipio de Coatepeque, departamento de Quetzaltenango.",ARTESANIA
