id_material,codigo,nombre,descripcion
314,JADE_JADEITA_GT0808,Jadeita Verde Seleccionado de San Bartolo,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Bartolo.
315,MADERA_HORMIGO_GT0808,Madera de Hormigo Seleccionado de San Bartolo,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Bartolo.
316,MADERA_CEDRO_GT0808,Madera de Cedro Seleccionado de San Bartolo,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Bartolo.
317,TINTE_NATURAL_GRANA_COCHINILLA_GT0808,Tinte Orgánico de Grana Cochinilla de San Bartolo,Tinte de origen vegetal/animal obtenido de Grana Cochinilla en San Bartolo.
318,LANA_OVEJA_GT0808,Lana de Oveja Natural Seleccionado de San Bartolo,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Bartolo.
319,FIBRA_MIMBRE_GT0808,Fibras de Mimbre Seleccionado de San Bartolo,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Bartolo.
320,PINTURA_ACRILICA_GT0808,Pintura Acrílica Profesional Seleccionado de San Bartolo,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Bartolo.
321,ALGODON_BLANCO_GT0901,Hilo de Algodón Blanco Seleccionado de Quetzaltenango,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
322,ALGODON_CUYUSCATE_GT0901,Hilo de Algodón Cuyuscate Natural Seleccionado de Quetzaltenango,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
323,BARRO_ROJO_GT0901,Arcilla de Barro Rojo Seleccionado de Quetzaltenango,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
324,JADE_JADEITA_GT0901,Jadeita Verde Seleccionado de Quetzaltenango,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
325,MADERA_HORMIGO_GT0901,Madera de Hormigo Seleccionado de Quetzaltenango,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
326,MADERA_CEDRO_GT0901,Madera de Cedro Seleccionado de Quetzaltenango,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
327,TINTE_NATURAL_ACHIOTE_GT0901,Tinte Orgánico de Achiote de Quetzaltenango,Tinte de origen vegetal/animal obtenido de Achiote en Quetzaltenango.
328,LANA_OVEJA_GT0901,Lana de Oveja Natural Seleccionado de Quetzaltenango,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
329,FIBRA_MIMBRE_GT0901,Fibras de Mimbre Seleccionado de Quetzaltenango,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
330,PINTURA_ACRILICA_GT0901,Pintura Acrílica Profesional Seleccionado de Quetzaltenango,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Quetzaltenango.
331,ALGODON_BLANCO_GT0902,Hilo de Algodón Blanco Seleccionado de Salcajá,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Salcajá.
332,ALGODON_CUYUSCATE_GT0902,Hilo de Algodón Cuyuscate Natural Seleccionado de Salcajá,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Salcajá.
333,BARRO_ROJO_GT0902,Arcilla de Barro Rojo Seleccionado de Salcajá,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Salcajá.
334,JADE_JADEITA_GT0902,Jadeita Verde Seleccionado de Salcajá,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Salcajá.
335,MADERA_HORMIGO_GT0902,Madera de Hormigo Seleccionado de Salcajá,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Salcajá.
336,MADERA_CEDRO_GT0902,Madera de Cedro Seleccionado de Salcajá,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Salcajá.
337,TINTE_NATURAL_LICHEN_GT0902,Tinte Orgánico de Lichen de Salcajá,Tinte de origen vegetal/animal obtenido de Lichen en Salcajá.
338,LANA_OVEJA_GT0902,Lana de Oveja Natural Seleccionado de Salcajá,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Salcajá.
339,FIBRA_MIMBRE_GT0902,Fibras de Mimbre Seleccionado de Salcajá,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Salcajá.
340,PINTURA_ACRILICA_GT0902,Pintura Acrílica Profesional Seleccionado de Salcajá,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Salcajá.
341,ALGODON_BLANCO_GT0903,Hilo de Algodón Blanco Seleccionado de Olintepeque,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Olintepeque.
342,ALGODON_CUYUSCATE_GT0903,Hilo de Algodón Cuyuscate Natural Seleccionado de Olintepeque,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Olintepeque.
343,BARRO_ROJO_GT0903,Arcilla de Barro Rojo Seleccionado de Olintepeque,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Olintepeque.
344,JADE_JADEITA_GT0903,Jadeita Verde Seleccionado de Olintepeque,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Olintepeque.
345,MADERA_HORMIGO_GT0903,Madera de Hormigo Seleccionado de Olintepeque,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Olintepeque.
346,MADERA_CEDRO_GT0903,Madera de Cedro Seleccionado de Olintepeque,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Olintepeque.
347,TINTE_NATURAL_OCOTE_GT0903,Tinte Orgánico de Ocote de Olintepeque,Tinte de origen vegetal/animal obtenido de Ocote en Olintepeque.
348,LANA_OVEJA_GT0903,Lana de Oveja Natural Seleccionado de Olintepeque,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Olintepeque.
349,FIBRA_MIMBRE_GT0903,Fibras de Mimbre Seleccionado de Olintepeque,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Olintepeque.
350,PINTURA_ACRILICA_GT0903,Pintura Acrílica Profesional Seleccionado de Olintepeque,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Olintepeque.
351,ALGODON_BLANCO_GT0904,Hilo de Algodón Blanco Seleccionado de San Carlos Sija,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
352,ALGODON_CUYUSCATE_GT0904,Hilo de Algodón Cuyuscate Natural Seleccionado de San Carlos Sija,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
353,BARRO_ROJO_GT0904,Arcilla de Barro Rojo Seleccionado de San Carlos Sija,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
354,JADE_JADEITA_GT0904,Jadeita Verde Seleccionado de San Carlos Sija,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
355,MADERA_HORMIGO_GT0904,Madera de Hormigo Seleccionado de San Carlos Sija,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
356,MADERA_CEDRO_GT0904,Madera de Cedro Seleccionado de San Carlos Sija,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
357,TINTE_NATURAL_AGUACATE_GT0904,Tinte Orgánico de Aguacate de San Carlos Sija,Tinte de origen vegetal/animal obtenido de Aguacate en San Carlos Sija.
358,LANA_OVEJA_GT0904,Lana de Oveja Natural Seleccionado de San Carlos Sija,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
359,FIBRA_MIMBRE_GT0904,Fibras de Mimbre Seleccionado de San Carlos Sija,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
360,PINTURA_ACRILICA_GT0904,Pintura Acrílica Profesional Seleccionado de San Carlos Sija,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Carlos Sija.
361,ALGODON_BLANCO_GT0905,Hilo de Algodón Blanco Seleccionado de Sibilia,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Sibilia.
362,ALGODON_CUYUSCATE_GT0905,Hilo de Algodón Cuyuscate Natural Seleccionado de Sibilia,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Sibilia.
363,BARRO_ROJO_GT0905,Arcilla de Barro Rojo Seleccionado de Sibilia,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Sibilia.
364,JADE_JADEITA_GT0905,Jadeita Verde Seleccionado de Sibilia,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Sibilia.
365,MADERA_HORMIGO_GT0905,Madera de Hormigo Seleccionado de Sibilia,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Sibilia.
366,MADERA_CEDRO_GT0905,Madera de Cedro Seleccionado de Sibilia,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Sibilia.
367,TINTE_NATURAL_MANZANILLA_GT0905,Tinte Orgánico de Manzanilla de Sibilia,Tinte de origen vegetal/animal obtenido de Manzanilla en Sibilia.
368,LANA_OVEJA_GT0905,Lana de Oveja Natural Seleccionado de Sibilia,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Sibilia.
369,FIBRA_MIMBRE_GT0905,Fibras de Mimbre Seleccionado de Sibilia,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Sibilia.
370,PINTURA_ACRILICA_GT0905,Pintura Acrílica Profesional Seleccionado de Sibilia,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Sibilia.
371,ALGODON_BLANCO_GT0906,Hilo de Algodón Blanco Seleccionado de Cabricán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Cabricán.
372,ALGODON_CUYUSCATE_GT0906,Hilo de Algodón Cuyuscate Natural Seleccionado de Cabricán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Cabricán.
373,BARRO_ROJO_GT0906,Arcilla de Barro Rojo Seleccionado de Cabricán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Cabricán.
374,JADE_JADEITA_GT0906,Jadeita Verde Seleccionado de Cabricán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Cabricán.
375,MADERA_HORMIGO_GT0906,Madera de Hormigo Seleccionado de Cabricán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Cabricán.
376,MADERA_CEDRO_GT0906,Madera de Cedro Seleccionado de Cabricán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Cabricán.
377,TINTE_NATURAL_MORAS_GT0906,Tinte Orgánico de Moras de Cabricán,Tinte de origen vegetal/animal obtenido de Moras en Cabricán.
378,LANA_OVEJA_GT0906,Lana de Oveja Natural Seleccionado de Cabricán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Cabricán.
379,FIBRA_MIMBRE_GT0906,Fibras de Mimbre Seleccionado de Cabricán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Cabricán.
380,PINTURA_ACRILICA_GT0906,Pintura Acrílica Profesional Seleccionado de Cabricán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Cabricán.
381,ALGODON_BLANCO_GT0907,Hilo de Algodón Blanco Seleccionado de Cajolá,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Cajolá.
382,ALGODON_CUYUSCATE_GT0907,Hilo de Algodón Cuyuscate Natural Seleccionado de Cajolá,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Cajolá.
383,BARRO_ROJO_GT0907,Arcilla de Barro Rojo Seleccionado de Cajolá,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Cajolá.
384,JADE_JADEITA_GT0907,Jadeita Verde Seleccionado de Cajolá,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Cajolá.
385,MADERA_HORMIGO_GT0907,Madera de Hormigo Seleccionado de Cajolá,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Cajolá.
386,MADERA_CEDRO_GT0907,Madera de Cedro Seleccionado de Cajolá,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Cajolá.
387,TINTE_NATURAL_CAMPANILLA_GT0907,Tinte Orgánico de Campanilla de Cajolá,Tinte de origen vegetal/animal obtenido de Campanilla en Cajolá.
388,LANA_OVEJA_GT0907,Lana de Oveja Natural Seleccionado de Cajolá,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Cajolá.
389,FIBRA_MIMBRE_GT0907,Fibras de Mimbre Seleccionado de Cajolá,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Cajolá.
390,PINTURA_ACRILICA_GT0907,Pintura Acrílica Profesional Seleccionado de Cajolá,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Cajolá.
391,ALGODON_BLANCO_GT0908,Hilo de Algodón Blanco Seleccionado de San Miguel Sigüila,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
392,ALGODON_CUYUSCATE_GT0908,Hilo de Algodón Cuyuscate Natural Seleccionado de San Miguel Sigüila,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
393,BARRO_ROJO_GT0908,Arcilla de Barro Rojo Seleccionado de San Miguel Sigüila,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
394,JADE_JADEITA_GT0908,Jadeita Verde Seleccionado de San Miguel Sigüila,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
395,MADERA_HORMIGO_GT0908,Madera de Hormigo Seleccionado de San Miguel Sigüila,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
396,MADERA_CEDRO_GT0908,Madera de Cedro Seleccionado de San Miguel Sigüila,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
397,TINTE_NATURAL_CANELA_GT0908,Tinte Orgánico de Canela de San Miguel Sigüila,Tinte de origen vegetal/animal obtenido de Canela en San Miguel Sigüila.
398,LANA_OVEJA_GT0908,Lana de Oveja Natural Seleccionado de San Miguel Sigüila,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
399,FIBRA_MIMBRE_GT0908,Fibras de Mimbre Seleccionado de San Miguel Sigüila,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
400,PINTURA_ACRILICA_GT0908,Pintura Acrílica Profesional Seleccionado de San Miguel Sigüila,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Miguel Sigüila.
401,ALGODON_BLANCO_GT0909,Hilo de Algodón Blanco Seleccionado de Ostuncalco,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Ostuncalco.
402,ALGODON_CUYUSCATE_GT0909,Hilo de Algodón Cuyuscate Natural Seleccionado de Ostuncalco,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Ostuncalco.
403,BARRO_ROJO_GT0909,Arcilla de Barro Rojo Seleccionado de Ostuncalco,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Ostuncalco.
404,JADE_JADEITA_GT0909,Jadeita Verde Seleccionado de Ostuncalco,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Ostuncalco.
405,MADERA_HORMIGO_GT0909,Madera de Hormigo Seleccionado de Ostuncalco,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Ostuncalco.
406,MADERA_CEDRO_GT0909,Madera de Cedro Seleccionado de Ostuncalco,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Ostuncalco.
407,TINTE_NATURAL_COCHINILLA_GT0909,Tinte Orgánico de Cochinilla de Ostuncalco,Tinte de origen vegetal/animal obtenido de Cochinilla en Ostuncalco.
408,LANA_OVEJA_GT0909,Lana de Oveja Natural Seleccionado de Ostuncalco,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Ostuncalco.
409,FIBRA_MIMBRE_GT0909,Fibras de Mimbre Seleccionado de Ostuncalco,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Ostuncalco.
410,PINTURA_ACRILICA_GT0909,Pintura Acrílica Profesional Seleccionado de Ostuncalco,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Ostuncalco.
411,ALGODON_BLANCO_GT0910,Hilo de Algodón Blanco Seleccionado de San Mateo,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Mateo.
412,ALGODON_CUYUSCATE_GT0910,Hilo de Algodón Cuyuscate Natural Seleccionado de San Mateo,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Mateo.
413,BARRO_ROJO_GT0910,Arcilla de Barro Rojo Seleccionado de San Mateo,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Mateo.
414,JADE_JADEITA_GT0910,Jadeita Verde Seleccionado de San Mateo,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Mateo.
415,MADERA_HORMIGO_GT0910,Madera de Hormigo Seleccionado de San Mateo,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Mateo.
416,MADERA_CEDRO_GT0910,Madera de Cedro Seleccionado de San Mateo,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Mateo.
417,TINTE_NATURAL_AÑIL_GT0910,Tinte Orgánico de Añil de San Mateo,Tinte de origen vegetal/animal obtenido de Añil en San Mateo.
418,LANA_OVEJA_GT0910,Lana de Oveja Natural Seleccionado de San Mateo,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Mateo.
419,FIBRA_MIMBRE_GT0910,Fibras de Mimbre Seleccionado de San Mateo,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Mateo.
420,PINTURA_ACRILICA_GT0910,Pintura Acrílica Profesional Seleccionado de San Mateo,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Mateo.
421,ALGODON_BLANCO_GT0911,Hilo de Algodón Blanco Seleccionado de Concepción Chiquirichapa,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
422,ALGODON_CUYUSCATE_GT0911,Hilo de Algodón Cuyuscate Natural Seleccionado de Concepción Chiquirichapa,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
423,BARRO_ROJO_GT0911,Arcilla de Barro Rojo Seleccionado de Concepción Chiquirichapa,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
424,JADE_JADEITA_GT0911,Jadeita Verde Seleccionado de Concepción Chiquirichapa,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
425,MADERA_HORMIGO_GT0911,Madera de Hormigo Seleccionado de Concepción Chiquirichapa,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
426,MADERA_CEDRO_GT0911,Madera de Cedro Seleccionado de Concepción Chiquirichapa,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
427,TINTE_NATURAL_PALO_DE_CAMPECHE_GT0911,Tinte Orgánico de Palo de Campeche de Concepción Chiquirichapa,Tinte de origen vegetal/animal obtenido de Palo de Campeche en Concepción Chiquirichapa.
428,LANA_OVEJA_GT0911,Lana de Oveja Natural Seleccionado de Concepción Chiquirichapa,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
429,FIBRA_MIMBRE_GT0911,Fibras de Mimbre Seleccionado de Concepción Chiquirichapa,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
430,PINTURA_ACRILICA_GT0911,Pintura Acrílica Profesional Seleccionado de Concepción Chiquirichapa,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Concepción Chiquirichapa.
431,ALGODON_BLANCO_GT0912,Hilo de Algodón Blanco Seleccionado de San Martín Sacatepéquez,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
432,ALGODON_CUYUSCATE_GT0912,Hilo de Algodón Cuyuscate Natural Seleccionado de San Martín Sacatepéquez,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
433,BARRO_ROJO_GT0912,Arcilla de Barro Rojo Seleccionado de San Martín Sacatepéquez,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
434,JADE_JADEITA_GT0912,Jadeita Verde Seleccionado de San Martín Sacatepéquez,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
435,MADERA_HORMIGO_GT0912,Madera de Hormigo Seleccionado de San Martín Sacatepéquez,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
436,MADERA_CEDRO_GT0912,Madera de Cedro Seleccionado de San Martín Sacatepéquez,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
437,TINTE_NATURAL_SACCHIL_GT0912,Tinte Orgánico de Sacchil de San Martín Sacatepéquez,Tinte de origen vegetal/animal obtenido de Sacchil en San Martín Sacatepéquez.
438,LANA_OVEJA_GT0912,Lana de Oveja Natural Seleccionado de San Martín Sacatepéquez,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
439,FIBRA_MIMBRE_GT0912,Fibras de Mimbre Seleccionado de San Martín Sacatepéquez,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
440,PINTURA_ACRILICA_GT0912,Pintura Acrílica Profesional Seleccionado de San Martín Sacatepéquez,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Martín Sacatepéquez.
441,ALGODON_BLANCO_GT0913,Hilo de Algodón Blanco Seleccionado de Almolonga,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Almolonga.
442,ALGODON_CUYUSCATE_GT0913,Hilo de Algodón Cuyuscate Natural Seleccionado de Almolonga,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Almolonga.
443,BARRO_ROJO_GT0913,Arcilla de Barro Rojo Seleccionado de Almolonga,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Almolonga.
444,JADE_JADEITA_GT0913,Jadeita Verde Seleccionado de Almolonga,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Almolonga.
445,MADERA_HORMIGO_GT0913,Madera de Hormigo Seleccionado de Almolonga,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Almolonga.
446,MADERA_CEDRO_GT0913,Madera de Cedro Seleccionado de Almolonga,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Almolonga.
447,TINTE_NATURAL_EUCALIPTO_GT0913,Tinte Orgánico de Eucalipto de Almolonga,Tinte de origen vegetal/animal obtenido de Eucalipto en Almolonga.
448,LANA_OVEJA_GT0913,Lana de Oveja Natural Seleccionado de Almolonga,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Almolonga.
449,FIBRA_MIMBRE_GT0913,Fibras de Mimbre Seleccionado de Almolonga,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Almolonga.
450,PINTURA_ACRILICA_GT0913,Pintura Acrílica Profesional Seleccionado de Almolonga,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Almolonga.
451,ALGODON_BLANCO_GT0914,Hilo de Algodón Blanco Seleccionado de Cantel,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Cantel.
452,ALGODON_CUYUSCATE_GT0914,Hilo de Algodón Cuyuscate Natural Seleccionado de Cantel,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Cantel.
453,BARRO_ROJO_GT0914,Arcilla de Barro Rojo Seleccionado de Cantel,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Cantel.
454,JADE_JADEITA_GT0914,Jadeita Verde Seleccionado de Cantel,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Cantel.
455,MADERA_HORMIGO_GT0914,Madera de Hormigo Seleccionado de Cantel,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Cantel.
456,MADERA_CEDRO_GT0914,Madera de Cedro Seleccionado de Cantel,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Cantel.
457,TINTE_NATURAL_NOGAL_GT0914,Tinte Orgánico de Nogal de Cantel,Tinte de origen vegetal/animal obtenido de Nogal en Cantel.
458,LANA_OVEJA_GT0914,Lana de Oveja Natural Seleccionado de Cantel,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Cantel.
459,FIBRA_MIMBRE_GT0914,Fibras de Mimbre Seleccionado de Cantel,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Cantel.
460,PINTURA_ACRILICA_GT0914,Pintura Acrílica Profesional Seleccionado de Cantel,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Cantel.
461,ALGODON_BLANCO_GT0915,Hilo de Algodón Blanco Seleccionado de Huitán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Huitán.
462,ALGODON_CUYUSCATE_GT0915,Hilo de Algodón Cuyuscate Natural Seleccionado de Huitán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Huitán.
463,BARRO_ROJO_GT0915,Arcilla de Barro Rojo Seleccionado de Huitán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Huitán.
464,JADE_JADEITA_GT0915,Jadeita Verde Seleccionado de Huitán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Huitán.
465,MADERA_HORMIGO_GT0915,Madera de Hormigo Seleccionado de Huitán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Huitán.
466,MADERA_CEDRO_GT0915,Madera de Cedro Seleccionado de Huitán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Huitán.
467,TINTE_NATURAL_CEBOLLA_GT0915,Tinte Orgánico de Cebolla de Huitán,Tinte de origen vegetal/animal obtenido de Cebolla en Huitán.
468,LANA_OVEJA_GT0915,Lana de Oveja Natural Seleccionado de Huitán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Huitán.
469,FIBRA_MIMBRE_GT0915,Fibras de Mimbre Seleccionado de Huitán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Huitán.
470,PINTURA_ACRILICA_GT0915,Pintura Acrílica Profesional Seleccionado de Huitán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Huitán.
471,ALGODON_BLANCO_GT0916,Hilo de Algodón Blanco Seleccionado de Zunil,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Zunil.
472,ALGODON_CUYUSCATE_GT0916,Hilo de Algodón Cuyuscate Natural Seleccionado de Zunil,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Zunil.
473,BARRO_ROJO_GT0916,Arcilla de Barro Rojo Seleccionado de Zunil,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Zunil.
474,JADE_JADEITA_GT0916,Jadeita Verde Seleccionado de Zunil,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Zunil.
475,MADERA_HORMIGO_GT0916,Madera de Hormigo Seleccionado de Zunil,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Zunil.
476,MADERA_CEDRO_GT0916,Madera de Cedro Seleccionado de Zunil,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Zunil.
477,TINTE_NATURAL_CAFÉ_GT0916,Tinte Orgánico de Café de Zunil,Tinte de origen vegetal/animal obtenido de Café en Zunil.
478,LANA_OVEJA_GT0916,Lana de Oveja Natural Seleccionado de Zunil,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Zunil.
