núm_corre,año_denuncia,Reg_mes,día_denuncia,día_sem_denuncia,año_hecho,mes_hecho,día_hecho,dia_sem_hecho,depto_ocu_hecho,mupio_ocu_hecho,zona_ocu_hecho,sexo_per,edad_sind,g_edad_60ymás,g_edad_80ymás,g_edad_de0_80ymás,est_conyugal,delito_com,hora_denuncia,g_hora_denuncia,g_hora_denuncia_mañ.tar.noch,principales_delitos
506,2023,Febrero,23,Jueves,2021,Enero,6,Viernes,Retalhuleu,Retalhuleu,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,9,06:00 a 11:59,00:00 a 11:59,Otros
507,2023,Febrero,23,Jueves,2021,Octubre,15,Viernes,Escuintla,La Democracia,Ignorada,Ignorado,39,35-39,35-39,35 - 39,Ignorado,Estafa propia,9,06:00 a 11:59,00:00 a 11:59,Otros
508,2023,Febrero,23,Jueves,2017,Enero,2,Viernes,Quetzaltenango,Quetzaltenango,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Falsedad ideológica,12,12:00 a 17:59,12:00 a 17:59,Otros
509,2023,Febrero,24,Viernes,2023,Febrero,21,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,37,35-39,35-39,35 - 39,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
510,2023,Febrero,24,Viernes,2023,Febrero,24,Sábado,Quetzaltenango,Quetzaltenango,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Apropiación irregular,14,12:00 a 17:59,12:00 a 17:59,Otros
511,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
512,2023,Febrero,24,Viernes,2023,Febrero,15,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
513,2023,Febrero,24,Viernes,2023,Febrero,22,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,15,12:00 a 17:59,12:00 a 17:59,Otros
514,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
515,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
516,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
517,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
518,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,19,15-19,15-19,15 - 19,Soltero,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
519,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,19,15-19,15-19,15 - 19,Soltero,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
520,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,47,45-49,45-49,45 - 49,Casado,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
521,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,33,30-34,30-34,30 - 34,Soltero,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
522,2023,Febrero,24,Viernes,2023,Febrero,22,Sábado,Quetzaltenango,El Palmar,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
523,2023,Febrero,27,Lunes,2023,Febrero,24,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,44,40-44,40-44,40 - 44,Casado,Amenazas,8,06:00 a 11:59,00:00 a 11:59,Amenazas
524,2023,Febrero,27,Lunes,2023,Febrero,24,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,41,40-44,40-44,40 - 44,Ignorado,Amenazas,8,06:00 a 11:59,00:00 a 11:59,Amenazas
525,2023,Febrero,27,Lunes,2023,Febrero,24,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,35,35-39,35-39,35 - 39,Ignorado,Lesiones culposas,9,06:00 a 11:59,00:00 a 11:59,Lesiones culposas
526,2023,Febrero,27,Lunes,2023,Febrero,23,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
527,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
528,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
529,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
530,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
531,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Coacción,11,06:00 a 11:59,00:00 a 11:59,Coacción
532,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Coacción,11,06:00 a 11:59,00:00 a 11:59,Coacción
533,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Coacción,11,06:00 a 11:59,00:00 a 11:59,Coacción
534,2023,Febrero,28,Martes,2023,Febrero,28,Miercoles,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Coacción,11,06:00 a 11:59,00:00 a 11:59,Coacción
535,2023,Marzo,1,Miercoles,2023,Febrero,25,Jueves,Chimaltenango,Chimaltenango,Ignorada,Hombre,19,15-19,15-19,15 - 19,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
536,2023,Marzo,1,Miercoles,2023,Febrero,28,Jueves,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Allanamiento,11,06:00 a 11:59,00:00 a 11:59,Otros
537,2023,Marzo,1,Miercoles,2023,Marzo,1,Jueves,Santa Rosa,Pueblo Nuevo Viñas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
538,2023,Marzo,1,Miercoles,2023,Marzo,1,Jueves,Santa Rosa,Pueblo Nuevo Viñas,Ignorada,Hombre,39,35-39,35-39,35 - 39,Casado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
539,2023,Marzo,1,Miercoles,2023,Febrero,28,Jueves,Retalhuleu,Retalhuleu,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
540,2023,Marzo,1,Miercoles,2023,Febrero,4,Jueves,Retalhuleu,San Sebastián,Ignorada,Ignorado,16,15-19,15-19,15 - 19,Ignorado,Otros,17,12:00 a 17:59,12:00 a 17:59,Otros
541,2023,Marzo,1,Miercoles,2023,Febrero,24,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,17,12:00 a 17:59,12:00 a 17:59,Otros
542,2023,Marzo,1,Miercoles,2023,Febrero,24,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,17,12:00 a 17:59,12:00 a 17:59,Otros
543,2023,Marzo,1,Miercoles,2023,Febrero,26,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ignorado,Otros,17,12:00 a 17:59,12:00 a 17:59,Otros
544,2023,Marzo,1,Miercoles,2023,Febrero,26,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,17,12:00 a 17:59,12:00 a 17:59,Otros
545,2023,Marzo,3,Viernes,2023,Marzo,2,Sábado,Retalhuleu,Retalhuleu,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
546,2023,Marzo,3,Viernes,2023,Marzo,2,Sábado,Retalhuleu,Retalhuleu,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,9,06:00 a 11:59,00:00 a 11:59,Lesiones leves
547,2023,Marzo,3,Viernes,2023,Marzo,3,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Alteración de linderos,12,12:00 a 17:59,12:00 a 17:59,Otros
548,2023,Marzo,3,Viernes,2023,Febrero,1,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,54,50-54,50-54,50 - 54,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
549,2023,Marzo,6,Lunes,2023,Marzo,3,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,24,20-24,20-24,20 - 24,Ignorado,Estafa propia,9,06:00 a 11:59,00:00 a 11:59,Otros
550,2023,Marzo,6,Lunes,2023,Marzo,3,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,29,25-29,25-29,25 - 29,Casado,Estafa propia,9,06:00 a 11:59,00:00 a 11:59,Otros
551,2023,Marzo,6,Lunes,2023,Marzo,3,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,24,20-24,20-24,20 - 24,Ignorado,Daño,9,06:00 a 11:59,00:00 a 11:59,Otros
552,2023,Marzo,6,Lunes,2023,Marzo,3,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,29,25-29,25-29,25 - 29,Casado,Daño,9,06:00 a 11:59,00:00 a 11:59,Otros
553,2023,Enero,2,Lunes,2022,Diciembre,22,Martes,Jalapa,Jalapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,11,06:00 a 11:59,00:00 a 11:59,Robo agravado
554,2023,Enero,5,Jueves,2022,Diciembre,25,Viernes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
555,2023,Enero,5,Jueves,2022,Diciembre,25,Viernes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
556,2023,Enero,5,Jueves,2023,Enero,4,Viernes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Allanamiento,15,12:00 a 17:59,12:00 a 17:59,Otros
557,2023,Enero,5,Jueves,2023,Enero,4,Viernes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Allanamiento,15,12:00 a 17:59,12:00 a 17:59,Otros
558,2023,Enero,9,Lunes,2023,Enero,6,Martes,Jalapa,San Carlos Alzatate,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Tentativa y aborto culposo,10,06:00 a 11:59,00:00 a 11:59,Otros
559,2023,Enero,9,Lunes,2023,Enero,8,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
560,2023,Enero,10,Martes,2023,Enero,7,Miercoles,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,13,12:00 a 17:59,12:00 a 17:59,Otros
561,2023,Enero,10,Martes,2023,Enero,7,Miercoles,Jalapa,San Carlos Alzatate,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,13,12:00 a 17:59,12:00 a 17:59,Otros
562,2023,Enero,11,Miercoles,2023,Enero,10,Jueves,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones culposas,9,06:00 a 11:59,00:00 a 11:59,Lesiones culposas
563,2023,Enero,12,Jueves,2023,Enero,8,Viernes,Jalapa,Jalapa,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,11,06:00 a 11:59,00:00 a 11:59,Otros
564,2023,Enero,19,Jueves,2023,Enero,17,Viernes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
565,2023,Enero,23,Lunes,2023,Enero,21,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Robo agravado,10,06:00 a 11:59,00:00 a 11:59,Robo agravado
566,2023,Enero,23,Lunes,2023,Enero,21,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,24,20-24,20-24,20 - 24,Soltero,Robo agravado,10,06:00 a 11:59,00:00 a 11:59,Robo agravado
567,2023,Enero,23,Lunes,2023,Enero,21,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Lesiones leves,10,06:00 a 11:59,00:00 a 11:59,Lesiones leves
568,2023,Enero,23,Lunes,2023,Enero,21,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,24,20-24,20-24,20 - 24,Soltero,Lesiones leves,10,06:00 a 11:59,00:00 a 11:59,Lesiones leves
569,2023,Enero,23,Lunes,2023,Enero,21,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,11,06:00 a 11:59,00:00 a 11:59,Hurto agravado
570,2023,Enero,26,Jueves,2023,Enero,21,Viernes,Guatemala,Guatemala,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ignorado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
571,2023,Enero,27,Viernes,2023,Enero,26,Sábado,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,11,06:00 a 11:59,00:00 a 11:59,Hurto
572,2023,Febrero,3,Viernes,2023,Febrero,2,Sábado,Jalapa,San Carlos Alzatate,Ignorada,Ignorado,24,20-24,20-24,20 - 24,Ignorado,Hurto,10,06:00 a 11:59,00:00 a 11:59,Hurto
573,2023,Febrero,6,Lunes,2023,Febrero,4,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
574,2023,Febrero,7,Martes,2023,Enero,30,Miercoles,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
575,2023,Febrero,7,Martes,2023,Febrero,3,Miercoles,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
576,2023,Febrero,9,Jueves,2023,Febrero,8,Viernes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
577,2023,Febrero,9,Jueves,2023,Febrero,8,Viernes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
578,2023,Febrero,14,Martes,2023,Febrero,7,Miercoles,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Casado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
579,2023,Febrero,17,Viernes,2023,Febrero,13,Sábado,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
580,2023,Febrero,27,Lunes,2022,Febrero,25,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
581,2023,Febrero,27,Lunes,2023,Febrero,19,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
582,2023,Febrero,28,Martes,2023,Febrero,27,Miercoles,Sacatepéquez,San Miguel Dueñas,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
583,2023,Marzo,15,Miercoles,2023,Marzo,11,Jueves,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
584,2023,Marzo,15,Miercoles,2023,Marzo,8,Jueves,Jalapa,San Carlos Alzatate,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
585,2023,Marzo,17,Viernes,2023,Marzo,16,Sábado,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Lesiones leves,11,06:00 a 11:59,00:00 a 11:59,Lesiones leves
586,2023,Marzo,17,Viernes,2023,Marzo,16,Sábado,Jalapa,San Carlos Alzatate,Ignorada,Ignorado,22,20-24,20-24,20 - 24,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
587,2023,Marzo,27,Lunes,2023,Marzo,24,Martes,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,10,06:00 a 11:59,00:00 a 11:59,Robo agravado
588,2023,Marzo,31,Viernes,2023,Marzo,16,Sábado,Jalapa,San Carlos Alzatate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
589,2023,Marzo,6,Lunes,2023,Marzo,4,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,12,12:00 a 17:59,12:00 a 17:59,Hurto
590,2023,Marzo,6,Lunes,2023,Febrero,25,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,12,12:00 a 17:59,12:00 a 17:59,Robo agravado
591,2023,Marzo,6,Lunes,2023,Enero,29,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
592,2023,Marzo,6,Lunes,2023,Enero,29,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Difamación,12,12:00 a 17:59,12:00 a 17:59,Otros
593,2023,Marzo,6,Lunes,2023,Marzo,4,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
594,2023,Marzo,6,Lunes,2023,Enero,28,Martes,Chimaltenango,Acatenango,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
595,2023,Marzo,6,Lunes,2023,Marzo,4,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
596,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
597,2023,Marzo,6,Lunes,2023,Marzo,1,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,17,12:00 a 17:59,12:00 a 17:59,Lesiones leves
598,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,17,12:00 a 17:59,12:00 a 17:59,Lesiones leves
599,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,17,12:00 a 17:59,12:00 a 17:59,Lesiones leves
600,2023,Marzo,8,Miercoles,2023,Marzo,5,Jueves,San Marcos,Nuevo Progreso,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Casado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
601,2023,Marzo,8,Miercoles,2023,Marzo,5,Jueves,San Marcos,Nuevo Progreso,Ignorada,Hombre,31,30-34,30-34,30 - 34,Soltero,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
602,2023,Marzo,8,Miercoles,2023,Marzo,3,Jueves,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,12,12:00 a 17:59,12:00 a 17:59,Otros
603,2023,Marzo,8,Miercoles,2023,Marzo,3,Jueves,Retalhuleu,San Sebastián,Ignorada,Ignorado,40,40-44,40-44,40 - 44,Ignorado,Contra los recursos forestales,12,12:00 a 17:59,12:00 a 17:59,Otros
604,2023,Marzo,9,Jueves,2023,Marzo,6,Viernes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
605,2023,Marzo,9,Jueves,2023,Marzo,7,Viernes,Retalhuleu,San Sebastián,Ignorada,Hombre,63,60-100,60-64,60 - 64,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
606,2023,Marzo,10,Viernes,2023,Marzo,9,Sábado,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,8,06:00 a 11:59,00:00 a 11:59,Amenazas
607,2023,Marzo,10,Viernes,2023,Marzo,3,Sábado,Escuintla,Tiquisate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,12,12:00 a 17:59,12:00 a 17:59,Otros
608,2023,Marzo,10,Viernes,2023,Marzo,8,Sábado,Retalhuleu,San Sebastián,Ignorada,Ignorado,40,40-44,40-44,40 - 44,Ignorado,Coacción,15,12:00 a 17:59,12:00 a 17:59,Coacción
609,2023,Marzo,10,Viernes,2023,Marzo,8,Sábado,Retalhuleu,San Sebastián,Ignorada,Ignorado,35,35-39,35-39,35 - 39,Ignorado,Coacción,15,12:00 a 17:59,12:00 a 17:59,Coacción
610,2023,Marzo,10,Viernes,2023,Marzo,8,Sábado,Retalhuleu,San Sebastián,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Otros,16,12:00 a 17:59,12:00 a 17:59,Otros
611,2023,Marzo,10,Viernes,2023,Marzo,8,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,16,12:00 a 17:59,12:00 a 17:59,Amenazas
612,2023,Marzo,13,Lunes,2023,Marzo,10,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,10,06:00 a 11:59,00:00 a 11:59,Lesiones leves
613,2023,Marzo,13,Lunes,2023,Marzo,9,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,20,20-24,20-24,20 - 24,Ignorado,Estafa propia,10,06:00 a 11:59,00:00 a 11:59,Otros
614,2023,Marzo,13,Lunes,2023,Marzo,9,Martes,Retalhuleu,San Sebastián,Ignorada,Ignorado,20,20-24,20-24,20 - 24,Ignorado,Estafa propia,10,06:00 a 11:59,00:00 a 11:59,Otros
615,2023,Marzo,13,Lunes,2023,Marzo,9,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
616,2023,Marzo,13,Lunes,2023,Febrero,28,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
617,2023,Marzo,20,Lunes,2023,Marzo,18,Martes,Retalhuleu,Retalhuleu,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Calumnia,11,06:00 a 11:59,00:00 a 11:59,Otros
618,2023,Marzo,20,Lunes,2023,Marzo,18,Martes,Retalhuleu,Retalhuleu,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Injuria,11,06:00 a 11:59,00:00 a 11:59,Otros
619,2023,Marzo,20,Lunes,2023,Marzo,17,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,48,45-49,45-49,45 - 49,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
620,2023,Marzo,20,Lunes,2023,Marzo,17,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,71,60-100,70-74,70 - 74,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
621,2023,Marzo,20,Lunes,2021,Junio,8,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,11,06:00 a 11:59,00:00 a 11:59,Otros
