núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
283,2023,Enero,3,Martes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,9,Hombre,59,55-59,55-59,55 - 59,Otras causas,Otras causas
284,2023,Enero,3,Martes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,9,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
285,2023,Enero,3,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
286,2023,Enero,3,Martes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
287,2023,Enero,3,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,9,Hombre,30,30-34,30-34,30 - 34,Robo a peatones,Contra el patrimonio
288,2023,Enero,3,Martes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,18,Mujer,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
289,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,San José Pinula,Ignorada,Hombre,59,55-59,55-59,55 - 59,Otras causas,Otras causas
290,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,10,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
291,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,5,Hombre,40,40-44,40-44,40 - 44,Orden de captura,Otras causas
292,2023,Enero,3,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,12,Mujer,43,40-44,40-44,40 - 44,Otras causas,Otras causas
293,2023,Enero,3,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,12,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
294,2023,Enero,3,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,70,60 y más,70-74,70 - 74,Portación ilegal arma de fuego,Otras causas
295,2023,Enero,3,Martes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,43,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
296,2023,Enero,3,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
297,2023,Enero,3,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
298,2023,Enero,3,Martes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Canales,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
299,2023,Enero,3,Martes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
300,2023,Enero,3,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Canales,Ignorada,Hombre,46,45-49,45-49,45 - 49,Orden de captura,Otras causas
301,2023,Enero,3,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Villa Canales,Ignorada,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
302,2023,Enero,3,Martes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Canales,Ignorada,Hombre,48,45-49,45-49,45 - 49,Orden de captura,Otras causas
303,2023,Enero,3,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,32,30-34,30-34,30 - 34,Portación ilegal arma de fuego,Otras causas
304,2023,Enero,3,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,25,25-29,25-29,25 - 29,Portación ilegal arma de fuego,Otras causas
305,2023,Enero,3,Martes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,19,Hombre,24,20-24,20-24,20 - 24,Orden de captura,Otras causas
306,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,San Juan Sacatepéquez,Ignorada,Mujer,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
307,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,San Juan Sacatepéquez,Ignorada,Mujer,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
308,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,41,40-44,40-44,40 - 44,Riña,Otras causas
309,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,47,45-49,45-49,45 - 49,Riña,Otras causas
310,2023,Enero,3,Martes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
311,2023,Enero,3,Martes,7,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Esquipulas,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
312,2023,Enero,3,Martes,7,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Esquipulas,Ignorada,Hombre,65,60 y más,65-69,65 - 69,Otras causas,Otras causas
313,2023,Enero,3,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Chiquimula,San José la Arada,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Otras causas,Otras causas
314,2023,Enero,3,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Chiquimula,Chiquimula,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
315,2023,Enero,3,Martes,22,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Esquipulas,Ignorada,Hombre,36,35-39,35-39,35 - 39,Orden de captura,Otras causas
316,2023,Enero,3,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Estanzuela,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
317,2023,Enero,3,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Estanzuela,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
318,2023,Enero,3,Martes,9,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
319,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,16,15-19,15-19,15 - 19,Otras causas,Otras causas
320,2023,Enero,3,Martes,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,22,20-24,20-24,20 - 24,Allanamiento de morada,Otras causas
321,2023,Enero,3,Martes,1,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
322,2023,Enero,3,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,49,45-49,45-49,45 - 49,Otras causas,Otras causas
323,2023,Enero,3,Martes,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
324,2023,Enero,3,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otros robos y hurtos,Contra el patrimonio
325,2023,Enero,3,Martes,16,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Pablo Jocopilas,Ignorada,Hombre,44,40-44,40-44,40 - 44,Otras causas,Otras causas
326,2023,Enero,3,Martes,21,18:00 a 23:59,18:00 a 23:59,Rural,Retalhuleu,San Sebastián,Ignorada,Hombre,39,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
327,2023,Enero,3,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
328,2023,Enero,3,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,San Mateo,Ignorada,Mujer,45,45-49,45-49,45 - 49,Ebriedad y escándalo,Otras causas
329,2023,Enero,3,Martes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,41,40-44,40-44,40 - 44,Robo de motocicletas,Contra el patrimonio
330,2023,Enero,3,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,El Rodeo,Ignorada,Hombre,65,60 y más,65-69,65 - 69,Otras causas,Otras causas
331,2023,Enero,3,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Marcos,Ignorada,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
332,2023,Enero,3,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,Pajapita,Ignorada,Hombre,27,25-29,25-29,25 - 29,Allanamiento de morada,Otras causas
333,2023,Enero,3,Martes,2,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
334,2023,Enero,3,Martes,2,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Pedro Sacatepéquez,Ignorada,Mujer,32,30-34,30-34,30 - 34,Otras causas,Otras causas
335,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,Pajapita,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otros robos y hurtos,Contra el patrimonio
336,2023,Enero,3,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Esquipulas Palo Gordo,Ignorada,Mujer,65,60 y más,65-69,65 - 69,Ebriedad y escándalo,Otras causas
337,2023,Enero,3,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Ixchiguán,Ignorada,Hombre,55,55-59,55-59,55 - 59,Orden de captura,Otras causas
338,2023,Enero,3,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Catarina,Ignorada,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
339,2023,Enero,3,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,San Antonio Sacatepéquez,Ignorada,Hombre,49,45-49,45-49,45 - 49,Ebriedad y escándalo,Otras causas
340,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Huehuetenango,San Sebastián Huehuetenango,Ignorada,Hombre,49,45-49,45-49,45 - 49,Orden de captura,Otras causas
341,2023,Enero,3,Martes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Mujer,48,45-49,45-49,45 - 49,Orden de captura,Otras causas
342,2023,Enero,3,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,San Pedro Necta,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
343,2023,Enero,3,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,San Pedro Necta,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
344,2023,Enero,3,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Huehuetenango,Aguacatán,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
345,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,23,20-24,20-24,20 - 24,Robo a comercios,Contra el patrimonio
346,2023,Enero,3,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
347,2023,Enero,3,Martes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,51,50-54,50-54,50 - 54,Orden de captura,Otras causas
348,2023,Enero,3,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
349,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,35,35-39,35-39,35 - 39,Orden de captura,Otras causas
350,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Granados,Ignorada,Hombre,38,35-39,35-39,35 - 39,Delitos forestales,Otras causas
351,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Granados,Ignorada,Hombre,29,25-29,25-29,25 - 29,Delitos forestales,Otras causas
352,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Granados,Ignorada,Hombre,36,35-39,35-39,35 - 39,Delitos forestales,Otras causas
353,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Granados,Ignorada,Hombre,47,45-49,45-49,45 - 49,Delitos forestales,Otras causas
354,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Granados,Ignorada,Hombre,23,20-24,20-24,20 - 24,Delitos forestales,Otras causas
355,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Granados,Ignorada,Hombre,46,45-49,45-49,45 - 49,Delitos forestales,Otras causas
356,2023,Enero,3,Martes,22,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,Rabinal,Ignorada,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
357,2023,Enero,3,Martes,9,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,San Agustín Acasaguastlán,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
358,2023,Enero,3,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Petén,San Luis,Ignorada,Hombre,47,45-49,45-49,45 - 49,Orden de captura,Otras causas
359,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
360,2023,Enero,3,Martes,1,00:00 a 05:59,00:00 a 11:59,Rural,Quiché,Chinique,Ignorada,Hombre,48,45-49,45-49,45 - 49,Otras causas,Otras causas
361,2023,Enero,3,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,Quiché,San Juan Cotzal,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
362,2023,Enero,3,Martes,23,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Zacualpa,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
363,2023,Enero,3,Martes,5,00:00 a 05:59,00:00 a 11:59,Rural,Sololá,Sololá,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
364,2023,Enero,3,Martes,5,00:00 a 05:59,00:00 a 11:59,Rural,Sololá,Sololá,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
365,2023,Enero,3,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,San Andrés Itzapa,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
366,2023,Enero,3,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,San Andrés Itzapa,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
367,2023,Enero,3,Martes,6,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,En allanamientos judiciales,Otras causas
368,2023,Enero,3,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,61,60 y más,60-64,60 - 64,Otras causas,Otras causas
369,2023,Enero,3,Martes,23,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,San Juan Alotenango,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
370,2023,Enero,3,Martes,23,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,San Juan Alotenango,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
371,2023,Enero,3,Martes,10,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,San Miguel Dueñas,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otros robos y hurtos,Contra el patrimonio
372,2023,Enero,3,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
373,2023,Enero,3,Martes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,Ciudad Vieja,Ignorada,Hombre,17,15-19,15-19,15 - 19,Otras causas,Otras causas
374,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
375,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
376,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
377,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
378,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
379,2023,Enero,4,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,54,50-54,50-54,50 - 54,Orden de captura,Otras causas
380,2023,Enero,4,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,3,Hombre,47,45-49,45-49,45 - 49,Orden de captura,Otras causas
381,2023,Enero,4,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
382,2023,Enero,4,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
383,2023,Enero,4,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,San José Pinula,Ignorada,Mujer,56,55-59,55-59,55 - 59,En allanamientos judiciales,Otras causas
384,2023,Enero,4,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,San José Pinula,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
385,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,San José Pinula,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
386,2023,Enero,4,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,San José Pinula,Ignorada,Hombre,36,35-39,35-39,35 - 39,En allanamientos judiciales,Otras causas
387,2023,Enero,4,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,7,Hombre,31,30-34,30-34,30 - 34,Robo de vehículos,Contra el patrimonio
388,2023,Enero,4,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,7,Mujer,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
389,2023,Enero,4,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
390,2023,Enero,4,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
391,2023,Enero,4,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
392,2023,Enero,4,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Amatitlán,Ignorada,Hombre,40,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
393,2023,Enero,4,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,37,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
394,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Canales,Ignorada,Hombre,39,35-39,35-39,35 - 39,Allanamiento de morada,Otras causas
395,2023,Enero,4,Miercoles,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,22,20-24,20-24,20 - 24,Tráfico de droga,Otras causas
396,2023,Enero,4,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
397,2023,Enero,4,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,19,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
398,2023,Enero,4,Miercoles,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,19,Mujer,39,35-39,35-39,35 - 39,En allanamientos judiciales,Otras causas
399,2023,Enero,4,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
400,2023,Enero,4,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,19,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,En allanamientos judiciales,Otras causas
401,2023,Enero,4,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,16,15-19,15-19,15 - 19,Robo en iglesias,Contra el patrimonio
402,2023,Enero,4,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
403,2023,Enero,4,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
404,2023,Enero,4,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
405,2023,Enero,4,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
406,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Zacapa,Zacapa,Ignorada,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
407,2023,Enero,4,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Zacapa,Teculután,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ebriedad y escándalo,Otras causas
408,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Mujer,32,30-34,30-34,30 - 34,Riña,Otras causas
409,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Mujer,31,30-34,30-34,30 - 34,Riña,Otras causas
410,2023,Enero,4,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
411,2023,Enero,4,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,17,15-19,15-19,15 - 19,Portación ilegal arma de fuego,Otras causas
412,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
413,2023,Enero,4,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,54,50-54,50-54,50 - 54,Otras causas,Otras causas
414,2023,Enero,4,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
415,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
416,2023,Enero,4,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Ignorada,Hombre,62,60 y más,60-64,60 - 64,Otras causas,Otras causas
417,2023,Enero,4,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Ignorada,Mujer,36,35-39,35-39,35 - 39,Otras causas,Otras causas
418,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
419,2023,Enero,4,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
420,2023,Enero,4,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Taxisco,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
421,2023,Enero,4,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Taxisco,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
422,2023,Enero,4,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Guazacapán,Ignorada,Hombre,54,50-54,50-54,50 - 54,Otras causas,Otras causas
423,2023,Enero,4,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
424,2023,Enero,4,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
425,2023,Enero,4,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Hombre,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
