núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
24311,2023,Julio,2,Domingo,9,06:00 a 11:59,00:00 a 11:59,Urbano,Izabal,Puerto Barrios,Ignorada,Hombre,21,20-24,20-24,20 - 24,Orden de captura,Otras causas
24312,2023,Julio,2,Domingo,22,18:00 a 23:59,18:00 a 23:59,Urbano,Izabal,Morales,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
24313,2023,Julio,2,Domingo,23,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,San Benito,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
24314,2023,Julio,2,Domingo,2,00:00 a 05:59,00:00 a 11:59,Urbano,Petén,Flores,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
24315,2023,Julio,2,Domingo,2,00:00 a 05:59,00:00 a 11:59,Urbano,Petén,Flores,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
24316,2023,Julio,2,Domingo,0,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Poptún,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
24317,2023,Julio,2,Domingo,1,00:00 a 05:59,00:00 a 11:59,Urbano,Petén,Flores,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
24318,2023,Julio,2,Domingo,12,12:00 a 17:59,12:00 a 17:59,Rural,Petén,El Chal,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
24319,2023,Julio,2,Domingo,14,12:00 a 17:59,12:00 a 17:59,Urbano,Petén,El Chal,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
24320,2023,Julio,2,Domingo,15,12:00 a 17:59,12:00 a 17:59,Urbano,Petén,San Benito,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24321,2023,Julio,2,Domingo,18,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,San Benito,Ignorada,Mujer,38,35-39,35-39,35 - 39,Otras causas,Otras causas
24322,2023,Julio,2,Domingo,21,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,Poptún,Ignorada,Hombre,26,25-29,25-29,25 - 29,Agresión,Otras causas
24323,2023,Julio,2,Domingo,21,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Ixcán,Ignorada,Hombre,48,45-49,45-49,45 - 49,Ebriedad y escándalo,Otras causas
24324,2023,Julio,2,Domingo,0,00:00 a 05:59,00:00 a 11:59,Rural,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
24325,2023,Julio,2,Domingo,14,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,Zacualpa,Ignorada,Hombre,56,55-59,55-59,55 - 59,Orden de captura,Otras causas
24326,2023,Julio,2,Domingo,18,18:00 a 23:59,18:00 a 23:59,Urbano,Quiché,Joyabaj,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
24327,2023,Julio,2,Domingo,18,18:00 a 23:59,18:00 a 23:59,Urbano,Quiché,Joyabaj,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
24328,2023,Julio,2,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,33,30-34,30-34,30 - 34,Robo de vehículos,Contra el patrimonio
24329,2023,Julio,2,Domingo,23,18:00 a 23:59,18:00 a 23:59,Urbano,Sololá,Concepción,Ignorada,Hombre,37,35-39,35-39,35 - 39,Otras causas,Otras causas
24330,2023,Julio,2,Domingo,9,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,22,20-24,20-24,20 - 24,Robo de motocicletas,Contra el patrimonio
24331,2023,Julio,2,Domingo,13,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Chimaltenango,Ignorada,Hombre,44,40-44,40-44,40 - 44,Otras causas,Otras causas
24332,2023,Julio,2,Domingo,15,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,49,45-49,45-49,45 - 49,Otras causas,Otras causas
24333,2023,Julio,2,Domingo,9,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
24334,2023,Julio,2,Domingo,9,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Otras causas,Otras causas
24335,2023,Julio,2,Domingo,20,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Chimaltenango,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
24336,2023,Julio,2,Domingo,0,00:00 a 05:59,00:00 a 11:59,Urbano,Sacatepéquez,Ciudad Vieja,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24337,2023,Julio,2,Domingo,8,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
24338,2023,Julio,3,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,28,25-29,25-29,25 - 29,Disturbios,Otras causas
24339,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,9,Mujer,53,50-54,50-54,50 - 54,Otras causas,Otras causas
24340,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,9,Mujer,66,60 y más,65-69,65 - 69,Otras causas,Otras causas
24341,2023,Julio,3,Lunes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
24342,2023,Julio,3,Lunes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,2,Mujer,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
24343,2023,Julio,3,Lunes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,3,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
24344,2023,Julio,3,Lunes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,6,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
24345,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,25,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
24346,2023,Julio,3,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,18,Hombre,28,25-29,25-29,25 - 29,Robo de motocicletas,Contra el patrimonio
24347,2023,Julio,3,Lunes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,18,Mujer,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
24348,2023,Julio,3,Lunes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Chinautla,Ignorada,Mujer,35,35-39,35-39,35 - 39,Agresión,Otras causas
24349,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,24,20-24,20-24,20 - 24,Extorsión,Extorsión
24350,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,San Pedro Ayampuc,Ignorada,Mujer,14,Menor de 15,Menor de 15,10 - 14,Extorsión,Extorsión
24351,2023,Julio,3,Lunes,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
24352,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Santa Catarina Pinula,Ignorada,Mujer,31,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
24353,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Santa Catarina Pinula,Ignorada,Mujer,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24354,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
24355,2023,Julio,3,Lunes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
24356,2023,Julio,3,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,11,Hombre,50,50-54,50-54,50 - 54,Ebriedad y escándalo,Otras causas
24357,2023,Julio,3,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,11,Mujer,37,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
24358,2023,Julio,3,Lunes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,7,Hombre,54,50-54,50-54,50 - 54,Orden de captura,Otras causas
24359,2023,Julio,3,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
24360,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,15,15-19,15-19,15 - 19,Extorsión,Extorsión
24361,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Petapa,Ignorada,Mujer,27,25-29,25-29,25 - 29,Extorsión,Extorsión
24362,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,18,15-19,15-19,15 - 19,Extorsión,Extorsión
24363,2023,Julio,3,Lunes,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,48,45-49,45-49,45 - 49,Orden de captura,Otras causas
24364,2023,Julio,3,Lunes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
24365,2023,Julio,3,Lunes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Mujer,17,15-19,15-19,15 - 19,Otras causas,Otras causas
24366,2023,Julio,3,Lunes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,26,25-29,25-29,25 - 29,Tráfico de droga,Otras causas
24367,2023,Julio,3,Lunes,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,26,25-29,25-29,25 - 29,Portación ilegal arma de fuego,Otras causas
24368,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
24369,2023,Julio,3,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Mixco,Ignorada,Hombre,60,60 y más,60-64,60 - 64,Orden de captura,Otras causas
24370,2023,Julio,3,Lunes,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
24371,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Jutiapa,Jutiapa,Ignorada,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
24372,2023,Julio,3,Lunes,10,06:00 a 11:59,00:00 a 11:59,Rural,Jalapa,Monjas,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
24373,2023,Julio,3,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,San José,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
24374,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
24375,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24376,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
24377,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24378,2023,Julio,3,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Palín,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
24379,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otros robos y hurtos,Contra el patrimonio
24380,2023,Julio,3,Lunes,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24381,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,22,20-24,20-24,20 - 24,Robo a peatones,Contra el patrimonio
24382,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Ignorada,Mujer,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
24383,2023,Julio,3,Lunes,3,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
24384,2023,Julio,3,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,35,35-39,35-39,35 - 39,Riña,Otras causas
24385,2023,Julio,3,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,42,40-44,40-44,40 - 44,Riña,Otras causas
24386,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Santa Rosa,Barberena,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24387,2023,Julio,3,Lunes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Santa Rosa,Barberena,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
24388,2023,Julio,3,Lunes,2,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Chiquimulilla,Ignorada,Hombre,67,60 y más,65-69,65 - 69,Otras causas,Otras causas
24389,2023,Julio,3,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,29,25-29,25-29,25 - 29,Robo a residencias,Contra el patrimonio
24390,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Santa Rosa,Santa Cruz el Naranjo,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
24391,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Suchitepéquez,San José La Máquina,Ignorada,Hombre,46,45-49,45-49,45 - 49,Orden de captura,Otras causas
24392,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Retalhuleu,San Felipe Retalhuleu,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otros robos y hurtos,Contra el patrimonio
24393,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Coatepeque,Ignorada,Hombre,37,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
24394,2023,Julio,3,Lunes,7,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,35,35-39,35-39,35 - 39,Orden de captura,Otras causas
24395,2023,Julio,3,Lunes,6,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,27,25-29,25-29,25 - 29,Allanamiento de morada,Otras causas
24396,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,El Quetzal,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otros robos y hurtos,Contra el patrimonio
24397,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,El Quetzal,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otros robos y hurtos,Contra el patrimonio
24398,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,El Quetzal,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otros robos y hurtos,Contra el patrimonio
24399,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,La Blanca,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24400,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,42,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
24401,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,31,30-34,30-34,30 - 34,Allanamiento de morada,Otras causas
24402,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Huehuetenango,La Libertad,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
24403,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Huehuetenango,La Democracia,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
24404,2023,Julio,3,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
24405,2023,Julio,3,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
24406,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Totonicapán,San Cristóbal Totonicapán,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
24407,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Totonicapán,Totonicapán,Ignorada,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
24408,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Totonicapán,San Cristóbal Totonicapán,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
24409,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Totonicapán,San Cristóbal Totonicapán,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
24410,2023,Julio,3,Lunes,6,06:00 a 11:59,00:00 a 11:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,47,45-49,45-49,45 - 49,Portación ilegal arma de fuego,Otras causas
24411,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
24412,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Fray Bartolomé de las Casas,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
24413,2023,Julio,3,Lunes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,37,35-39,35-39,35 - 39,Otras causas,Otras causas
24414,2023,Julio,3,Lunes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,30,30-34,30-34,30 - 34,Agresión,Otras causas
24415,2023,Julio,3,Lunes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,74,60 y más,70-74,70 - 74,Agresión,Otras causas
24416,2023,Julio,3,Lunes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,39,35-39,35-39,35 - 39,Agresión,Otras causas
24417,2023,Julio,3,Lunes,6,06:00 a 11:59,00:00 a 11:59,Rural,Alta Verapaz,Tamahú,Ignorada,Hombre,21,20-24,20-24,20 - 24,Orden de captura,Otras causas
24418,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Alta Verapaz,Cobán,Ignorada,Mujer,24,20-24,20-24,20 - 24,Robo a residencias,Contra el patrimonio
24419,2023,Julio,3,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
24420,2023,Julio,3,Lunes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,44,40-44,40-44,40 - 44,Otras causas,Otras causas
24421,2023,Julio,3,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
24422,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Baja Verapaz,Salamá,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
24423,2023,Julio,3,Lunes,14,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,Purulhá,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
24424,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Salamá,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
24425,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,Rabinal,Ignorada,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
24426,2023,Julio,3,Lunes,10,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Cubulco,Ignorada,Hombre,60,60 y más,60-64,60 - 64,Otros robos y hurtos,Contra el patrimonio
24427,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Baja Verapaz,Cubulco,Ignorada,Mujer,24,20-24,20-24,20 - 24,Estafa,Otras causas
24428,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,San Antonio la Paz,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
24429,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,53,50-54,50-54,50 - 54,Otras causas,Otras causas
24430,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,17,15-19,15-19,15 - 19,Otras causas,Otras causas
24431,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,El Progreso,San Agustín Acasaguastlán,Ignorada,Hombre,71,60 y más,70-74,70 - 74,Otras causas,Otras causas
24432,2023,Julio,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Izabal,Puerto Barrios,Ignorada,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
24433,2023,Julio,3,Lunes,6,06:00 a 11:59,00:00 a 11:59,Urbano,Izabal,Puerto Barrios,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
24434,2023,Julio,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Izabal,El Estor,Ignorada,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
24435,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Izabal,Puerto Barrios,Ignorada,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
24436,2023,Julio,3,Lunes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Izabal,Livingston,Ignorada,Mujer,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
24437,2023,Julio,3,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Los Amates,Ignorada,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
24438,2023,Julio,3,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Francisco,Ignorada,Hombre,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
24439,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,San Benito,Ignorada,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
24440,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,Flores,Ignorada,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
24441,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,El Chal,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24442,2023,Julio,3,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Quiché,San Miguel Uspantán,Ignorada,Hombre,51,50-54,50-54,50 - 54,Ebriedad y escándalo,Otras causas
24443,2023,Julio,3,Lunes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24444,2023,Julio,3,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Comalapa,Ignorada,Hombre,78,60 y más,75-79,75 - 79,Orden de captura,Otras causas
24445,2023,Julio,3,Lunes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Santa Cruz Balanyá,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
24446,2023,Julio,3,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,San Andrés Itzapa,Ignorada,Mujer,24,20-24,20-24,20 - 24,Otras causas,Otras causas
24447,2023,Julio,3,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,36,35-39,35-39,35 - 39,Orden de captura,Otras causas
24448,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,San Andrés Itzapa,Ignorada,Hombre,51,50-54,50-54,50 - 54,Otras causas,Otras causas
24449,2023,Julio,3,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Santa María de Jesús,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
24450,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
