origen_municipio_pcode,destino_municipio_pcode,puerto_salida,medio_transporte,distancia_km,tiempo_estimado_horas,producto_principal
GT1224,,Frontera El Florido,Terrestre - Camión de Carga,337.00,11.00,Café y Cardamomo Especial
GT1225,GT1201,,Terrestre - Camión de Carga,34.00,1.00,Maíz y Frijol Negro
GT1225,GT0101,,Terrestre - Camión de Carga,136.00,3.00,Hortalizas y Artesanías
GT1225,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,348.00,6.00,Café y Cardamomo Especial
GT1226,GT1201,,Terrestre - Camión de Carga,68.00,3.00,Maíz y Frijol Negro
GT1226,GT0101,,Terrestre - Camión de Carga,205.00,4.00,Hortalizas y Artesanías
GT1226,,Puerto Quetzal,Terrestre - Camión de Carga,451.00,8.00,Café y Cardamomo Especial
GT1227,GT1201,,Terrestre - Camión de Carga,51.00,1.00,Maíz y Frijol Negro
GT1227,GT0101,,Terrestre - Camión de Carga,128.00,2.00,Hortalizas y Artesanías
GT1227,,Frontera Tecún Umán,Terrestre - Camión de Carga,473.00,5.00,Café y Cardamomo Especial
GT1228,GT1201,,Terrestre - Camión de Carga,33.00,1.00,Maíz y Frijol Negro
GT1228,GT0101,,Terrestre - Camión de Carga,162.00,4.00,Hortalizas y Artesanías
GT1228,,Frontera El Florido,Terrestre - Camión de Carga,264.00,12.00,Café y Cardamomo Especial
GT1229,GT1201,,Terrestre - Camión de Carga,11.00,1.00,Maíz y Frijol Negro
GT1229,GT0101,,Terrestre - Camión de Carga,113.00,3.00,Hortalizas y Artesanías
GT1229,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,207.00,12.00,Café y Cardamomo Especial
GT1230,GT1201,,Terrestre - Camión de Carga,37.00,2.00,Maíz y Frijol Negro
GT1230,GT0101,,Terrestre - Camión de Carga,197.00,4.00,Hortalizas y Artesanías
GT1230,,Puerto Quetzal,Terrestre - Camión de Carga,455.00,10.00,Café y Cardamomo Especial
GT1301,GT1301,,Terrestre - Camión de Carga,69.00,3.00,Maíz y Frijol Negro
GT1301,GT0101,,Terrestre - Camión de Carga,292.00,2.00,Hortalizas y Artesanías
GT1301,,Frontera Tecún Umán,Terrestre - Camión de Carga,369.00,6.00,Café y Cardamomo Especial
GT1302,GT1301,,Terrestre - Camión de Carga,28.00,1.00,Maíz y Frijol Negro
GT1302,GT0101,,Terrestre - Camión de Carga,158.00,5.00,Hortalizas y Artesanías
GT1302,,Frontera El Florido,Terrestre - Camión de Carga,236.00,12.00,Café y Cardamomo Especial
GT1303,GT1301,,Terrestre - Camión de Carga,33.00,1.00,Maíz y Frijol Negro
GT1303,GT0101,,Terrestre - Camión de Carga,319.00,4.00,Hortalizas y Artesanías
GT1303,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,395.00,5.00,Café y Cardamomo Especial
GT1304,GT1301,,Terrestre - Camión de Carga,25.00,3.00,Maíz y Frijol Negro
GT1304,GT0101,,Terrestre - Camión de Carga,153.00,5.00,Hortalizas y Artesanías
GT1304,,Puerto Quetzal,Terrestre - Camión de Carga,426.00,8.00,Café y Cardamomo Especial
GT1305,GT1301,,Terrestre - Camión de Carga,14.00,1.00,Maíz y Frijol Negro
GT1305,GT0101,,Terrestre - Camión de Carga,207.00,7.00,Hortalizas y Artesanías
GT1305,,Frontera Tecún Umán,Terrestre - Camión de Carga,248.00,8.00,Café y Cardamomo Especial
GT1306,GT1301,,Terrestre - Camión de Carga,70.00,2.00,Maíz y Frijol Negro
GT1306,GT0101,,Terrestre - Camión de Carga,264.00,4.00,Hortalizas y Artesanías
GT1306,,Frontera El Florido,Terrestre - Camión de Carga,365.00,7.00,Café y Cardamomo Especial
GT1307,GT1301,,Terrestre - Camión de Carga,15.00,3.00,Maíz y Frijol Negro
GT1307,GT0101,,Terrestre - Camión de Carga,230.00,6.00,Hortalizas y Artesanías
GT1307,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,262.00,9.00,Café y Cardamomo Especial
GT1308,GT1301,,Terrestre - Camión de Carga,71.00,3.00,Maíz y Frijol Negro
GT1308,GT0101,,Terrestre - Camión de Carga,166.00,3.00,Hortalizas y Artesanías
GT1308,,Puerto Quetzal,Terrestre - Camión de Carga,384.00,5.00,Café y Cardamomo Especial
GT1309,GT1301,,Terrestre - Camión de Carga,37.00,1.00,Maíz y Frijol Negro
GT1309,GT0101,,Terrestre - Camión de Carga,150.00,7.00,Hortalizas y Artesanías
GT1309,,Frontera Tecún Umán,Terrestre - Camión de Carga,422.00,10.00,Café y Cardamomo Especial
GT1310,GT1301,,Terrestre - Camión de Carga,11.00,1.00,Maíz y Frijol Negro
GT1310,GT0101,,Terrestre - Camión de Carga,293.00,4.00,Hortalizas y Artesanías
GT1310,,Frontera El Florido,Terrestre - Camión de Carga,499.00,6.00,Café y Cardamomo Especial
GT1311,GT1301,,Terrestre - Camión de Carga,60.00,1.00,Maíz y Frijol Negro
GT1311,GT0101,,Terrestre - Camión de Carga,92.00,2.00,Hortalizas y Artesanías
GT1311,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,497.00,12.00,Café y Cardamomo Especial
GT1312,GT1301,,Terrestre - Camión de Carga,29.00,2.00,Maíz y Frijol Negro
GT1312,GT0101,,Terrestre - Camión de Carga,287.00,2.00,Hortalizas y Artesanías
GT1312,,Puerto Quetzal,Terrestre - Camión de Carga,327.00,7.00,Café y Cardamomo Especial
GT1313,GT1301,,Terrestre - Camión de Carga,73.00,1.00,Maíz y Frijol Negro
GT1313,GT0101,,Terrestre - Camión de Carga,265.00,6.00,Hortalizas y Artesanías
GT1313,,Frontera Tecún Umán,Terrestre - Camión de Carga,373.00,5.00,Café y Cardamomo Especial
GT1314,GT1301,,Terrestre - Camión de Carga,17.00,2.00,Maíz y Frijol Negro
GT1314,GT0101,,Terrestre - Camión de Carga,255.00,3.00,Hortalizas y Artesanías
GT1314,,Frontera El Florido,Terrestre - Camión de Carga,474.00,6.00,Café y Cardamomo Especial
GT1315,GT1301,,Terrestre - Camión de Carga,26.00,2.00,Maíz y Frijol Negro
GT1315,GT0101,,Terrestre - Camión de Carga,149.00,4.00,Hortalizas y Artesanías
GT1315,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,485.00,10.00,Café y Cardamomo Especial
GT1316,GT1301,,Terrestre - Camión de Carga,66.00,3.00,Maíz y Frijol Negro
GT1316,GT0101,,Terrestre - Camión de Carga,139.00,2.00,Hortalizas y Artesanías
GT1316,,Puerto Quetzal,Terrestre - Camión de Carga,393.00,10.00,Café y Cardamomo Especial
GT1317,GT1301,,Terrestre - Camión de Carga,27.00,2.00,Maíz y Frijol Negro
GT1317,GT0101,,Terrestre - Camión de Carga,320.00,2.00,Hortalizas y Artesanías
GT1317,,Frontera Tecún Umán,Terrestre - Camión de Carga,448.00,12.00,Café y Cardamomo Especial
GT1318,GT1301,,Terrestre - Camión de Carga,47.00,3.00,Maíz y Frijol Negro
GT1318,GT0101,,Terrestre - Camión de Carga,268.00,5.00,Hortalizas y Artesanías
GT1318,,Frontera El Florido,Terrestre - Camión de Carga,297.00,7.00,Café y Cardamomo Especial
GT1319,GT1301,,Terrestre - Camión de Carga,79.00,2.00,Maíz y Frijol Negro
GT1319,GT0101,,Terrestre - Camión de Carga,172.00,7.00,Hortalizas y Artesanías
GT1319,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,439.00,9.00,Café y Cardamomo Especial
GT1320,GT1301,,Terrestre - Camión de Carga,80.00,1.00,Maíz y Frijol Negro
GT1320,GT0101,,Terrestre - Camión de Carga,107.00,6.00,Hortalizas y Artesanías
GT1320,,Puerto Quetzal,Terrestre - Camión de Carga,279.00,12.00,Café y Cardamomo Especial
GT1321,GT1301,,Terrestre - Camión de Carga,47.00,2.00,Maíz y Frijol Negro
GT1321,GT0101,,Terrestre - Camión de Carga,228.00,4.00,Hortalizas y Artesanías
GT1321,,Frontera Tecún Umán,Terrestre - Camión de Carga,432.00,5.00,Café y Cardamomo Especial
GT1322,GT1301,,Terrestre - Camión de Carga,74.00,2.00,Maíz y Frijol Negro
GT1322,GT0101,,Terrestre - Camión de Carga,277.00,3.00,Hortalizas y Artesanías
GT1322,,Frontera El Florido,Terrestre - Camión de Carga,209.00,10.00,Café y Cardamomo Especial
GT1323,GT1301,,Terrestre - Camión de Carga,40.00,2.00,Maíz y Frijol Negro
GT1323,GT0101,,Terrestre - Camión de Carga,274.00,2.00,Hortalizas y Artesanías
GT1323,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,475.00,11.00,Café y Cardamomo Especial
GT1324,GT1301,,Terrestre - Camión de Carga,34.00,3.00,Maíz y Frijol Negro
GT1324,GT0101,,Terrestre - Camión de Carga,264.00,5.00,Hortalizas y Artesanías
GT1324,,Puerto Quetzal,Terrestre - Camión de Carga,482.00,7.00,Café y Cardamomo Especial
GT1325,GT1301,,Terrestre - Camión de Carga,46.00,2.00,Maíz y Frijol Negro
GT1325,GT0101,,Terrestre - Camión de Carga,194.00,7.00,Hortalizas y Artesanías
GT1325,,Frontera Tecún Umán,Terrestre - Camión de Carga,364.00,6.00,Café y Cardamomo Especial
GT1326,GT1301,,Terrestre - Camión de Carga,22.00,3.00,Maíz y Frijol Negro
GT1326,GT0101,,Terrestre - Camión de Carga,258.00,2.00,Hortalizas y Artesanías
GT1326,,Frontera El Florido,Terrestre - Camión de Carga,222.00,7.00,Café y Cardamomo Especial
GT1327,GT1301,,Terrestre - Camión de Carga,32.00,1.00,Maíz y Frijol Negro
GT1327,GT0101,,Terrestre - Camión de Carga,141.00,2.00,Hortalizas y Artesanías
GT1327,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,448.00,8.00,Café y Cardamomo Especial
GT1328,GT1301,,Terrestre - Camión de Carga,22.00,1.00,Maíz y Frijol Negro
GT1328,GT0101,,Terrestre - Camión de Carga,236.00,7.00,Hortalizas y Artesanías
GT1328,,Puerto Quetzal,Terrestre - Camión de Carga,398.00,12.00,Café y Cardamomo Especial
GT1329,GT1301,,Terrestre - Camión de Carga,77.00,3.00,Maíz y Frijol Negro
GT1329,GT0101,,Terrestre - Camión de Carga,269.00,6.00,Hortalizas y Artesanías
GT1329,,Frontera Tecún Umán,Terrestre - Camión de Carga,331.00,5.00,Café y Cardamomo Especial
GT1330,GT1301,,Terrestre - Camión de Carga,56.00,1.00,Maíz y Frijol Negro
GT1330,GT0101,,Terrestre - Camión de Carga,245.00,7.00,Hortalizas y Artesanías
GT1330,,Frontera El Florido,Terrestre - Camión de Carga,236.00,5.00,Café y Cardamomo Especial
GT1331,GT1301,,Terrestre - Camión de Carga,36.00,3.00,Maíz y Frijol Negro
GT1331,GT0101,,Terrestre - Camión de Carga,215.00,2.00,Hortalizas y Artesanías
GT1331,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,439.00,5.00,Café y Cardamomo Especial
GT1332,GT1301,,Terrestre - Camión de Carga,56.00,3.00,Maíz y Frijol Negro
GT1332,GT0101,,Terrestre - Camión de Carga,280.00,5.00,Hortalizas y Artesanías
GT1332,,Puerto Quetzal,Terrestre - Camión de Carga,388.00,5.00,Café y Cardamomo Especial
GT1333,GT1301,,Terrestre - Camión de Carga,44.00,3.00,Maíz y Frijol Negro
GT1333,GT0101,,Terrestre - Camión de Carga,100.00,7.00,Hortalizas y Artesanías
GT1333,,Frontera Tecún Umán,Terrestre - Camión de Carga,236.00,9.00,Café y Cardamomo Especial
GT1401,GT1401,,Terrestre - Camión de Carga,19.00,1.00,Maíz y Frijol Negro
GT1401,GT0101,,Terrestre - Camión de Carga,222.00,2.00,Hortalizas y Artesanías
GT1401,,Frontera El Florido,Terrestre - Camión de Carga,251.00,8.00,Café y Cardamomo Especial
GT1402,GT1401,,Terrestre - Camión de Carga,78.00,2.00,Maíz y Frijol Negro
GT1402,GT0101,,Terrestre - Camión de Carga,138.00,3.00,Hortalizas y Artesanías
GT1402,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,469.00,8.00,Café y Cardamomo Especial
GT1403,GT1401,,Terrestre - Camión de Carga,32.00,3.00,Maíz y Frijol Negro
GT1403,GT0101,,Terrestre - Camión de Carga,281.00,6.00,Hortalizas y Artesanías
GT1403,,Puerto Quetzal,Terrestre - Camión de Carga,412.00,6.00,Café y Cardamomo Especial
GT1404,GT1401,,Terrestre - Camión de Carga,55.00,3.00,Maíz y Frijol Negro
GT1404,GT0101,,Terrestre - Camión de Carga,207.00,7.00,Hortalizas y Artesanías
GT1404,,Frontera Tecún Umán,Terrestre - Camión de Carga,418.00,6.00,Café y Cardamomo Especial
GT1405,GT1401,,Terrestre - Camión de Carga,31.00,1.00,Maíz y Frijol Negro
GT1405,GT0101,,Terrestre - Camión de Carga,230.00,5.00,Hortalizas y Artesanías
GT1405,,Frontera El Florido,Terrestre - Camión de Carga,458.00,10.00,Café y Cardamomo Especial
GT1406,GT1401,,Terrestre - Camión de Carga,30.00,3.00,Maíz y Frijol Negro
GT1406,GT0101,,Terrestre - Camión de Carga,243.00,5.00,Hortalizas y Artesanías
GT1406,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,380.00,10.00,Café y Cardamomo Especial
GT1407,GT1401,,Terrestre - Camión de Carga,80.00,2.00,Maíz y Frijol Negro
GT1407,GT0101,,Terrestre - Camión de Carga,306.00,4.00,Hortalizas y Artesanías
GT1407,,Puerto Quetzal,Terrestre - Camión de Carga,411.00,11.00,Café y Cardamomo Especial
GT1408,GT1401,,Terrestre - Camión de Carga,51.00,3.00,Maíz y Frijol Negro
GT1408,GT0101,,Terrestre - Camión de Carga,151.00,6.00,Hortalizas y Artesanías
GT1408,,Frontera Tecún Umán,Terrestre - Camión de Carga,479.00,8.00,Café y Cardamomo Especial
GT1409,GT1401,,Terrestre - Camión de Carga,58.00,3.00,Maíz y Frijol Negro
GT1409,GT0101,,Terrestre - Camión de Carga,280.00,4.00,Hortalizas y Artesanías
GT1409,,Frontera El Florido,Terrestre - Camión de Carga,384.00,12.00,Café y Cardamomo Especial
GT1410,GT1401,,Terrestre - Camión de Carga,67.00,2.00,Maíz y Frijol Negro
GT1410,GT0101,,Terrestre - Camión de Carga,90.00,7.00,Hortalizas y Artesanías
GT1410,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,217.00,9.00,Café y Cardamomo Especial
GT1411,GT1401,,Terrestre - Camión de Carga,12.00,3.00,Maíz y Frijol Negro
GT1411,GT0101,,Terrestre - Camión de Carga,124.00,4.00,Hortalizas y Artesanías
GT1411,,Puerto Quetzal,Terrestre - Camión de Carga,203.00,9.00,Café y Cardamomo Especial
GT1412,GT1401,,Terrestre - Camión de Carga,38.00,1.00,Maíz y Frijol Negro
GT1412,GT0101,,Terrestre - Camión de Carga,309.00,4.00,Hortalizas y Artesanías
GT1412,,Frontera Tecún Umán,Terrestre - Camión de Carga,211.00,9.00,Café y Cardamomo Especial
GT1413,GT1401,,Terrestre - Camión de Carga,80.00,3.00,Maíz y Frijol Negro
GT1413,GT0101,,Terrestre - Camión de Carga,232.00,6.00,Hortalizas y Artesanías
GT1413,,Frontera El Florido,Terrestre - Camión de Carga,492.00,7.00,Café y Cardamomo Especial
GT1414,GT1401,,Terrestre - Camión de Carga,22.00,1.00,Maíz y Frijol Negro
GT1414,GT0101,,Terrestre - Camión de Carga,207.00,4.00,Hortalizas y Artesanías
GT1414,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,279.00,7.00,Café y Cardamomo Especial
GT1415,GT1401,,Terrestre - Camión de Carga,43.00,2.00,Maíz y Frijol Negro
GT1415,GT0101,,Terrestre - Camión de Carga,317.00,6.00,Hortalizas y Artesanías
GT1415,,Puerto Quetzal,Terrestre - Camión de Carga,327.00,8.00,Café y Cardamomo Especial
GT1416,GT1401,,Terrestre - Camión de Carga,42.00,2.00,Maíz y Frijol Negro
GT1416,GT0101,,Terrestre - Camión de Carga,113.00,6.00,Hortalizas y Artesanías
GT1416,,Frontera Tecún Umán,Terrestre - Camión de Carga,404.00,8.00,Café y Cardamomo Especial
GT1417,GT1401,,Terrestre - Camión de Carga,19.00,3.00,Maíz y Frijol Negro
GT1417,GT0101,,Terrestre - Camión de Carga,173.00,5.00,Hortalizas y Artesanías
GT1417,,Frontera El Florido,Terrestre - Camión de Carga,288.00,12.00,Café y Cardamomo Especial
GT1418,GT1401,,Terrestre - Camión de Carga,22.00,3.00,Maíz y Frijol Negro
GT1418,GT0101,,Terrestre - Camión de Carga,254.00,4.00,Hortalizas y Artesanías
GT1418,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,219.00,11.00,Café y Cardamomo Especial
GT1419,GT1401,,Terrestre - Camión de Carga,20.00,1.00,Maíz y Frijol Negro
GT1419,GT0101,,Terrestre - Camión de Carga,287.00,4.00,Hortalizas y Artesanías
GT1419,,Puerto Quetzal,Terrestre - Camión de Carga,378.00,11.00,Café y Cardamomo Especial
GT1420,GT1401,,Terrestre - Camión de Carga,63.00,1.00,Maíz y Frijol Negro
GT1420,GT0101,,Terrestre - Camión de Carga,312.00,3.00,Hortalizas y Artesanías
GT1420,,Frontera Tecún Umán,Terrestre - Camión de Carga,205.00,11.00,Café y Cardamomo Especial
GT1421,GT1401,,Terrestre - Camión de Carga,16.00,2.00,Maíz y Frijol Negro
GT1421,GT0101,,Terrestre - Camión de Carga,224.00,2.00,Hortalizas y Artesanías
GT1421,,Frontera El Florido,Terrestre - Camión de Carga,363.00,7.00,Café y Cardamomo Especial
GT1501,GT1501,,Terrestre - Camión de Carga,51.00,3.00,Maíz y Frijol Negro
GT1501,GT0101,,Terrestre - Camión de Carga,268.00,3.00,Hortalizas y Artesanías
GT1501,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,278.00,5.00,Café y Cardamomo Especial
GT1502,GT1501,,Terrestre - Camión de Carga,60.00,2.00,Maíz y Frijol Negro
GT1502,GT0101,,Terrestre - Camión de Carga,282.00,6.00,Hortalizas y Artesanías
GT1502,,Puerto Quetzal,Terrestre - Camión de Carga,494.00,6.00,Café y Cardamomo Especial
GT1503,GT1501,,Terrestre - Camión de Carga,38.00,2.00,Maíz y Frijol Negro
GT1503,GT0101,,Terrestre - Camión de Carga,164.00,5.00,Hortalizas y Artesanías
GT1503,,Frontera Tecún Umán,Terrestre - Camión de Carga,275.00,7.00,Café y Cardamomo Especial
GT1504,GT1501,,Terrestre - Camión de Carga,53.00,1.00,Maíz y Frijol Negro
GT1504,GT0101,,Terrestre - Camión de Carga,211.00,6.00,Hortalizas y Artesanías
GT1504,,Frontera El Florido,Terrestre - Camión de Carga,225.00,11.00,Café y Cardamomo Especial
GT1505,GT1501,,Terrestre - Camión de Carga,43.00,1.00,Maíz y Frijol Negro
GT1505,GT0101,,Terrestre - Camión de Carga,192.00,6.00,Hortalizas y Artesanías
GT1505,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,422.00,7.00,Café y Cardamomo Especial
GT1506,GT1501,,Terrestre - Camión de Carga,27.00,2.00,Maíz y Frijol Negro
GT1506,GT0101,,Terrestre - Camión de Carga,233.00,3.00,Hortalizas y Artesanías
GT1506,,Puerto Quetzal,Terrestre - Camión de Carga,449.00,11.00,Café y Cardamomo Especial
GT1507,GT1501,,Terrestre - Camión de Carga,35.00,3.00,Maíz y Frijol Negro
GT1507,GT0101,,Terrestre - Camión de Carga,247.00,7.00,Hortalizas y Artesanías
GT1507,,Frontera Tecún Umán,Terrestre - Camión de Carga,468.00,8.00,Café y Cardamomo Especial
GT1508,GT1501,,Terrestre - Camión de Carga,41.00,1.00,Maíz y Frijol Negro
GT1508,GT0101,,Terrestre - Camión de Carga,158.00,5.00,Hortalizas y Artesanías
GT1508,,Frontera El Florido,Terrestre - Camión de Carga,365.00,6.00,Café y Cardamomo Especial
GT1601,GT1601,,Terrestre - Camión de Carga,24.00,3.00,Maíz y Frijol Negro
GT1601,GT0101,,Terrestre - Camión de Carga,195.00,5.00,Hortalizas y Artesanías
GT1601,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,387.00,10.00,Café y Cardamomo Especial
GT1602,GT1601,,Terrestre - Camión de Carga,34.00,2.00,Maíz y Frijol Negro
GT1602,GT0101,,Terrestre - Camión de Carga,178.00,6.00,Hortalizas y Artesanías
GT1602,,Puerto Quetzal,Terrestre - Camión de Carga,212.00,9.00,Café y Cardamomo Especial
GT1603,GT1601,,Terrestre - Camión de Carga,31.00,2.00,Maíz y Frijol Negro
GT1603,GT0101,,Terrestre - Camión de Carga,247.00,5.00,Hortalizas y Artesanías
GT1603,,Frontera Tecún Umán,Terrestre - Camión de Carga,274.00,12.00,Café y Cardamomo Especial
GT1604,GT1601,,Terrestre - Camión de Carga,15.00,1.00,Maíz y Frijol Negro
GT1604,GT0101,,Terrestre - Camión de Carga,141.00,7.00,Hortalizas y Artesanías
GT1604,,Frontera El Florido,Terrestre - Camión de Carga,391.00,7.00,Café y Cardamomo Especial
GT1605,GT1601,,Terrestre - Camión de Carga,20.00,1.00,Maíz y Frijol Negro
GT1605,GT0101,,Terrestre - Camión de Carga,279.00,2.00,Hortalizas y Artesanías
GT1605,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,324.00,7.00,Café y Cardamomo Especial
GT1606,GT1601,,Terrestre - Camión de Carga,46.00,1.00,Maíz y Frijol Negro
GT1606,GT0101,,Terrestre - Camión de Carga,177.00,7.00,Hortalizas y Artesanías
GT1606,,Puerto Quetzal,Terrestre - Camión de Carga,256.00,9.00,Café y Cardamomo Especial
GT1607,GT1601,,Terrestre - Camión de Carga,67.00,2.00,Maíz y Frijol Negro
GT1607,GT0101,,Terrestre - Camión de Carga,95.00,4.00,Hortalizas y Artesanías
GT1607,,Frontera Tecún Umán,Terrestre - Camión de Carga,307.00,8.00,Café y Cardamomo Especial
GT1608,GT1601,,Terrestre - Camión de Carga,36.00,3.00,Maíz y Frijol Negro
GT1608,GT0101,,Terrestre - Camión de Carga,223.00,4.00,Hortalizas y Artesanías
GT1608,,Frontera El Florido,Terrestre - Camión de Carga,480.00,12.00,Café y Cardamomo Especial
GT1609,GT1601,,Terrestre - Camión de Carga,28.00,3.00,Maíz y Frijol Negro
GT1609,GT0101,,Terrestre - Camión de Carga,268.00,7.00,Hortalizas y Artesanías
GT1609,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,209.00,11.00,Café y Cardamomo Especial
GT1610,GT1601,,Terrestre - Camión de Carga,77.00,1.00,Maíz y Frijol Negro
GT1610,GT0101,,Terrestre - Camión de Carga,155.00,3.00,Hortalizas y Artesanías
GT1610,,Puerto Quetzal,Terrestre - Camión de Carga,230.00,9.00,Café y Cardamomo Especial
GT1611,GT1601,,Terrestre - Camión de Carga,35.00,3.00,Maíz y Frijol Negro
GT1611,GT0101,,Terrestre - Camión de Carga,248.00,4.00,Hortalizas y Artesanías
GT1611,,Frontera Tecún Umán,Terrestre - Camión de Carga,227.00,12.00,Café y Cardamomo Especial
GT1612,GT1601,,Terrestre - Camión de Carga,11.00,1.00,Maíz y Frijol Negro
GT1612,GT0101,,Terrestre - Camión de Carga,189.00,7.00,Hortalizas y Artesanías
GT1612,,Frontera El Florido,Terrestre - Camión de Carga,338.00,10.00,Café y Cardamomo Especial
GT1613,GT1601,,Terrestre - Camión de Carga,23.00,1.00,Maíz y Frijol Negro
GT1613,GT0101,,Terrestre - Camión de Carga,164.00,7.00,Hortalizas y Artesanías
GT1613,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,397.00,8.00,Café y Cardamomo Especial
GT1614,GT1601,,Terrestre - Camión de Carga,58.00,3.00,Maíz y Frijol Negro
GT1614,GT0101,,Terrestre - Camión de Carga,271.00,2.00,Hortalizas y Artesanías
GT1614,,Puerto Quetzal,Terrestre - Camión de Carga,361.00,12.00,Café y Cardamomo Especial
GT1615,GT1601,,Terrestre - Camión de Carga,78.00,1.00,Maíz y Frijol Negro
GT1615,GT0101,,Terrestre - Camión de Carga,137.00,3.00,Hortalizas y Artesanías
GT1615,,Frontera Tecún Umán,Terrestre - Camión de Carga,456.00,12.00,Café y Cardamomo Especial
GT1616,GT1601,,Terrestre - Camión de Carga,12.00,1.00,Maíz y Frijol Negro
GT1616,GT0101,,Terrestre - Camión de Carga,153.00,6.00,Hortalizas y Artesanías
GT1616,,Frontera El Florido,Terrestre - Camión de Carga,356.00,10.00,Café y Cardamomo Especial
GT1617,GT1601,,Terrestre - Camión de Carga,72.00,2.00,Maíz y Frijol Negro
GT1617,GT0101,,Terrestre - Camión de Carga,280.00,3.00,Hortalizas y Artesanías
GT1617,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,209.00,10.00,Café y Cardamomo Especial
GT1701,GT1701,,Terrestre - Camión de Carga,55.00,2.00,Maíz y Frijol Negro
GT1701,GT0101,,Terrestre - Camión de Carga,250.00,4.00,Hortalizas y Artesanías
GT1701,,Puerto Quetzal,Terrestre - Camión de Carga,320.00,9.00,Café y Cardamomo Especial
GT1702,GT1701,,Terrestre - Camión de Carga,17.00,3.00,Maíz y Frijol Negro
GT1702,GT0101,,Terrestre - Camión de Carga,155.00,5.00,Hortalizas y Artesanías
GT1702,,Frontera Tecún Umán,Terrestre - Camión de Carga,215.00,9.00,Café y Cardamomo Especial
GT1703,GT1701,,Terrestre - Camión de Carga,38.00,1.00,Maíz y Frijol Negro
GT1703,GT0101,,Terrestre - Camión de Carga,177.00,5.00,Hortalizas y Artesanías
GT1703,,Frontera El Florido,Terrestre - Camión de Carga,270.00,6.00,Café y Cardamomo Especial
GT1704,GT1701,,Terrestre - Camión de Carga,58.00,3.00,Maíz y Frijol Negro
GT1704,GT0101,,Terrestre - Camión de Carga,263.00,6.00,Hortalizas y Artesanías
GT1704,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,316.00,11.00,Café y Cardamomo Especial
GT1705,GT1701,,Terrestre - Camión de Carga,40.00,3.00,Maíz y Frijol Negro
GT1705,GT0101,,Terrestre - Camión de Carga,129.00,5.00,Hortalizas y Artesanías
GT1705,,Puerto Quetzal,Terrestre - Camión de Carga,359.00,10.00,Café y Cardamomo Especial
GT1706,GT1701,,Terrestre - Camión de Carga,67.00,3.00,Maíz y Frijol Negro
GT1706,GT0101,,Terrestre - Camión de Carga,123.00,3.00,Hortalizas y Artesanías
GT1706,,Frontera Tecún Umán,Terrestre - Camión de Carga,270.00,8.00,Café y Cardamomo Especial
GT1707,GT1701,,Terrestre - Camión de Carga,27.00,2.00,Maíz y Frijol Negro
GT1707,GT0101,,Terrestre - Camión de Carga,266.00,7.00,Hortalizas y Artesanías
GT1707,,Frontera El Florido,Terrestre - Camión de Carga,468.00,7.00,Café y Cardamomo Especial
GT1708,GT1701,,Terrestre - Camión de Carga,65.00,1.00,Maíz y Frijol Negro
GT1708,GT0101,,Terrestre - Camión de Carga,257.00,6.00,Hortalizas y Artesanías
GT1708,,Puerto Santo Tomás de Castilla,Terrestre - Camión de Carga,280.00,10.00,Café y Cardamomo Especial
GT1709,GT1701,,Terrestre - Camión de Carga,18.00,3.00,Maíz y Frijol Negro
GT1709,GT0101,,Terrestre - Camión de Carga,226.00,7.00,Hortalizas y Artesanías
GT1709,,Puerto Quetzal,Terrestre - Camión de Carga,260.00,7.00,Café y Cardamomo Especial
GT1710,GT1701,,Terrestre - Camión de Carga,50.00,1.00,Maíz y Frijol Negro
GT1710,GT0101,,Terrestre - Camión de Carga,276.00,2.00,Hortalizas y Artesanías
GT1710,,Frontera Tecún Umán,Terrestre - Camión de Carga,363.00,11.00,Café y Cardamomo Especial
GT1711,GT1701,,Terrestre - Camión de Carga,62.00,2.00,Maíz y Frijol Negro
GT1711,GT0101,,Terrestre - Camión de Carga,203.00,7.00,Hortalizas y Artesanías
