actividad_nombre,materia_nombre,es_indispensable
Cultivo de Maíz en Santa Cruz del Quiché,Abono Orgánico de Santa Cruz del Quiché,false
Cultivo de Maíz en Chiché,Semilla de Maíz de Chiché,true
Cultivo de Frijol en Chiché,Semilla de Frijol de Chiché,true
Cultivo de Maíz en Chiché,Abono Orgánico de Chiché,false
Cultivo de Maíz en Chinique,Semilla de Maíz de Chinique,true
Cultivo de Frijol en Chinique,Semilla de Frijol de Chinique,true
Cultivo de Maíz en Chinique,Abono Orgánico de Chinique,false
Cultivo de Maíz en Zacualpa,Semilla de Maíz de Zacualpa,true
Cultivo de Frijol en Zacualpa,Semilla de Frijol de Zacualpa,true
Cultivo de Maíz en Zacualpa,Abono Orgánico de Zacualpa,false
Cultivo de Maíz en Chajul,Semilla de Maíz de Chajul,true
Cultivo de Frijol en Chajul,Semilla de Frijol de Chajul,true
Cultivo de Maíz en Chajul,Abono Orgánico de Chajul,false
Cultivo de Maíz en Chichicastenango,Semilla de Maíz de Chichicastenango,true
Cultivo de Frijol en Chichicastenango,Semilla de Frijol de Chichicastenango,true
Cultivo de Maíz en Chichicastenango,Abono Orgánico de Chichicastenango,false
Cultivo de Maíz en Patzité,Semilla de Maíz de Patzité,true
Cultivo de Frijol en Patzité,Semilla de Frijol de Patzité,true
Cultivo de Maíz en Patzité,Abono Orgánico de Patzité,false
Cultivo de Maíz en San Antonio Ilotenango,Semilla de Maíz de San Antonio Ilotenango,true
Cultivo de Frijol en San Antonio Ilotenango,Semilla de Frijol de San Antonio Ilotenango,true
Cultivo de Maíz en San Antonio Ilotenango,Abono Orgánico de San Antonio Ilotenango,false
Cultivo de Maíz en San Pedro Jocopilas,Semilla de Maíz de San Pedro Jocopilas,true
Cultivo de Frijol en San Pedro Jocopilas,Semilla de Frijol de San Pedro Jocopilas,true
Cultivo de Maíz en San Pedro Jocopilas,Abono Orgánico de San Pedro Jocopilas,false
Cultivo de Maíz en Cunén,Semilla de Maíz de Cunén,true
Cultivo de Frijol en Cunén,Semilla de Frijol de Cunén,true
Cultivo de Maíz en Cunén,Abono Orgánico de Cunén,false
Cultivo de Maíz en San Juan Cotzal,Semilla de Maíz de San Juan Cotzal,true
Cultivo de Frijol en San Juan Cotzal,Semilla de Frijol de San Juan Cotzal,true
Cultivo de Maíz en San Juan Cotzal,Abono Orgánico de San Juan Cotzal,false
Cultivo de Maíz en Joyabaj,Semilla de Maíz de Joyabaj,true
Cultivo de Frijol en Joyabaj,Semilla de Frijol de Joyabaj,true
Cultivo de Maíz en Joyabaj,Abono Orgánico de Joyabaj,false
Cultivo de Maíz en Nebaj,Semilla de Maíz de Nebaj,true
Cultivo de Frijol en Nebaj,Semilla de Frijol de Nebaj,true
Cultivo de Maíz en Nebaj,Abono Orgánico de Nebaj,false
Cultivo de Maíz en San Andrés Sajcabajá,Semilla de Maíz de San Andrés Sajcabajá,true
Cultivo de Frijol en San Andrés Sajcabajá,Semilla de Frijol de San Andrés Sajcabajá,true
Cultivo de Maíz en San Andrés Sajcabajá,Abono Orgánico de San Andrés Sajcabajá,false
Cultivo de Maíz en Uspantán,Semilla de Maíz de Uspantán,true
Cultivo de Frijol en Uspantán,Semilla de Frijol de Uspantán,true
Cultivo de Maíz en Uspantán,Abono Orgánico de Uspantán,false
Cultivo de Maíz en Sacapulas,Semilla de Maíz de Sacapulas,true
Cultivo de Frijol en Sacapulas,Semilla de Frijol de Sacapulas,true
Cultivo de Maíz en Sacapulas,Abono Orgánico de Sacapulas,false
Cultivo de Maíz en San Bartolomé Jocotenango,Semilla de Maíz de San Bartolomé Jocotenango,true
Cultivo de Frijol en San Bartolomé Jocotenango,Semilla de Frijol de San Bartolomé Jocotenango,true
Cultivo de Maíz en San Bartolomé Jocotenango,Abono Orgánico de San Bartolomé Jocotenango,false
Cultivo de Maíz en Canillá,Semilla de Maíz de Canillá,true
Cultivo de Frijol en Canillá,Semilla de Frijol de Canillá,true
Cultivo de Maíz en Canillá,Abono Orgánico de Canillá,false
Cultivo de Maíz en Chicamán,Semilla de Maíz de Chicamán,true
Cultivo de Frijol en Chicamán,Semilla de Frijol de Chicamán,true
Cultivo de Maíz en Chicamán,Abono Orgánico de Chicamán,false
Cultivo de Maíz en Ixcán,Semilla de Maíz de Ixcán,true
Cultivo de Frijol en Ixcán,Semilla de Frijol de Ixcán,true
Cultivo de Maíz en Ixcán,Abono Orgánico de Ixcán,false
Cultivo de Maíz en Pachalum,Semilla de Maíz de Pachalum,true
Cultivo de Frijol en Pachalum,Semilla de Frijol de Pachalum,true
Cultivo de Maíz en Pachalum,Abono Orgánico de Pachalum,false
Cultivo de Maíz en Salamá,Semilla de Maíz de Salamá,true
Cultivo de Frijol en Salamá,Semilla de Frijol de Salamá,true
Cultivo de Maíz en Salamá,Abono Orgánico de Salamá,false
Cultivo de Maíz en San Miguel Chicaj,Semilla de Maíz de San Miguel Chicaj,true
Cultivo de Frijol en San Miguel Chicaj,Semilla de Frijol de San Miguel Chicaj,true
Cultivo de Maíz en San Miguel Chicaj,Abono Orgánico de San Miguel Chicaj,false
Cultivo de Maíz en Rabinal,Semilla de Maíz de Rabinal,true
Cultivo de Frijol en Rabinal,Semilla de Frijol de Rabinal,true
Cultivo de Maíz en Rabinal,Abono Orgánico de Rabinal,false
Cultivo de Maíz en Cubulco,Semilla de Maíz de Cubulco,true
Cultivo de Frijol en Cubulco,Semilla de Frijol de Cubulco,true
Cultivo de Maíz en Cubulco,Abono Orgánico de Cubulco,false
Cultivo de Maíz en Granados,Semilla de Maíz de Granados,true
Cultivo de Frijol en Granados,Semilla de Frijol de Granados,true
Cultivo de Maíz en Granados,Abono Orgánico de Granados,false
Cultivo de Maíz en El Chol,Semilla de Maíz de El Chol,true
Cultivo de Frijol en El Chol,Semilla de Frijol de El Chol,true
Cultivo de Maíz en El Chol,Abono Orgánico de El Chol,false
Cultivo de Maíz en San Jerónimo,Semilla de Maíz de San Jerónimo,true
Cultivo de Frijol en San Jerónimo,Semilla de Frijol de San Jerónimo,true
Cultivo de Maíz en San Jerónimo,Abono Orgánico de San Jerónimo,false
Cultivo de Maíz en Purulhá,Semilla de Maíz de Purulhá,true
Cultivo de Frijol en Purulhá,Semilla de Frijol de Purulhá,true
Cultivo de Maíz en Purulhá,Abono Orgánico de Purulhá,false
Cultivo de Maíz en Cobán,Semilla de Maíz de Cobán,true
Cultivo de Frijol en Cobán,Semilla de Frijol de Cobán,true
Cultivo de Maíz en Cobán,Abono Orgánico de Cobán,false
Cultivo de Maíz en Santa Cruz Verapaz,Semilla de Maíz de Santa Cruz Verapaz,true
Cultivo de Frijol en Santa Cruz Verapaz,Semilla de Frijol de Santa Cruz Verapaz,true
Cultivo de Maíz en Santa Cruz Verapaz,Abono Orgánico de Santa Cruz Verapaz,false
Cultivo de Maíz en San Cristóbal Verapaz,Semilla de Maíz de San Cristóbal Verapaz,true
Cultivo de Frijol en San Cristóbal Verapaz,Semilla de Frijol de San Cristóbal Verapaz,true
Cultivo de Maíz en San Cristóbal Verapaz,Abono Orgánico de San Cristóbal Verapaz,false
Cultivo de Maíz en Tactic,Semilla de Maíz de Tactic,true
Cultivo de Frijol en Tactic,Semilla de Frijol de Tactic,true
Cultivo de Maíz en Tactic,Abono Orgánico de Tactic,false
Cultivo de Maíz en Tamahú,Semilla de Maíz de Tamahú,true
Cultivo de Frijol en Tamahú,Semilla de Frijol de Tamahú,true
Cultivo de Maíz en Tamahú,Abono Orgánico de Tamahú,false
Cultivo de Maíz en Tucurú,Semilla de Maíz de Tucurú,true
Cultivo de Frijol en Tucurú,Semilla de Frijol de Tucurú,true
Cultivo de Maíz en Tucurú,Abono Orgánico de Tucurú,false
Cultivo de Maíz en Panzós,Semilla de Maíz de Panzós,true
Cultivo de Frijol en Panzós,Semilla de Frijol de Panzós,true
Cultivo de Maíz en Panzós,Abono Orgánico de Panzós,false
Cultivo de Maíz en Senahú,Semilla de Maíz de Senahú,true
Cultivo de Frijol en Senahú,Semilla de Frijol de Senahú,true
Cultivo de Maíz en Senahú,Abono Orgánico de Senahú,false
Cultivo de Maíz en San Pedro Carchá,Semilla de Maíz de San Pedro Carchá,true
Cultivo de Frijol en San Pedro Carchá,Semilla de Frijol de San Pedro Carchá,true
Cultivo de Maíz en San Pedro Carchá,Abono Orgánico de San Pedro Carchá,false
Cultivo de Maíz en San Juan Chamelco,Semilla de Maíz de San Juan Chamelco,true
Cultivo de Frijol en San Juan Chamelco,Semilla de Frijol de San Juan Chamelco,true
Cultivo de Maíz en San Juan Chamelco,Abono Orgánico de San Juan Chamelco,false
Cultivo de Maíz en Lanquín,Semilla de Maíz de Lanquín,true
Cultivo de Frijol en Lanquín,Semilla de Frijol de Lanquín,true
Cultivo de Maíz en Lanquín,Abono Orgánico de Lanquín,false
Cultivo de Maíz en Cahabón,Semilla de Maíz de Cahabón,true
Cultivo de Frijol en Cahabón,Semilla de Frijol de Cahabón,true
Cultivo de Maíz en Cahabón,Abono Orgánico de Cahabón,false
Cultivo de Maíz en Chisec,Semilla de Maíz de Chisec,true
Cultivo de Frijol en Chisec,Semilla de Frijol de Chisec,true
Cultivo de Maíz en Chisec,Abono Orgánico de Chisec,false
Cultivo de Maíz en Chahal,Semilla de Maíz de Chahal,true
Cultivo de Frijol en Chahal,Semilla de Frijol de Chahal,true
Cultivo de Maíz en Chahal,Abono Orgánico de Chahal,false
Cultivo de Maíz en Fray Bartolomé de Las Casas,Semilla de Maíz de Fray Bartolomé de Las Casas,true
Cultivo de Frijol en Fray Bartolomé de Las Casas,Semilla de Frijol de Fray Bartolomé de Las Casas,true
Cultivo de Maíz en Fray Bartolomé de Las Casas,Abono Orgánico de Fray Bartolomé de Las Casas,false
Cultivo de Maíz en Santa Catalina La Tinta,Semilla de Maíz de Santa Catalina La Tinta,true
Cultivo de Frijol en Santa Catalina La Tinta,Semilla de Frijol de Santa Catalina La Tinta,true
Cultivo de Maíz en Santa Catalina La Tinta,Abono Orgánico de Santa Catalina La Tinta,false
Cultivo de Maíz en Raxruhá,Semilla de Maíz de Raxruhá,true
Cultivo de Frijol en Raxruhá,Semilla de Frijol de Raxruhá,true
Cultivo de Maíz en Raxruhá,Abono Orgánico de Raxruhá,false
Cultivo de Maíz en Flores,Semilla de Maíz de Flores,true
Cultivo de Frijol en Flores,Semilla de Frijol de Flores,true
Cultivo de Maíz en Flores,Abono Orgánico de Flores,false
Cultivo de Maíz en San José,Semilla de Maíz de San José,true
Cultivo de Frijol en San José,Semilla de Frijol de San José,true
Cultivo de Maíz en San José,Abono Orgánico de San José,false
Cultivo de Maíz en San Benito,Semilla de Maíz de San Benito,true
Cultivo de Frijol en San Benito,Semilla de Frijol de San Benito,true
Cultivo de Maíz en San Benito,Abono Orgánico de San Benito,false
Cultivo de Maíz en San Andrés,Semilla de Maíz de San Andrés,true
Cultivo de Frijol en San Andrés,Semilla de Frijol de San Andrés,true
Cultivo de Maíz en San Andrés,Abono Orgánico de San Andrés,false
Cultivo de Maíz en La Libertad,Semilla de Maíz de La Libertad,true
Cultivo de Frijol en La Libertad,Semilla de Frijol de La Libertad,true
Cultivo de Maíz en La Libertad,Abono Orgánico de La Libertad,false
Cultivo de Maíz en San Francisco,Semilla de Maíz de San Francisco,true
Cultivo de Frijol en San Francisco,Semilla de Frijol de San Francisco,true
Cultivo de Maíz en San Francisco,Abono Orgánico de San Francisco,false
Cultivo de Maíz en Santa Ana,Semilla de Maíz de Santa Ana,true
Cultivo de Frijol en Santa Ana,Semilla de Frijol de Santa Ana,true
Cultivo de Maíz en Santa Ana,Abono Orgánico de Santa Ana,false
Cultivo de Maíz en Dolores,Semilla de Maíz de Dolores,true
Cultivo de Frijol en Dolores,Semilla de Frijol de Dolores,true
Cultivo de Maíz en Dolores,Abono Orgánico de Dolores,false
Cultivo de Maíz en San Luis,Semilla de Maíz de San Luis,true
Cultivo de Frijol en San Luis,Semilla de Frijol de San Luis,true
Cultivo de Maíz en San Luis,Abono Orgánico de San Luis,false
Cultivo de Maíz en Sayaxché,Semilla de Maíz de Sayaxché,true
Cultivo de Frijol en Sayaxché,Semilla de Frijol de Sayaxché,true
Cultivo de Maíz en Sayaxché,Abono Orgánico de Sayaxché,false
Cultivo de Maíz en Melchor de Mencos,Semilla de Maíz de Melchor de Mencos,true
Cultivo de Frijol en Melchor de Mencos,Semilla de Frijol de Melchor de Mencos,true
Cultivo de Maíz en Melchor de Mencos,Abono Orgánico de Melchor de Mencos,false
Cultivo de Maíz en Poptún,Semilla de Maíz de Poptún,true
Cultivo de Frijol en Poptún,Semilla de Frijol de Poptún,true
Cultivo de Maíz en Poptún,Abono Orgánico de Poptún,false
Cultivo de Maíz en Las Cruces,Semilla de Maíz de Las Cruces,true
Cultivo de Frijol en Las Cruces,Semilla de Frijol de Las Cruces,true
Cultivo de Maíz en Las Cruces,Abono Orgánico de Las Cruces,false
Cultivo de Maíz en El Chal,Semilla de Maíz de El Chal,true
Cultivo de Frijol en El Chal,Semilla de Frijol de El Chal,true
Cultivo de Maíz en El Chal,Abono Orgánico de El Chal,false
Cultivo de Maíz en Puerto Barrios,Semilla de Maíz de Puerto Barrios,true
Cultivo de Frijol en Puerto Barrios,Semilla de Frijol de Puerto Barrios,true
Cultivo de Maíz en Puerto Barrios,Abono Orgánico de Puerto Barrios,false
Cultivo de Maíz en Lívingston,Semilla de Maíz de Lívingston,true
Cultivo de Frijol en Lívingston,Semilla de Frijol de Lívingston,true
Cultivo de Maíz en Lívingston,Abono Orgánico de Lívingston,false
Cultivo de Maíz en El Estor,Semilla de Maíz de El Estor,true
Cultivo de Frijol en El Estor,Semilla de Frijol de El Estor,true
Cultivo de Maíz en El Estor,Abono Orgánico de El Estor,false
Cultivo de Maíz en Morales,Semilla de Maíz de Morales,true
Cultivo de Frijol en Morales,Semilla de Frijol de Morales,true
Cultivo de Maíz en Morales,Abono Orgánico de Morales,false
Cultivo de Maíz en Los Amates,Semilla de Maíz de Los Amates,true
Cultivo de Frijol en Los Amates,Semilla de Frijol de Los Amates,true
Cultivo de Maíz en Los Amates,Abono Orgánico de Los Amates,false
Cultivo de Maíz en Zacapa,Semilla de Maíz de Zacapa,true
Cultivo de Frijol en Zacapa,Semilla de Frijol de Zacapa,true
Cultivo de Maíz en Zacapa,Abono Orgánico de Zacapa,false
Cultivo de Maíz en Estanzuela,Semilla de Maíz de Estanzuela,true
Cultivo de Frijol en Estanzuela,Semilla de Frijol de Estanzuela,true
Cultivo de Maíz en Estanzuela,Abono Orgánico de Estanzuela,false
Cultivo de Maíz en Río Hondo,Semilla de Maíz de Río Hondo,true
Cultivo de Frijol en Río Hondo,Semilla de Frijol de Río Hondo,true
Cultivo de Maíz en Río Hondo,Abono Orgánico de Río Hondo,false
Cultivo de Maíz en Gualán,Semilla de Maíz de Gualán,true
Cultivo de Frijol en Gualán,Semilla de Frijol de Gualán,true
Cultivo de Maíz en Gualán,Abono Orgánico de Gualán,false
Cultivo de Maíz en Teculután,Semilla de Maíz de Teculután,true
Cultivo de Frijol en Teculután,Semilla de Frijol de Teculután,true
Cultivo de Maíz en Teculután,Abono Orgánico de Teculután,false
Cultivo de Maíz en Usumatlán,Semilla de Maíz de Usumatlán,true
Cultivo de Frijol en Usumatlán,Semilla de Frijol de Usumatlán,true
Cultivo de Maíz en Usumatlán,Abono Orgánico de Usumatlán,false
Cultivo de Maíz en Cabañas,Semilla de Maíz de Cabañas,true
Cultivo de Frijol en Cabañas,Semilla de Frijol de Cabañas,true
Cultivo de Maíz en Cabañas,Abono Orgánico de Cabañas,false
Cultivo de Maíz en San Diego,Semilla de Maíz de San Diego,true
Cultivo de Frijol en San Diego,Semilla de Frijol de San Diego,true
Cultivo de Maíz en San Diego,Abono Orgánico de San Diego,false
Cultivo de Maíz en La Unión,Semilla de Maíz de La Unión,true
Cultivo de Frijol en La Unión,Semilla de Frijol de La Unión,true
Cultivo de Maíz en La Unión,Abono Orgánico de La Unión,false
Cultivo de Maíz en Huité,Semilla de Maíz de Huité,true
Cultivo de Frijol en Huité,Semilla de Frijol de Huité,true
Cultivo de Maíz en Huité,Abono Orgánico de Huité,false
Cultivo de Maíz en San Jorge,Semilla de Maíz de San Jorge,true
Cultivo de Frijol en San Jorge,Semilla de Frijol de San Jorge,true
Cultivo de Maíz en San Jorge,Abono Orgánico de San Jorge,false
Cultivo de Maíz en Chiquimula,Semilla de Maíz de Chiquimula,true
Cultivo de Frijol en Chiquimula,Semilla de Frijol de Chiquimula,true
Cultivo de Maíz en Chiquimula,Abono Orgánico de Chiquimula,false
Cultivo de Maíz en San José La Arada,Semilla de Maíz de San José La Arada,true
Cultivo de Frijol en San José La Arada,Semilla de Frijol de San José La Arada,true
Cultivo de Maíz en San José La Arada,Abono Orgánico de San José La Arada,false
Cultivo de Maíz en San Juan Ermita,Semilla de Maíz de San Juan Ermita,true
Cultivo de Frijol en San Juan Ermita,Semilla de Frijol de San Juan Ermita,true
Cultivo de Maíz en San Juan Ermita,Abono Orgánico de San Juan Ermita,false
Cultivo de Maíz en Jocotán,Semilla de Maíz de Jocotán,true
Cultivo de Frijol en Jocotán,Semilla de Frijol de Jocotán,true
Cultivo de Maíz en Jocotán,Abono Orgánico de Jocotán,false
Cultivo de Maíz en Camotán,Semilla de Maíz de Camotán,true
Cultivo de Frijol en Camotán,Semilla de Frijol de Camotán,true
Cultivo de Maíz en Camotán,Abono Orgánico de Camotán,false
Cultivo de Maíz en Olopa,Semilla de Maíz de Olopa,true
Cultivo de Frijol en Olopa,Semilla de Frijol de Olopa,true
Cultivo de Maíz en Olopa,Abono Orgánico de Olopa,false
Cultivo de Maíz en Esquipulas,Semilla de Maíz de Esquipulas,true
Cultivo de Frijol en Esquipulas,Semilla de Frijol de Esquipulas,true
Cultivo de Maíz en Esquipulas,Abono Orgánico de Esquipulas,false
Cultivo de Maíz en Concepción Las Minas,Semilla de Maíz de Concepción Las Minas,true
Cultivo de Frijol en Concepción Las Minas,Semilla de Frijol de Concepción Las Minas,true
Cultivo de Maíz en Concepción Las Minas,Abono Orgánico de Concepción Las Minas,false
Cultivo de Maíz en Quezaltepeque,Semilla de Maíz de Quezaltepeque,true
Cultivo de Frijol en Quezaltepeque,Semilla de Frijol de Quezaltepeque,true
Cultivo de Maíz en Quezaltepeque,Abono Orgánico de Quezaltepeque,false
Cultivo de Maíz en San Jacinto,Semilla de Maíz de San Jacinto,true
Cultivo de Frijol en San Jacinto,Semilla de Frijol de San Jacinto,true
Cultivo de Maíz en San Jacinto,Abono Orgánico de San Jacinto,false
Cultivo de Maíz en Ipala,Semilla de Maíz de Ipala,true
Cultivo de Frijol en Ipala,Semilla de Frijol de Ipala,true
Cultivo de Maíz en Ipala,Abono Orgánico de Ipala,false
Cultivo de Maíz en Jalapa,Semilla de Maíz de Jalapa,true
Cultivo de Frijol en Jalapa,Semilla de Frijol de Jalapa,true
Cultivo de Maíz en Jalapa,Abono Orgánico de Jalapa,false
Cultivo de Maíz en San Pedro Pinula,Semilla de Maíz de San Pedro Pinula,true
Cultivo de Frijol en San Pedro Pinula,Semilla de Frijol de San Pedro Pinula,true
Cultivo de Maíz en San Pedro Pinula,Abono Orgánico de San Pedro Pinula,false
Cultivo de Maíz en San Luis Jilotepeque,Semilla de Maíz de San Luis Jilotepeque,true
Cultivo de Frijol en San Luis Jilotepeque,Semilla de Frijol de San Luis Jilotepeque,true
Cultivo de Maíz en San Luis Jilotepeque,Abono Orgánico de San Luis Jilotepeque,false
Cultivo de Maíz en San Manuel Chaparrón,Semilla de Maíz de San Manuel Chaparrón,true
Cultivo de Frijol en San Manuel Chaparrón,Semilla de Frijol de San Manuel Chaparrón,true
Cultivo de Maíz en San Manuel Chaparrón,Abono Orgánico de San Manuel Chaparrón,false
Cultivo de Maíz en San Carlos Alzatate,Semilla de Maíz de San Carlos Alzatate,true
Cultivo de Frijol en San Carlos Alzatate,Semilla de Frijol de San Carlos Alzatate,true
Cultivo de Maíz en San Carlos Alzatate,Abono Orgánico de San Carlos Alzatate,false
Cultivo de Maíz en Monjas,Semilla de Maíz de Monjas,true
Cultivo de Frijol en Monjas,Semilla de Frijol de Monjas,true
Cultivo de Maíz en Monjas,Abono Orgánico de Monjas,false
Cultivo de Maíz en Mataquescuintla,Semilla de Maíz de Mataquescuintla,true
Cultivo de Frijol en Mataquescuintla,Semilla de Frijol de Mataquescuintla,true
Cultivo de Maíz en Mataquescuintla,Abono Orgánico de Mataquescuintla,false
Cultivo de Maíz en Jutiapa,Semilla de Maíz de Jutiapa,true
Cultivo de Frijol en Jutiapa,Semilla de Frijol de Jutiapa,true
Cultivo de Maíz en Jutiapa,Abono Orgánico de Jutiapa,false
Cultivo de Maíz en El Progreso,Semilla de Maíz de El Progreso,true
Cultivo de Frijol en El Progreso,Semilla de Frijol de El Progreso,true
Cultivo de Maíz en El Progreso,Abono Orgánico de El Progreso,false
Cultivo de Maíz en Santa Catarina Mita,Semilla de Maíz de Santa Catarina Mita,true
Cultivo de Frijol en Santa Catarina Mita,Semilla de Frijol de Santa Catarina Mita,true
Cultivo de Maíz en Santa Catarina Mita,Abono Orgánico de Santa Catarina Mita,false
Cultivo de Maíz en Agua Blanca,Semilla de Maíz de Agua Blanca,true
Cultivo de Frijol en Agua Blanca,Semilla de Frijol de Agua Blanca,true
Cultivo de Maíz en Agua Blanca,Abono Orgánico de Agua Blanca,false
Cultivo de Maíz en Asunción Mita,Semilla de Maíz de Asunción Mita,true
Cultivo de Frijol en Asunción Mita,Semilla de Frijol de Asunción Mita,true
Cultivo de Maíz en Asunción Mita,Abono Orgánico de Asunción Mita,false
Cultivo de Maíz en Yupiltepeque,Semilla de Maíz de Yupiltepeque,true
Cultivo de Frijol en Yupiltepeque,Semilla de Frijol de Yupiltepeque,true
Cultivo de Maíz en Yupiltepeque,Abono Orgánico de Yupiltepeque,false
Cultivo de Maíz en Atescatempa,Semilla de Maíz de Atescatempa,true
Cultivo de Frijol en Atescatempa,Semilla de Frijol de Atescatempa,true
Cultivo de Maíz en Atescatempa,Abono Orgánico de Atescatempa,false
Cultivo de Maíz en Jerez,Semilla de Maíz de Jerez,true
Cultivo de Frijol en Jerez,Semilla de Frijol de Jerez,true
Cultivo de Maíz en Jerez,Abono Orgánico de Jerez,false
Cultivo de Maíz en El Adelanto,Semilla de Maíz de El Adelanto,true
Cultivo de Frijol en El Adelanto,Semilla de Frijol de El Adelanto,true
Cultivo de Maíz en El Adelanto,Abono Orgánico de El Adelanto,false
Cultivo de Maíz en Zapotitlán,Semilla de Maíz de Zapotitlán,true
Cultivo de Frijol en Zapotitlán,Semilla de Frijol de Zapotitlán,true
Cultivo de Maíz en Zapotitlán,Abono Orgánico de Zapotitlán,false
Cultivo de Maíz en Comapa,Semilla de Maíz de Comapa,true
Cultivo de Frijol en Comapa,Semilla de Frijol de Comapa,true
Cultivo de Maíz en Comapa,Abono Orgánico de Comapa,false
Cultivo de Maíz en Jalpatagua,Semilla de Maíz de Jalpatagua,true
Cultivo de Frijol en Jalpatagua,Semilla de Frijol de Jalpatagua,true
Cultivo de Maíz en Jalpatagua,Abono Orgánico de Jalpatagua,false
Cultivo de Maíz en Conguaco,Semilla de Maíz de Conguaco,true
Cultivo de Frijol en Conguaco,Semilla de Frijol de Conguaco,true
Cultivo de Maíz en Conguaco,Abono Orgánico de Conguaco,false
Cultivo de Maíz en Moyuta,Semilla de Maíz de Moyuta,true
Cultivo de Frijol en Moyuta,Semilla de Frijol de Moyuta,true
Cultivo de Maíz en Moyuta,Abono Orgánico de Moyuta,false
Cultivo de Maíz en Pasaco,Semilla de Maíz de Pasaco,true
Cultivo de Frijol en Pasaco,Semilla de Frijol de Pasaco,true
Cultivo de Maíz en Pasaco,Abono Orgánico de Pasaco,false
Cultivo de Maíz en San José Acatempa,Semilla de Maíz de San José Acatempa,true
Cultivo de Frijol en San José Acatempa,Semilla de Frijol de San José Acatempa,true
Cultivo de Maíz en San José Acatempa,Abono Orgánico de San José Acatempa,false
Cultivo de Maíz en Quesada,Semilla de Maíz de Quesada,true
Cultivo de Frijol en Quesada,Semilla de Frijol de Quesada,true
Cultivo de Maíz en Quesada,Abono Orgánico de Quesada,false
