municipio_pcode,actividad_nombre,certificacion_nombre,porcentaje_produccion,fecha_auditoria
GT0718,Producción de Cestería en San Pedro La Laguna,Certificación Orgánica y de Origen - Reg ASO-GT0718-C,91.00,2026-03-15
GT0719,Cultivo de Maíz en Santiago Atitlán,Certificación Orgánica y de Origen - Reg COOP-GT0719-A,96.00,2026-03-15
GT0719,Cultivo de Frijol en Santiago Atitlán,Certificación Orgánica y de Origen - Reg COOP-GT0719-B,93.00,2026-03-15
GT0719,Producción de Tejidos Mayas en Santiago Atitlán,Certificación Orgánica y de Origen - Reg ASO-GT0719-C,74.00,2026-03-15
GT0719,Cultivo de Hortalizas en Santiago Atitlán,Certificación Orgánica y de Origen - Reg ASO-GT0719-C,92.00,2026-03-15
GT0719,Producción de Cestería en Santiago Atitlán,Certificación Orgánica y de Origen - Reg ASO-GT0719-C,82.00,2026-03-15
GT0801,Cultivo de Maíz en Totonicapán,Certificación Orgánica y de Origen - Reg COOP-GT0801-A,93.00,2026-03-15
GT0801,Cultivo de Frijol en Totonicapán,Certificación Orgánica y de Origen - Reg COOP-GT0801-B,65.00,2026-03-15
GT0801,Producción de Tejidos Mayas en Totonicapán,Certificación Orgánica y de Origen - Reg ASO-GT0801-C,73.00,2026-03-15
GT0801,Producción de Muebles en Totonicapán,Certificación Orgánica y de Origen - Reg ASO-GT0801-C,80.00,2026-03-15
GT0802,Cultivo de Maíz en San Cristóbal Totonicapán,Certificación Orgánica y de Origen - Reg COOP-GT0802-A,93.00,2026-03-15
GT0802,Cultivo de Frijol en San Cristóbal Totonicapán,Certificación Orgánica y de Origen - Reg COOP-GT0802-B,87.00,2026-03-15
GT0802,Producción de Tejidos Mayas en San Cristóbal Totonicapán,Certificación Orgánica y de Origen - Reg ASO-GT0802-C,76.00,2026-03-15
GT0802,Producción de Muebles en San Cristóbal Totonicapán,Certificación Orgánica y de Origen - Reg ASO-GT0802-C,96.00,2026-03-15
GT0803,Cultivo de Maíz en San Francisco El Alto,Certificación Orgánica y de Origen - Reg COOP-GT0803-A,83.00,2026-03-15
GT0803,Cultivo de Frijol en San Francisco El Alto,Certificación Orgánica y de Origen - Reg COOP-GT0803-B,79.00,2026-03-15
GT0803,Producción de Tejidos Mayas en San Francisco El Alto,Certificación Orgánica y de Origen - Reg ASO-GT0803-C,73.00,2026-03-15
GT0803,Producción de Muebles en San Francisco El Alto,Certificación Orgánica y de Origen - Reg ASO-GT0803-C,74.00,2026-03-15
GT0804,Cultivo de Maíz en San Andrés Xecul,Certificación Orgánica y de Origen - Reg COOP-GT0804-A,87.00,2026-03-15
GT0804,Cultivo de Frijol en San Andrés Xecul,Certificación Orgánica y de Origen - Reg COOP-GT0804-B,76.00,2026-03-15
GT0804,Producción de Tejidos Mayas en San Andrés Xecul,Certificación Orgánica y de Origen - Reg ASO-GT0804-C,72.00,2026-03-15
GT0804,Producción de Muebles en San Andrés Xecul,Certificación Orgánica y de Origen - Reg ASO-GT0804-C,72.00,2026-03-15
GT0805,Cultivo de Maíz en Momostenango,Certificación Orgánica y de Origen - Reg COOP-GT0805-A,63.00,2026-03-15
GT0805,Cultivo de Frijol en Momostenango,Certificación Orgánica y de Origen - Reg COOP-GT0805-B,77.00,2026-03-15
GT0805,Producción de Tejidos Mayas en Momostenango,Certificación Orgánica y de Origen - Reg ASO-GT0805-C,98.00,2026-03-15
GT0805,Producción de Muebles en Momostenango,Certificación Orgánica y de Origen - Reg ASO-GT0805-C,74.00,2026-03-15
GT0806,Cultivo de Maíz en Santa María Chiquimula,Certificación Orgánica y de Origen - Reg COOP-GT0806-A,90.00,2026-03-15
GT0806,Cultivo de Frijol en Santa María Chiquimula,Certificación Orgánica y de Origen - Reg COOP-GT0806-B,63.00,2026-03-15
GT0806,Producción de Tejidos Mayas en Santa María Chiquimula,Certificación Orgánica y de Origen - Reg ASO-GT0806-C,84.00,2026-03-15
GT0806,Producción de Muebles en Santa María Chiquimula,Certificación Orgánica y de Origen - Reg ASO-GT0806-C,72.00,2026-03-15
GT0807,Cultivo de Maíz en Santa Lucía La Reforma,Certificación Orgánica y de Origen - Reg COOP-GT0807-A,83.00,2026-03-15
GT0807,Cultivo de Frijol en Santa Lucía La Reforma,Certificación Orgánica y de Origen - Reg COOP-GT0807-B,93.00,2026-03-15
GT0807,Producción de Tejidos Mayas en Santa Lucía La Reforma,Certificación Orgánica y de Origen - Reg ASO-GT0807-C,86.00,2026-03-15
GT0807,Producción de Muebles en Santa Lucía La Reforma,Certificación Orgánica y de Origen - Reg ASO-GT0807-C,82.00,2026-03-15
GT0808,Cultivo de Maíz en San Bartolo,Certificación Orgánica y de Origen - Reg COOP-GT0808-A,97.00,2026-03-15
GT0808,Cultivo de Frijol en San Bartolo,Certificación Orgánica y de Origen - Reg COOP-GT0808-B,85.00,2026-03-15
GT0808,Producción de Tejidos Mayas en San Bartolo,Certificación Orgánica y de Origen - Reg ASO-GT0808-C,86.00,2026-03-15
GT0808,Producción de Muebles en San Bartolo,Certificación Orgánica y de Origen - Reg ASO-GT0808-C,94.00,2026-03-15
GT0901,Cultivo de Maíz en Quetzaltenango,Certificación Orgánica y de Origen - Reg COOP-GT0901-A,85.00,2026-03-15
GT0901,Cultivo de Frijol en Quetzaltenango,Certificación Orgánica y de Origen - Reg COOP-GT0901-B,66.00,2026-03-15
GT0901,Producción de Tejidos Mayas en Quetzaltenango,Certificación Orgánica y de Origen - Reg ASO-GT0901-C,88.00,2026-03-15
GT0901,Cultivo de Hortalizas en Quetzaltenango,Certificación Orgánica y de Origen - Reg ASO-GT0901-C,85.00,2026-03-15
GT0902,Cultivo de Maíz en Salcajá,Certificación Orgánica y de Origen - Reg COOP-GT0902-A,100.00,2026-03-15
GT0902,Cultivo de Frijol en Salcajá,Certificación Orgánica y de Origen - Reg COOP-GT0902-B,77.00,2026-03-15
GT0902,Producción de Tejidos Mayas en Salcajá,Certificación Orgánica y de Origen - Reg ASO-GT0902-C,84.00,2026-03-15
GT0902,Cultivo de Hortalizas en Salcajá,Certificación Orgánica y de Origen - Reg ASO-GT0902-C,92.00,2026-03-15
GT0903,Cultivo de Maíz en Olintepeque,Certificación Orgánica y de Origen - Reg COOP-GT0903-A,91.00,2026-03-15
GT0903,Cultivo de Frijol en Olintepeque,Certificación Orgánica y de Origen - Reg COOP-GT0903-B,76.00,2026-03-15
GT0903,Producción de Tejidos Mayas en Olintepeque,Certificación Orgánica y de Origen - Reg ASO-GT0903-C,96.00,2026-03-15
GT0903,Cultivo de Hortalizas en Olintepeque,Certificación Orgánica y de Origen - Reg ASO-GT0903-C,75.00,2026-03-15
GT0904,Cultivo de Maíz en San Carlos Sija,Certificación Orgánica y de Origen - Reg COOP-GT0904-A,69.00,2026-03-15
GT0904,Cultivo de Frijol en San Carlos Sija,Certificación Orgánica y de Origen - Reg COOP-GT0904-B,82.00,2026-03-15
GT0904,Producción de Tejidos Mayas en San Carlos Sija,Certificación Orgánica y de Origen - Reg ASO-GT0904-C,74.00,2026-03-15
GT0904,Cultivo de Hortalizas en San Carlos Sija,Certificación Orgánica y de Origen - Reg ASO-GT0904-C,85.00,2026-03-15
GT0905,Cultivo de Maíz en Sibilia,Certificación Orgánica y de Origen - Reg COOP-GT0905-A,89.00,2026-03-15
GT0905,Cultivo de Frijol en Sibilia,Certificación Orgánica y de Origen - Reg COOP-GT0905-B,58.00,2026-03-15
GT0905,Producción de Tejidos Mayas en Sibilia,Certificación Orgánica y de Origen - Reg ASO-GT0905-C,100.00,2026-03-15
GT0905,Cultivo de Hortalizas en Sibilia,Certificación Orgánica y de Origen - Reg ASO-GT0905-C,92.00,2026-03-15
GT0906,Cultivo de Maíz en Cabricán,Certificación Orgánica y de Origen - Reg COOP-GT0906-A,92.00,2026-03-15
GT0906,Cultivo de Frijol en Cabricán,Certificación Orgánica y de Origen - Reg COOP-GT0906-B,83.00,2026-03-15
GT0906,Producción de Tejidos Mayas en Cabricán,Certificación Orgánica y de Origen - Reg ASO-GT0906-C,73.00,2026-03-15
GT0906,Cultivo de Hortalizas en Cabricán,Certificación Orgánica y de Origen - Reg ASO-GT0906-C,92.00,2026-03-15
GT0907,Cultivo de Maíz en Cajolá,Certificación Orgánica y de Origen - Reg COOP-GT0907-A,73.00,2026-03-15
GT0907,Cultivo de Frijol en Cajolá,Certificación Orgánica y de Origen - Reg COOP-GT0907-B,79.00,2026-03-15
GT0907,Producción de Tejidos Mayas en Cajolá,Certificación Orgánica y de Origen - Reg ASO-GT0907-C,85.00,2026-03-15
GT0907,Cultivo de Hortalizas en Cajolá,Certificación Orgánica y de Origen - Reg ASO-GT0907-C,71.00,2026-03-15
GT0908,Cultivo de Maíz en San Miguel Sigüila,Certificación Orgánica y de Origen - Reg COOP-GT0908-A,70.00,2026-03-15
GT0908,Cultivo de Frijol en San Miguel Sigüila,Certificación Orgánica y de Origen - Reg COOP-GT0908-B,85.00,2026-03-15
GT0908,Producción de Tejidos Mayas en San Miguel Sigüila,Certificación Orgánica y de Origen - Reg ASO-GT0908-C,81.00,2026-03-15
GT0908,Cultivo de Hortalizas en San Miguel Sigüila,Certificación Orgánica y de Origen - Reg ASO-GT0908-C,99.00,2026-03-15
GT0909,Cultivo de Maíz en Ostuncalco,Certificación Orgánica y de Origen - Reg COOP-GT0909-A,67.00,2026-03-15
GT0909,Cultivo de Frijol en Ostuncalco,Certificación Orgánica y de Origen - Reg COOP-GT0909-B,88.00,2026-03-15
GT0909,Producción de Tejidos Mayas en Ostuncalco,Certificación Orgánica y de Origen - Reg ASO-GT0909-C,97.00,2026-03-15
GT0909,Cultivo de Hortalizas en Ostuncalco,Certificación Orgánica y de Origen - Reg ASO-GT0909-C,83.00,2026-03-15
GT0910,Cultivo de Maíz en San Mateo,Certificación Orgánica y de Origen - Reg COOP-GT0910-A,67.00,2026-03-15
GT0910,Cultivo de Frijol en San Mateo,Certificación Orgánica y de Origen - Reg COOP-GT0910-B,57.00,2026-03-15
GT0910,Producción de Tejidos Mayas en San Mateo,Certificación Orgánica y de Origen - Reg ASO-GT0910-C,81.00,2026-03-15
GT0910,Cultivo de Hortalizas en San Mateo,Certificación Orgánica y de Origen - Reg ASO-GT0910-C,88.00,2026-03-15
GT0911,Cultivo de Maíz en Concepción Chiquirichapa,Certificación Orgánica y de Origen - Reg COOP-GT0911-A,78.00,2026-03-15
GT0911,Cultivo de Frijol en Concepción Chiquirichapa,Certificación Orgánica y de Origen - Reg COOP-GT0911-B,52.00,2026-03-15
GT0911,Producción de Tejidos Mayas en Concepción Chiquirichapa,Certificación Orgánica y de Origen - Reg ASO-GT0911-C,86.00,2026-03-15
GT0911,Cultivo de Hortalizas en Concepción Chiquirichapa,Certificación Orgánica y de Origen - Reg ASO-GT0911-C,74.00,2026-03-15
GT0912,Cultivo de Maíz en San Martín Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT0912-A,67.00,2026-03-15
GT0912,Cultivo de Frijol en San Martín Sacatepéquez,Certificación Orgánica y de Origen - Reg COOP-GT0912-B,73.00,2026-03-15
GT0912,Producción de Tejidos Mayas en San Martín Sacatepéquez,Certificación Orgánica y de Origen - Reg ASO-GT0912-C,79.00,2026-03-15
GT0912,Cultivo de Hortalizas en San Martín Sacatepéquez,Certificación Orgánica y de Origen - Reg ASO-GT0912-C,81.00,2026-03-15
GT0913,Cultivo de Maíz en Almolonga,Certificación Orgánica y de Origen - Reg COOP-GT0913-A,79.00,2026-03-15
GT0913,Cultivo de Frijol en Almolonga,Certificación Orgánica y de Origen - Reg COOP-GT0913-B,68.00,2026-03-15
GT0913,Producción de Tejidos Mayas en Almolonga,Certificación Orgánica y de Origen - Reg ASO-GT0913-C,85.00,2026-03-15
GT0913,Cultivo de Hortalizas en Almolonga,Certificación Orgánica y de Origen - Reg ASO-GT0913-C,70.00,2026-03-15
GT0914,Cultivo de Maíz en Cantel,Certificación Orgánica y de Origen - Reg COOP-GT0914-A,69.00,2026-03-15
GT0914,Cultivo de Frijol en Cantel,Certificación Orgánica y de Origen - Reg COOP-GT0914-B,59.00,2026-03-15
GT0914,Producción de Tejidos Mayas en Cantel,Certificación Orgánica y de Origen - Reg ASO-GT0914-C,95.00,2026-03-15
GT0914,Cultivo de Hortalizas en Cantel,Certificación Orgánica y de Origen - Reg ASO-GT0914-C,88.00,2026-03-15
GT0915,Cultivo de Maíz en Huitán,Certificación Orgánica y de Origen - Reg COOP-GT0915-A,86.00,2026-03-15
GT0915,Cultivo de Frijol en Huitán,Certificación Orgánica y de Origen - Reg COOP-GT0915-B,53.00,2026-03-15
GT0915,Producción de Tejidos Mayas en Huitán,Certificación Orgánica y de Origen - Reg ASO-GT0915-C,99.00,2026-03-15
GT0915,Cultivo de Hortalizas en Huitán,Certificación Orgánica y de Origen - Reg ASO-GT0915-C,98.00,2026-03-15
GT0916,Cultivo de Maíz en Zunil,Certificación Orgánica y de Origen - Reg COOP-GT0916-A,79.00,2026-03-15
GT0916,Cultivo de Frijol en Zunil,Certificación Orgánica y de Origen - Reg COOP-GT0916-B,68.00,2026-03-15
GT0916,Producción de Tejidos Mayas en Zunil,Certificación Orgánica y de Origen - Reg ASO-GT0916-C,76.00,2026-03-15
GT0916,Cultivo de Hortalizas en Zunil,Certificación Orgánica y de Origen - Reg ASO-GT0916-C,75.00,2026-03-15
GT0917,Cultivo de Maíz en Colomba,Certificación Orgánica y de Origen - Reg COOP-GT0917-A,91.00,2026-03-15
GT0917,Cultivo de Frijol en Colomba,Certificación Orgánica y de Origen - Reg COOP-GT0917-B,50.00,2026-03-15
GT0917,Producción de Tejidos Mayas en Colomba,Certificación Orgánica y de Origen - Reg ASO-GT0917-C,73.00,2026-03-15
GT0917,Cultivo de Hortalizas en Colomba,Certificación Orgánica y de Origen - Reg ASO-GT0917-C,87.00,2026-03-15
GT0918,Cultivo de Maíz en San Francisco La Unión,Certificación Orgánica y de Origen - Reg COOP-GT0918-A,82.00,2026-03-15
GT0918,Cultivo de Frijol en San Francisco La Unión,Certificación Orgánica y de Origen - Reg COOP-GT0918-B,54.00,2026-03-15
GT0918,Producción de Tejidos Mayas en San Francisco La Unión,Certificación Orgánica y de Origen - Reg ASO-GT0918-C,97.00,2026-03-15
GT0918,Cultivo de Hortalizas en San Francisco La Unión,Certificación Orgánica y de Origen - Reg ASO-GT0918-C,71.00,2026-03-15
GT0919,Cultivo de Maíz en El Palmar,Certificación Orgánica y de Origen - Reg COOP-GT0919-A,86.00,2026-03-15
GT0919,Cultivo de Frijol en El Palmar,Certificación Orgánica y de Origen - Reg COOP-GT0919-B,80.00,2026-03-15
GT0919,Producción de Tejidos Mayas en El Palmar,Certificación Orgánica y de Origen - Reg ASO-GT0919-C,88.00,2026-03-15
GT0919,Cultivo de Hortalizas en El Palmar,Certificación Orgánica y de Origen - Reg ASO-GT0919-C,79.00,2026-03-15
GT0920,Cultivo de Maíz en Coatepeque,Certificación Orgánica y de Origen - Reg COOP-GT0920-A,96.00,2026-03-15
GT0920,Cultivo de Frijol en Coatepeque,Certificación Orgánica y de Origen - Reg COOP-GT0920-B,78.00,2026-03-15
GT0920,Producción de Tejidos Mayas en Coatepeque,Certificación Orgánica y de Origen - Reg ASO-GT0920-C,98.00,2026-03-15
GT0920,Cultivo de Hortalizas en Coatepeque,Certificación Orgánica y de Origen - Reg ASO-GT0920-C,80.00,2026-03-15
GT0921,Cultivo de Maíz en Génova,Certificación Orgánica y de Origen - Reg COOP-GT0921-A,84.00,2026-03-15
GT0921,Cultivo de Frijol en Génova,Certificación Orgánica y de Origen - Reg COOP-GT0921-B,80.00,2026-03-15
GT0921,Producción de Tejidos Mayas en Génova,Certificación Orgánica y de Origen - Reg ASO-GT0921-C,96.00,2026-03-15
GT0921,Cultivo de Hortalizas en Génova,Certificación Orgánica y de Origen - Reg ASO-GT0921-C,93.00,2026-03-15
GT0922,Cultivo de Maíz en Flores Costa Cuca,Certificación Orgánica y de Origen - Reg COOP-GT0922-A,98.00,2026-03-15
GT0922,Cultivo de Frijol en Flores Costa Cuca,Certificación Orgánica y de Origen - Reg COOP-GT0922-B,58.00,2026-03-15
GT0922,Producción de Tejidos Mayas en Flores Costa Cuca,Certificación Orgánica y de Origen - Reg ASO-GT0922-C,94.00,2026-03-15
GT0922,Cultivo de Hortalizas en Flores Costa Cuca,Certificación Orgánica y de Origen - Reg ASO-GT0922-C,74.00,2026-03-15
GT0923,Cultivo de Maíz en La Esperanza,Certificación Orgánica y de Origen - Reg COOP-GT0923-A,92.00,2026-03-15
GT0923,Cultivo de Frijol en La Esperanza,Certificación Orgánica y de Origen - Reg COOP-GT0923-B,90.00,2026-03-15
GT0923,Producción de Tejidos Mayas en La Esperanza,Certificación Orgánica y de Origen - Reg ASO-GT0923-C,84.00,2026-03-15
GT0923,Cultivo de Hortalizas en La Esperanza,Certificación Orgánica y de Origen - Reg ASO-GT0923-C,94.00,2026-03-15
GT0924,Cultivo de Maíz en Palestina de Los Altos,Certificación Orgánica y de Origen - Reg COOP-GT0924-A,88.00,2026-03-15
GT0924,Cultivo de Frijol en Palestina de Los Altos,Certificación Orgánica y de Origen - Reg COOP-GT0924-B,92.00,2026-03-15
GT0924,Producción de Tejidos Mayas en Palestina de Los Altos,Certificación Orgánica y de Origen - Reg ASO-GT0924-C,84.00,2026-03-15
GT0924,Cultivo de Hortalizas en Palestina de Los Altos,Certificación Orgánica y de Origen - Reg ASO-GT0924-C,74.00,2026-03-15
GT1001,Cultivo de Maíz en Mazatenango,Certificación Orgánica y de Origen - Reg COOP-GT1001-A,80.00,2026-03-15
GT1001,Cultivo de Frijol en Mazatenango,Certificación Orgánica y de Origen - Reg COOP-GT1001-B,55.00,2026-03-15
GT1001,Cultivo de Caña de Azúcar en Mazatenango,Certificación Orgánica y de Origen - Reg ASO-GT1001-C,95.00,2026-03-15
GT1001,Cultivo de Banano en Mazatenango,Certificación Orgánica y de Origen - Reg ASO-GT1001-C,89.00,2026-03-15
GT1001,Producción Ganadera en Mazatenango,Certificación Orgánica y de Origen - Reg ASO-GT1001-C,91.00,2026-03-15
GT1002,Cultivo de Maíz en Cuyotenango,Certificación Orgánica y de Origen - Reg COOP-GT1002-A,99.00,2026-03-15
GT1002,Cultivo de Frijol en Cuyotenango,Certificación Orgánica y de Origen - Reg COOP-GT1002-B,76.00,2026-03-15
GT1002,Cultivo de Caña de Azúcar en Cuyotenango,Certificación Orgánica y de Origen - Reg ASO-GT1002-C,82.00,2026-03-15
GT1002,Cultivo de Banano en Cuyotenango,Certificación Orgánica y de Origen - Reg ASO-GT1002-C,77.00,2026-03-15
GT1002,Producción Ganadera en Cuyotenango,Certificación Orgánica y de Origen - Reg ASO-GT1002-C,98.00,2026-03-15
GT1003,Cultivo de Maíz en San Francisco Zapotitlán,Certificación Orgánica y de Origen - Reg COOP-GT1003-A,85.00,2026-03-15
GT1003,Cultivo de Frijol en San Francisco Zapotitlán,Certificación Orgánica y de Origen - Reg COOP-GT1003-B,71.00,2026-03-15
GT1003,Cultivo de Caña de Azúcar en San Francisco Zapotitlán,Certificación Orgánica y de Origen - Reg ASO-GT1003-C,87.00,2026-03-15
GT1003,Cultivo de Banano en San Francisco Zapotitlán,Certificación Orgánica y de Origen - Reg ASO-GT1003-C,71.00,2026-03-15
GT1003,Producción Ganadera en San Francisco Zapotitlán,Certificación Orgánica y de Origen - Reg ASO-GT1003-C,100.00,2026-03-15
GT1004,Cultivo de Maíz en San Bernardino,Certificación Orgánica y de Origen - Reg COOP-GT1004-A,88.00,2026-03-15
GT1004,Cultivo de Frijol en San Bernardino,Certificación Orgánica y de Origen - Reg COOP-GT1004-B,67.00,2026-03-15
GT1004,Cultivo de Caña de Azúcar en San Bernardino,Certificación Orgánica y de Origen - Reg ASO-GT1004-C,90.00,2026-03-15
GT1004,Cultivo de Banano en San Bernardino,Certificación Orgánica y de Origen - Reg ASO-GT1004-C,72.00,2026-03-15
GT1004,Producción Ganadera en San Bernardino,Certificación Orgánica y de Origen - Reg ASO-GT1004-C,97.00,2026-03-15
GT1005,Cultivo de Maíz en San José El Ídolo,Certificación Orgánica y de Origen - Reg COOP-GT1005-A,70.00,2026-03-15
GT1005,Cultivo de Frijol en San José El Ídolo,Certificación Orgánica y de Origen - Reg COOP-GT1005-B,95.00,2026-03-15
GT1005,Cultivo de Caña de Azúcar en San José El Ídolo,Certificación Orgánica y de Origen - Reg ASO-GT1005-C,70.00,2026-03-15
GT1005,Cultivo de Banano en San José El Ídolo,Certificación Orgánica y de Origen - Reg ASO-GT1005-C,88.00,2026-03-15
GT1005,Producción Ganadera en San José El Ídolo,Certificación Orgánica y de Origen - Reg ASO-GT1005-C,90.00,2026-03-15
GT1006,Cultivo de Maíz en Santo Domingo Suchitepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1006-A,79.00,2026-03-15
GT1006,Cultivo de Frijol en Santo Domingo Suchitepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1006-B,85.00,2026-03-15
GT1006,Cultivo de Caña de Azúcar en Santo Domingo Suchitepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1006-C,90.00,2026-03-15
GT1006,Cultivo de Banano en Santo Domingo Suchitepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1006-C,73.00,2026-03-15
GT1006,Producción Ganadera en Santo Domingo Suchitepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1006-C,90.00,2026-03-15
GT1007,Cultivo de Maíz en San Lorenzo,Certificación Orgánica y de Origen - Reg COOP-GT1007-A,95.00,2026-03-15
GT1007,Cultivo de Frijol en San Lorenzo,Certificación Orgánica y de Origen - Reg COOP-GT1007-B,55.00,2026-03-15
GT1007,Cultivo de Caña de Azúcar en San Lorenzo,Certificación Orgánica y de Origen - Reg ASO-GT1007-C,76.00,2026-03-15
GT1007,Cultivo de Banano en San Lorenzo,Certificación Orgánica y de Origen - Reg ASO-GT1007-C,100.00,2026-03-15
GT1007,Producción Ganadera en San Lorenzo,Certificación Orgánica y de Origen - Reg ASO-GT1007-C,89.00,2026-03-15
GT1008,Cultivo de Maíz en Samayac,Certificación Orgánica y de Origen - Reg COOP-GT1008-A,94.00,2026-03-15
GT1008,Cultivo de Frijol en Samayac,Certificación Orgánica y de Origen - Reg COOP-GT1008-B,86.00,2026-03-15
GT1008,Cultivo de Caña de Azúcar en Samayac,Certificación Orgánica y de Origen - Reg ASO-GT1008-C,94.00,2026-03-15
GT1008,Cultivo de Banano en Samayac,Certificación Orgánica y de Origen - Reg ASO-GT1008-C,71.00,2026-03-15
GT1008,Producción Ganadera en Samayac,Certificación Orgánica y de Origen - Reg ASO-GT1008-C,100.00,2026-03-15
GT1009,Cultivo de Maíz en San Pablo Jocopilas,Certificación Orgánica y de Origen - Reg COOP-GT1009-A,96.00,2026-03-15
GT1009,Cultivo de Frijol en San Pablo Jocopilas,Certificación Orgánica y de Origen - Reg COOP-GT1009-B,83.00,2026-03-15
GT1009,Cultivo de Caña de Azúcar en San Pablo Jocopilas,Certificación Orgánica y de Origen - Reg ASO-GT1009-C,76.00,2026-03-15
GT1009,Cultivo de Banano en San Pablo Jocopilas,Certificación Orgánica y de Origen - Reg ASO-GT1009-C,94.00,2026-03-15
GT1009,Producción Ganadera en San Pablo Jocopilas,Certificación Orgánica y de Origen - Reg ASO-GT1009-C,85.00,2026-03-15
GT1010,Cultivo de Maíz en San Antonio Suchitepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1010-A,92.00,2026-03-15
GT1010,Cultivo de Frijol en San Antonio Suchitepéquez,Certificación Orgánica y de Origen - Reg COOP-GT1010-B,51.00,2026-03-15
GT1010,Cultivo de Caña de Azúcar en San Antonio Suchitepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1010-C,73.00,2026-03-15
GT1010,Cultivo de Banano en San Antonio Suchitepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1010-C,91.00,2026-03-15
GT1010,Producción Ganadera en San Antonio Suchitepéquez,Certificación Orgánica y de Origen - Reg ASO-GT1010-C,99.00,2026-03-15
GT1011,Cultivo de Maíz en San Miguel Panán,Certificación Orgánica y de Origen - Reg COOP-GT1011-A,94.00,2026-03-15
GT1011,Cultivo de Frijol en San Miguel Panán,Certificación Orgánica y de Origen - Reg COOP-GT1011-B,61.00,2026-03-15
GT1011,Cultivo de Caña de Azúcar en San Miguel Panán,Certificación Orgánica y de Origen - Reg ASO-GT1011-C,100.00,2026-03-15
GT1011,Cultivo de Banano en San Miguel Panán,Certificación Orgánica y de Origen - Reg ASO-GT1011-C,70.00,2026-03-15
GT1011,Producción Ganadera en San Miguel Panán,Certificación Orgánica y de Origen - Reg ASO-GT1011-C,78.00,2026-03-15
GT1012,Cultivo de Maíz en San Gabriel,Certificación Orgánica y de Origen - Reg COOP-GT1012-A,73.00,2026-03-15
GT1012,Cultivo de Frijol en San Gabriel,Certificación Orgánica y de Origen - Reg COOP-GT1012-B,65.00,2026-03-15
GT1012,Cultivo de Caña de Azúcar en San Gabriel,Certificación Orgánica y de Origen - Reg ASO-GT1012-C,96.00,2026-03-15
GT1012,Cultivo de Banano en San Gabriel,Certificación Orgánica y de Origen - Reg ASO-GT1012-C,92.00,2026-03-15
GT1012,Producción Ganadera en San Gabriel,Certificación Orgánica y de Origen - Reg ASO-GT1012-C,96.00,2026-03-15
GT1013,Cultivo de Maíz en Chicacao,Certificación Orgánica y de Origen - Reg COOP-GT1013-A,97.00,2026-03-15
GT1013,Cultivo de Frijol en Chicacao,Certificación Orgánica y de Origen - Reg COOP-GT1013-B,78.00,2026-03-15
GT1013,Cultivo de Caña de Azúcar en Chicacao,Certificación Orgánica y de Origen - Reg ASO-GT1013-C,72.00,2026-03-15
GT1013,Cultivo de Banano en Chicacao,Certificación Orgánica y de Origen - Reg ASO-GT1013-C,95.00,2026-03-15
GT1013,Producción Ganadera en Chicacao,Certificación Orgánica y de Origen - Reg ASO-GT1013-C,87.00,2026-03-15
GT1014,Cultivo de Maíz en Patulul,Certificación Orgánica y de Origen - Reg COOP-GT1014-A,98.00,2026-03-15
GT1014,Cultivo de Frijol en Patulul,Certificación Orgánica y de Origen - Reg COOP-GT1014-B,70.00,2026-03-15
GT1014,Cultivo de Caña de Azúcar en Patulul,Certificación Orgánica y de Origen - Reg ASO-GT1014-C,82.00,2026-03-15
GT1014,Cultivo de Banano en Patulul,Certificación Orgánica y de Origen - Reg ASO-GT1014-C,88.00,2026-03-15
GT1014,Producción Ganadera en Patulul,Certificación Orgánica y de Origen - Reg ASO-GT1014-C,71.00,2026-03-15
GT1015,Cultivo de Maíz en Santa Bárbara,Certificación Orgánica y de Origen - Reg COOP-GT1015-A,91.00,2026-03-15
GT1015,Cultivo de Frijol en Santa Bárbara,Certificación Orgánica y de Origen - Reg COOP-GT1015-B,51.00,2026-03-15
GT1015,Cultivo de Caña de Azúcar en Santa Bárbara,Certificación Orgánica y de Origen - Reg ASO-GT1015-C,80.00,2026-03-15
GT1015,Cultivo de Banano en Santa Bárbara,Certificación Orgánica y de Origen - Reg ASO-GT1015-C,83.00,2026-03-15
GT1015,Producción Ganadera en Santa Bárbara,Certificación Orgánica y de Origen - Reg ASO-GT1015-C,75.00,2026-03-15
GT1016,Cultivo de Maíz en San Juan Bautista,Certificación Orgánica y de Origen - Reg COOP-GT1016-A,86.00,2026-03-15
GT1016,Cultivo de Frijol en San Juan Bautista,Certificación Orgánica y de Origen - Reg COOP-GT1016-B,51.00,2026-03-15
GT1016,Cultivo de Caña de Azúcar en San Juan Bautista,Certificación Orgánica y de Origen - Reg ASO-GT1016-C,97.00,2026-03-15
GT1016,Cultivo de Banano en San Juan Bautista,Certificación Orgánica y de Origen - Reg ASO-GT1016-C,86.00,2026-03-15
